date,country,country_name,sex,sex_qf,age_group,age_group_qf,daily_positive,cumulative_positive,daily_deaths,daily_deaths_qf,cumulative_deaths,cumulative_deaths_qf,crude_rate_deaths,crude_rate_deaths_qf,first_infections,first_infections_cumulative,reinfections,reinfections_cumulative,percent_reinfections,percent_reinfections_cumulative
2021-04-08,S92000003,Scotland,Female,NA,45 to 64,NA,22,35597,1,NA,309,NA,40.01709468122305,NA,21,35435,1,162,4.545454545454546,0.4550945304379583
2021-04-08,S92000003,Scotland,Female,NA,60+,NA,6,25035,1,NA,3469,NA,455.161537078805,NA,4,24925,2,110,33.333333333333336,0.439384861194328
2021-04-08,S92000003,Scotland,Female,NA,65 to 74,NA,4,6514,0,NA,532,NA,173.9562624254473,NA,3,6493,1,21,25,0.3223825606386245
2021-04-08,S92000003,Scotland,Female,NA,75 to 84,NA,0,5885,0,NA,1089,NA,567.0988907983128,NA,0,5864,0,21,NA,0.356839422259983
2021-04-08,S92000003,Scotland,Female,NA,85plus,NA,0,6077,0,NA,1723,NA,2090.3851986654536,NA,0,6043,0,34,NA,0.5594865887773572
2021-04-08,S92000003,Scotland,Female,NA,Total,d,151,120675,1,NA,3682,NA,131.46300255499523,NA,149,120251,2,424,1.3245033112582782,0.35135695048684484
2021-04-08,S92000003,Scotland,Male,NA,0 to 14,NA,25,8240,0,NA,1,NA,0.226921514655726,NA,25,8228,0,12,0,0.14563106796116504
2021-04-08,S92000003,Scotland,Male,NA,0 to 59,NA,123,80230,0,NA,282,NA,13.969317039099224,NA,122,80129,1,101,0.8130081300813008,0.12588807179359343
2021-04-08,S92000003,Scotland,Male,NA,15 to 19,NA,11,6711,0,NA,0,NA,0,NA,11,6703,0,8,0,0.11920727164357026
2021-04-08,S92000003,Scotland,Male,NA,20 to 24,NA,18,9429,0,NA,2,NA,1.154054771439453,NA,17,9418,1,11,5.555555555555555,0.11666136387739952
2021-04-08,S92000003,Scotland,Male,NA,25 to 44,NA,49,32551,0,NA,36,NA,5.081580540934248,NA,49,32512,0,39,0,0.11981198734293876
2021-04-08,S92000003,Scotland,Male,NA,45 to 64,NA,27,29240,0,NA,464,NA,64.19657433797283,NA,27,29197,0,43,0,0.14705882352941177
2021-04-08,S92000003,Scotland,Male,NA,60+,NA,11,20518,1,NA,3717,NA,574.9402167356018,NA,11,20460,0,58,0,0.282678623647529
2021-04-08,S92000003,Scotland,Male,NA,65 to 74,NA,1,6695,0,NA,806,NA,287.40653047543316,NA,1,6676,0,19,0,0.2837938760268857
2021-04-08,S92000003,Scotland,Male,NA,75 to 84,NA,0,4921,0,NA,1427,NA,954.6683079557924,NA,0,4905,0,16,NA,0.3251371672424304
2021-04-08,S92000003,Scotland,Male,NA,85plus,NA,3,2961,1,NA,1263,NA,2752.4735213354834,NA,3,2950,0,11,0,0.37149611617696726
2021-04-08,S92000003,Scotland,Male,NA,Total,d,134,100759,1,NA,3999,NA,150.0443491924845,NA,133,100600,1,159,0.746268656716418,0.1578022806895662
2021-04-08,S92000003,Scotland,Total,d,0 to 14,NA,58,16454,0,NA,3,NA,0.34892241128647694,NA,58,16432,0,22,0,0.1337060897046311
2021-04-08,S92000003,Scotland,Total,d,0 to 59,NA,268,175901,0,NA,495,NA,12.20007832696752,NA,267,175486,1,415,0.373134328358209,0.2359281641377821
2021-04-08,S92000003,Scotland,Total,d,15 to 19,NA,23,14912,0,NA,0,NA,0,NA,23,14890,0,22,0,0.14753218884120173
2021-04-08,S92000003,Scotland,Total,d,20 to 24,NA,33,20588,0,NA,5,NA,1.463036385714913,NA,32,20542,1,46,3.0303030303030303,0.223431124927142
2021-04-08,S92000003,Scotland,Total,d,25 to 44,NA,114,71602,0,NA,60,NA,4.191978648855415,NA,114,71436,0,166,0,0.2318370995223597
2021-04-08,S92000003,Scotland,Total,d,45 to 64,NA,49,64850,1,NA,773,NA,51.70741496371116,NA,48,64645,1,205,2.0408163265306123,0.3161141094834233
2021-04-08,S92000003,Scotland,Total,d,60+,NA,17,45567,2,NA,7186,NA,510.13417820905,NA,15,45399,2,168,11.764705882352942,0.36868786621897426
2021-04-08,S92000003,Scotland,Total,d,65 to 74,NA,5,13210,0,NA,1338,NA,228.22521632782556,NA,4,13170,1,40,20,0.3028009084027252
2021-04-08,S92000003,Scotland,Total,d,75 to 84,NA,0,10808,0,NA,2516,NA,736.7366898385387,NA,0,10771,0,37,NA,0.34233900814211693
2021-04-08,S92000003,Scotland,Total,d,85plus,NA,3,9044,1,NA,2986,NA,2327.1582327314104,NA,3,8999,0,45,0,0.49756744803184433
2021-04-08,S92000003,Scotland,Total,d,Total,d,285,221555,2,NA,7681,NA,140.52323454079766,NA,282,220972,3,583,1.0526315789473684,0.26314007808444856
2021-04-09,S92000003,Scotland,Female,NA,0 to 14,NA,21,8232,0,NA,2,NA,0.4772028279039582,NA,21,8222,0,10,0,0.12147716229348884
2021-04-09,S92000003,Scotland,Female,NA,0 to 59,NA,119,95753,1,NA,214,NA,10.497189058789656,NA,118,95438,1,315,0.8403361344537815,0.3289714160391842
2021-04-09,S92000003,Scotland,Female,NA,15 to 19,NA,13,8211,0,NA,0,NA,0,NA,13,8197,0,14,0,0.17050298380221654
2021-04-09,S92000003,Scotland,Female,NA,20 to 24,NA,7,11164,0,NA,3,NA,1.7809121832202452,NA,7,11129,0,35,0,0.313507703332139
2021-04-09,S92000003,Scotland,Female,NA,25 to 44,NA,46,39076,0,NA,24,NA,3.3201266074946325,NA,46,38949,0,127,0,0.325007677346709
2021-04-09,S92000003,Scotland,Female,NA,45 to 64,NA,34,35631,1,NA,310,NA,40.1465998420037,NA,33,35468,1,163,2.9411764705882355,0.4574668126069995
2021-04-09,S92000003,Scotland,Female,NA,60+,NA,13,25048,0,NA,3469,NA,455.161537078805,NA,11,24936,2,112,15.384615384615383,0.4471414883423826
2021-04-09,S92000003,Scotland,Female,NA,65 to 74,NA,6,6520,0,NA,532,NA,173.9562624254473,NA,5,6498,1,22,16.666666666666668,0.3374233128834356
2021-04-09,S92000003,Scotland,Female,NA,75 to 84,NA,3,5888,0,NA,1089,NA,567.0988907983128,NA,3,5867,0,21,0,0.35665760869565216
2021-04-09,S92000003,Scotland,Female,NA,85plus,NA,2,6079,0,NA,1723,NA,2090.3851986654536,NA,1,6044,1,35,50,0.575752590886659
2021-04-09,S92000003,Scotland,Female,NA,Total,d,132,120807,1,NA,3683,NA,131.49870679251697,NA,129,120380,3,427,2.272727272727273,0.3534563394505285
2021-04-09,S92000003,Scotland,Male,NA,0 to 14,NA,15,8255,0,NA,1,NA,0.226921514655726,NA,15,8243,0,12,0,0.145366444579043
2021-04-09,S92000003,Scotland,Male,NA,0 to 59,NA,126,80356,1,NA,283,NA,14.01885362434426,NA,126,80255,0,101,0,0.12569067648962118
2021-04-09,S92000003,Scotland,Male,NA,15 to 19,NA,9,6720,0,NA,0,NA,0,NA,9,6712,0,8,0,0.11904761904761904
2021-04-09,S92000003,Scotland,Male,NA,20 to 24,NA,13,9442,0,NA,2,NA,1.154054771439453,NA,13,9431,0,11,0,0.11650074136835416
2021-04-09,S92000003,Scotland,Male,NA,25 to 44,NA,55,32606,0,NA,36,NA,5.081580540934248,NA,55,32567,0,39,0,0.11960988775072072
2021-04-09,S92000003,Scotland,Male,NA,45 to 64,NA,37,29277,1,NA,465,NA,64.33492902404605,NA,37,29234,0,43,0,0.1468729719575093
2021-04-09,S92000003,Scotland,Male,NA,60+,NA,12,20530,0,NA,3717,NA,574.9402167356018,NA,11,20471,1,59,8.333333333333334,0.28738431563565514
2021-04-09,S92000003,Scotland,Male,NA,65 to 74,NA,5,6700,0,NA,806,NA,287.40653047543316,NA,5,6681,0,19,0,0.2835820895522388
2021-04-09,S92000003,Scotland,Male,NA,75 to 84,NA,3,4924,0,NA,1427,NA,954.6683079557924,NA,3,4908,0,16,0,0.3249390739236393
2021-04-09,S92000003,Scotland,Male,NA,85plus,NA,1,2962,0,NA,1263,NA,2752.4735213354834,NA,0,2950,1,12,100,0.4051316677920324
2021-04-09,S92000003,Scotland,Male,NA,Total,d,138,100897,1,NA,4000,NA,150.08186965989947,NA,137,100737,1,160,0.7246376811594203,0.15857755929314052
2021-04-09,S92000003,Scotland,Total,d,0 to 14,NA,36,16490,0,NA,3,NA,0.34892241128647694,NA,36,16468,0,22,0,0.1334141904184354
2021-04-09,S92000003,Scotland,Total,d,0 to 59,NA,245,176146,2,NA,497,NA,12.249371572733049,NA,244,175730,1,416,0.40816326530612246,0.236167724501266
2021-04-09,S92000003,Scotland,Total,d,15 to 19,NA,22,14934,0,NA,0,NA,0,NA,22,14912,0,22,0,0.14731485201553501
2021-04-09,S92000003,Scotland,Total,d,20 to 24,NA,20,20608,0,NA,5,NA,1.463036385714913,NA,20,20562,0,46,0,0.22321428571428573
2021-04-09,S92000003,Scotland,Total,d,25 to 44,NA,101,71703,0,NA,60,NA,4.191978648855415,NA,101,71537,0,166,0,0.2315105365186952
2021-04-09,S92000003,Scotland,Total,d,45 to 64,NA,71,64921,2,NA,775,NA,51.84119870229773,NA,70,64715,1,206,1.408450704225352,0.3173087290707167
2021-04-09,S92000003,Scotland,Total,d,60+,NA,25,45592,0,NA,7186,NA,510.13417820905,NA,22,45421,3,171,12,0.3750658010177224
2021-04-09,S92000003,Scotland,Total,d,65 to 74,NA,11,13221,0,NA,1338,NA,228.22521632782556,NA,10,13180,1,41,9.090909090909092,0.31011269949323045
2021-04-09,S92000003,Scotland,Total,d,75 to 84,NA,6,10814,0,NA,2516,NA,736.7366898385387,NA,6,10777,0,37,0,0.3421490660255225
2021-04-09,S92000003,Scotland,Total,d,85plus,NA,3,9047,0,NA,2986,NA,2327.1582327314104,NA,1,9000,2,47,66.66666666666667,0.5195092295788659
2021-04-09,S92000003,Scotland,Total,d,Total,d,270,221825,2,NA,7683,NA,140.55982436882545,NA,266,221238,4,587,1.4814814814814814,0.2646230136368759
2021-04-10,S92000003,Scotland,Female,NA,0 to 14,NA,22,8254,0,NA,2,NA,0.4772028279039582,NA,21,8243,1,11,4.545454545454546,0.1332687181972377
2021-04-10,S92000003,Scotland,Female,NA,0 to 59,NA,102,95855,0,NA,214,NA,10.497189058789656,NA,100,95538,2,317,1.96078431372549,0.33070783996661623
2021-04-10,S92000003,Scotland,Female,NA,15 to 19,NA,7,8218,0,NA,0,NA,0,NA,7,8204,0,14,0,0.17035775127768313
2021-04-10,S92000003,Scotland,Female,NA,20 to 24,NA,12,11176,0,NA,3,NA,1.7809121832202452,NA,12,11141,0,35,0,0.3131710808876163
2021-04-10,S92000003,Scotland,Female,NA,25 to 44,NA,36,39112,0,NA,24,NA,3.3201266074946325,NA,35,38984,1,128,2.7777777777777777,0.32726528942524036
2021-04-10,S92000003,Scotland,Female,NA,45 to 64,NA,27,35658,0,NA,310,NA,40.1465998420037,NA,27,35495,0,163,0,0.4571204217847327
2021-04-10,S92000003,Scotland,Female,NA,60+,NA,5,25053,1,NA,3470,NA,455.29274536277126,NA,3,24939,2,114,40,0.4550353251107652
2021-04-10,S92000003,Scotland,Female,NA,65 to 74,NA,2,6522,0,NA,532,NA,173.9562624254473,NA,1,6499,1,23,50,0.3526525605642441
2021-04-10,S92000003,Scotland,Female,NA,75 to 84,NA,1,5889,0,NA,1089,NA,567.0988907983128,NA,0,5867,1,22,100,0.3735778570215657
2021-04-10,S92000003,Scotland,Female,NA,85plus,NA,0,6079,1,NA,1724,NA,2091.598422808614,NA,0,6044,0,35,NA,0.575752590886659
2021-04-10,S92000003,Scotland,Female,NA,Total,d,107,120914,1,NA,3684,NA,131.53441103003868,NA,103,120483,4,431,3.7383177570093458,0.3564516929387829
2021-04-10,S92000003,Scotland,Male,NA,0 to 14,NA,23,8278,0,NA,1,NA,0.226921514655726,NA,23,8266,0,12,0,0.1449625513409036
2021-04-10,S92000003,Scotland,Male,NA,0 to 59,NA,113,80469,0,NA,283,NA,14.01885362434426,NA,113,80368,0,101,0,0.1255141731598504
2021-04-10,S92000003,Scotland,Male,NA,15 to 19,NA,6,6726,0,NA,0,NA,0,NA,6,6718,0,8,0,0.11894142134998512
2021-04-10,S92000003,Scotland,Male,NA,20 to 24,NA,16,9458,0,NA,2,NA,1.154054771439453,NA,16,9447,0,11,0,0.11630365827870584
2021-04-10,S92000003,Scotland,Male,NA,25 to 44,NA,48,32654,0,NA,36,NA,5.081580540934248,NA,48,32615,0,39,0,0.11943406627059472
2021-04-10,S92000003,Scotland,Male,NA,45 to 64,NA,22,29299,0,NA,465,NA,64.33492902404605,NA,22,29256,0,43,0,0.14676268814635313
2021-04-10,S92000003,Scotland,Male,NA,60+,NA,10,20540,2,NA,3719,NA,575.2495738605603,NA,10,20481,0,59,0,0.2872444011684518
2021-04-10,S92000003,Scotland,Male,NA,65 to 74,NA,5,6705,0,NA,806,NA,287.40653047543316,NA,5,6686,0,19,0,0.2833706189410887
2021-04-10,S92000003,Scotland,Male,NA,75 to 84,NA,3,4927,1,NA,1428,NA,955.3373116754528,NA,3,4911,0,16,0,0.3247412218388472
2021-04-10,S92000003,Scotland,Male,NA,85plus,NA,0,2962,1,NA,1264,NA,2754.6528352874516,NA,0,2950,0,12,NA,0.4051316677920324
2021-04-10,S92000003,Scotland,Male,NA,Total,d,124,101021,2,NA,4002,NA,150.15691059472942,NA,124,100861,0,160,0,0.15838291048395878
2021-04-10,S92000003,Scotland,Total,d,0 to 14,NA,45,16535,0,NA,3,NA,0.34892241128647694,NA,44,16512,1,23,2.2222222222222223,0.13909888116117328
2021-04-10,S92000003,Scotland,Total,d,0 to 59,NA,215,176361,0,NA,497,NA,12.249371572733049,NA,213,175943,2,418,0.9302325581395348,0.23701385226892568
2021-04-10,S92000003,Scotland,Total,d,15 to 19,NA,13,14947,0,NA,0,NA,0,NA,13,14925,0,22,0,0.147186726433398
2021-04-10,S92000003,Scotland,Total,d,20 to 24,NA,28,20636,0,NA,5,NA,1.463036385714913,NA,28,20590,0,46,0,0.22291141694126768
2021-04-10,S92000003,Scotland,Total,d,25 to 44,NA,84,71787,0,NA,60,NA,4.191978648855415,NA,83,71620,1,167,1.1904761904761905,0.232632649365484
2021-04-10,S92000003,Scotland,Total,d,45 to 64,NA,49,64970,0,NA,775,NA,51.84119870229773,NA,49,64764,0,206,0,0.31706941665384025
2021-04-10,S92000003,Scotland,Total,d,60+,NA,15,45607,3,NA,7189,NA,510.34714822500143,NA,13,45434,2,173,13.333333333333334,0.3793277347775561
2021-04-10,S92000003,Scotland,Total,d,65 to 74,NA,7,13228,0,NA,1338,NA,228.22521632782556,NA,6,13186,1,42,14.285714285714286,0.31750831569398247
2021-04-10,S92000003,Scotland,Total,d,75 to 84,NA,4,10818,1,NA,2517,NA,737.0295104624809,NA,3,10780,1,38,25,0.3512664078387872
2021-04-10,S92000003,Scotland,Total,d,85plus,NA,0,9047,2,NA,2988,NA,2328.7169455463677,NA,0,9000,0,47,NA,0.5195092295788659
2021-04-10,S92000003,Scotland,Total,d,Total,d,231,222056,3,NA,7686,NA,140.61470911086718,NA,227,221465,4,591,1.7316017316017316,0.2661490795114746
2021-04-11,S92000003,Scotland,Female,NA,0 to 14,NA,24,8278,0,NA,2,NA,0.4772028279039582,NA,24,8267,0,11,0,0.13288233872916164
2021-04-11,S92000003,Scotland,Female,NA,0 to 59,NA,103,95958,0,NA,214,NA,10.497189058789656,NA,102,95640,1,318,0.970873786407767,0.3313949853060714
2021-04-11,S92000003,Scotland,Female,NA,15 to 19,NA,6,8224,0,NA,0,NA,0,NA,6,8210,0,14,0,0.17023346303501946
2021-04-11,S92000003,Scotland,Female,NA,20 to 24,NA,8,11184,0,NA,3,NA,1.7809121832202452,NA,7,11148,1,36,12.5,0.3218884120171674
2021-04-11,S92000003,Scotland,Female,NA,25 to 44,NA,52,39164,0,NA,24,NA,3.3201266074946325,NA,52,39036,0,128,0,0.32683076294556224
2021-04-11,S92000003,Scotland,Female,NA,45 to 64,NA,16,35674,0,NA,310,NA,40.1465998420037,NA,15,35510,1,164,6.25,0.4597185625385435
2021-04-11,S92000003,Scotland,Female,NA,60+,NA,6,25059,1,NA,3471,NA,455.42395364673746,NA,5,24944,1,115,16.666666666666668,0.4589169559838781
2021-04-11,S92000003,Scotland,Female,NA,65 to 74,NA,2,6524,1,NA,533,NA,174.28324788113426,NA,2,6501,0,23,0,0.3525444512568976
2021-04-11,S92000003,Scotland,Female,NA,75 to 84,NA,0,5889,0,NA,1089,NA,567.0988907983128,NA,0,5867,0,22,NA,0.3735778570215657
2021-04-11,S92000003,Scotland,Female,NA,85plus,NA,1,6080,0,NA,1724,NA,2091.598422808614,NA,1,6045,0,35,0,0.5756578947368421
2021-04-11,S92000003,Scotland,Female,NA,Total,d,109,121023,1,NA,3685,NA,131.57011526756042,NA,107,120590,2,433,1.834862385321101,0.35778323128661493
2021-04-11,S92000003,Scotland,Male,NA,0 to 14,NA,25,8303,0,NA,1,NA,0.226921514655726,NA,25,8291,0,12,0,0.14452607491268216
2021-04-11,S92000003,Scotland,Male,NA,0 to 59,NA,100,80569,1,NA,284,NA,14.068390209589293,NA,100,80468,0,101,0,0.12535838846206357
2021-04-11,S92000003,Scotland,Male,NA,15 to 19,NA,4,6730,0,NA,0,NA,0,NA,4,6722,0,8,0,0.1188707280832095
2021-04-11,S92000003,Scotland,Male,NA,20 to 24,NA,9,9467,0,NA,2,NA,1.154054771439453,NA,9,9456,0,11,0,0.11619309179254252
2021-04-11,S92000003,Scotland,Male,NA,25 to 44,NA,43,32697,0,NA,36,NA,5.081580540934248,NA,43,32658,0,39,0,0.11927699788971466
2021-04-11,S92000003,Scotland,Male,NA,45 to 64,NA,22,29321,1,NA,466,NA,64.47328371011926,NA,22,29278,0,43,0,0.1466525698304969
2021-04-11,S92000003,Scotland,Male,NA,60+,NA,5,20545,0,NA,3719,NA,575.2495738605603,NA,5,20486,0,59,0,0.28717449501095155
2021-04-11,S92000003,Scotland,Male,NA,65 to 74,NA,1,6706,0,NA,806,NA,287.40653047543316,NA,1,6687,0,19,0,0.2833283626603042
2021-04-11,S92000003,Scotland,Male,NA,75 to 84,NA,0,4927,0,NA,1428,NA,955.3373116754528,NA,0,4911,0,16,NA,0.3247412218388472
2021-04-11,S92000003,Scotland,Male,NA,85plus,NA,1,2963,0,NA,1264,NA,2754.6528352874516,NA,1,2951,0,12,0,0.4049949375632805
2021-04-11,S92000003,Scotland,Male,NA,Total,d,105,101126,1,NA,4003,NA,150.1944310621444,NA,105,100966,0,160,0,0.1582184601388367
2021-04-11,S92000003,Scotland,Total,d,0 to 14,NA,49,16584,0,NA,3,NA,0.34892241128647694,NA,49,16561,0,23,0,0.13868789194404246
2021-04-11,S92000003,Scotland,Total,d,0 to 59,NA,203,176564,1,NA,498,NA,12.27401819561581,NA,202,176145,1,419,0.49261083743842365,0.23730771844770168
2021-04-11,S92000003,Scotland,Total,d,15 to 19,NA,10,14957,0,NA,0,NA,0,NA,10,14935,0,22,0,0.14708831985023735
2021-04-11,S92000003,Scotland,Total,d,20 to 24,NA,17,20653,0,NA,5,NA,1.463036385714913,NA,16,20606,1,47,5.882352941176471,0.22756984457463808
2021-04-11,S92000003,Scotland,Total,d,25 to 44,NA,95,71882,0,NA,60,NA,4.191978648855415,NA,95,71715,0,167,0,0.23232519963273143
2021-04-11,S92000003,Scotland,Total,d,45 to 64,NA,38,65008,1,NA,776,NA,51.908090571591025,NA,37,64801,1,207,2.6315789473684212,0.3184223480187054
2021-04-11,S92000003,Scotland,Total,d,60+,NA,11,45618,1,NA,7190,NA,510.41813823031856,NA,10,45444,1,174,9.090909090909092,0.381428383532816
2021-04-11,S92000003,Scotland,Total,d,65 to 74,NA,3,13231,1,NA,1339,NA,228.39578823838448,NA,3,13189,0,42,0,0.31743632378505027
2021-04-11,S92000003,Scotland,Total,d,75 to 84,NA,0,10818,0,NA,2517,NA,737.0295104624809,NA,0,10780,0,38,NA,0.3512664078387872
2021-04-11,S92000003,Scotland,Total,d,85plus,NA,2,9049,0,NA,2988,NA,2328.7169455463677,NA,2,9002,0,47,0,0.519394408221903
2021-04-11,S92000003,Scotland,Total,d,Total,d,214,222270,2,NA,7688,NA,140.651298938895,NA,212,221677,2,593,0.9345794392523364,0.2667926395824898
2021-04-12,S92000003,Scotland,Female,NA,0 to 14,NA,28,8306,0,NA,2,NA,0.4772028279039582,NA,28,8295,0,11,0,0.13243438478208525
2021-04-12,S92000003,Scotland,Female,NA,0 to 59,NA,133,96091,0,NA,214,NA,10.497189058789656,NA,131,95771,2,320,1.5037593984962403,0.33301766034280006
2021-04-12,S92000003,Scotland,Female,NA,15 to 19,NA,10,8234,0,NA,0,NA,0,NA,10,8220,0,14,0,0.17002671848433326
2021-04-12,S92000003,Scotland,Female,NA,20 to 24,NA,13,11197,0,NA,3,NA,1.7809121832202452,NA,13,11161,0,36,0,0.32151469143520583
2021-04-12,S92000003,Scotland,Female,NA,25 to 44,NA,59,39223,0,NA,24,NA,3.3201266074946325,NA,59,39095,0,128,0,0.32633913775080947
2021-04-12,S92000003,Scotland,Female,NA,45 to 64,NA,27,35701,0,NA,310,NA,40.1465998420037,NA,25,35535,2,166,7.407407407407407,0.46497296994481946
2021-04-12,S92000003,Scotland,Female,NA,60+,NA,10,25069,0,NA,3471,NA,455.42395364673746,NA,10,24954,0,115,0,0.4587338944513143
2021-04-12,S92000003,Scotland,Female,NA,65 to 74,NA,5,6529,0,NA,533,NA,174.28324788113426,NA,5,6506,0,23,0,0.35227446775922805
2021-04-12,S92000003,Scotland,Female,NA,75 to 84,NA,0,5889,0,NA,1089,NA,567.0988907983128,NA,0,5867,0,22,NA,0.3735778570215657
2021-04-12,S92000003,Scotland,Female,NA,85plus,NA,1,6081,0,NA,1724,NA,2091.598422808614,NA,1,6046,0,35,0,0.575563229731952
2021-04-12,S92000003,Scotland,Female,NA,Total,d,143,121166,0,NA,3685,NA,131.57011526756042,NA,141,120731,2,435,1.3986013986013983,0.35901160391528975
2021-04-12,S92000003,Scotland,Male,NA,0 to 14,NA,19,8322,0,NA,1,NA,0.226921514655726,NA,19,8310,0,12,0,0.14419610670511895
2021-04-12,S92000003,Scotland,Male,NA,0 to 59,NA,105,80674,0,NA,284,NA,14.068390209589293,NA,105,80573,0,101,0,0.1251952301856856
2021-04-12,S92000003,Scotland,Male,NA,15 to 19,NA,15,6745,0,NA,0,NA,0,NA,15,6737,0,8,0,0.11860637509266124
2021-04-12,S92000003,Scotland,Male,NA,20 to 24,NA,8,9475,0,NA,2,NA,1.154054771439453,NA,8,9464,0,11,0,0.11609498680738786
2021-04-12,S92000003,Scotland,Male,NA,25 to 44,NA,40,32737,0,NA,36,NA,5.081580540934248,NA,40,32698,0,39,0,0.11913125820936556
2021-04-12,S92000003,Scotland,Male,NA,45 to 64,NA,28,29349,0,NA,466,NA,64.47328371011926,NA,28,29306,0,43,0,0.14651265801219804
2021-04-12,S92000003,Scotland,Male,NA,60+,NA,12,20557,0,NA,3719,NA,575.2495738605603,NA,12,20498,0,59,0,0.28700685897747724
2021-04-12,S92000003,Scotland,Male,NA,65 to 74,NA,6,6712,0,NA,806,NA,287.40653047543316,NA,6,6693,0,19,0,0.2830750893921335
2021-04-12,S92000003,Scotland,Male,NA,75 to 84,NA,1,4928,0,NA,1428,NA,955.3373116754528,NA,1,4912,0,16,0,0.3246753246753247
2021-04-12,S92000003,Scotland,Male,NA,85plus,NA,0,2963,0,NA,1264,NA,2754.6528352874516,NA,0,2951,0,12,NA,0.4049949375632805
2021-04-12,S92000003,Scotland,Male,NA,Total,d,117,101243,0,NA,4003,NA,150.1944310621444,NA,117,101083,0,160,0,0.15803561727724386
2021-04-12,S92000003,Scotland,Total,d,0 to 14,NA,47,16631,0,NA,3,NA,0.34892241128647694,NA,47,16608,0,23,0,0.1382959533401479
2021-04-12,S92000003,Scotland,Total,d,0 to 59,NA,240,176804,0,NA,498,NA,12.27401819561581,NA,238,176383,2,421,0.8333333333333334,0.2381167846881292
2021-04-12,S92000003,Scotland,Total,d,15 to 19,NA,25,14982,0,NA,0,NA,0,NA,25,14960,0,22,0,0.14684287812041116
2021-04-12,S92000003,Scotland,Total,d,20 to 24,NA,21,20674,0,NA,5,NA,1.463036385714913,NA,21,20627,0,47,0,0.22733868627261297
2021-04-12,S92000003,Scotland,Total,d,25 to 44,NA,101,71983,0,NA,60,NA,4.191978648855415,NA,101,71816,0,167,0,0.23199922203853687
2021-04-12,S92000003,Scotland,Total,d,45 to 64,NA,55,65063,0,NA,776,NA,51.908090571591025,NA,53,64854,2,209,3.636363636363636,0.32122711833146333
2021-04-12,S92000003,Scotland,Total,d,60+,NA,22,45640,0,NA,7190,NA,510.41813823031856,NA,22,45466,0,174,0,0.3812445223488168
2021-04-12,S92000003,Scotland,Total,d,65 to 74,NA,11,13242,0,NA,1339,NA,228.39578823838448,NA,11,13200,0,42,0,0.31717263253285
2021-04-12,S92000003,Scotland,Total,d,75 to 84,NA,1,10819,0,NA,2517,NA,737.0295104624809,NA,1,10781,0,38,0,0.35123394029023014
2021-04-12,S92000003,Scotland,Total,d,85plus,NA,1,9050,0,NA,2988,NA,2328.7169455463677,NA,1,9003,0,47,0,0.5193370165745856
2021-04-12,S92000003,Scotland,Total,d,Total,d,262,222532,0,NA,7688,NA,140.651298938895,NA,260,221937,2,595,0.7633587786259542,0.26737727607714845
2021-04-13,S92000003,Scotland,Female,NA,0 to 14,NA,24,8330,0,NA,2,NA,0.4772028279039582,NA,23,8318,1,12,4.166666666666667,0.14405762304921968
2021-04-13,S92000003,Scotland,Female,NA,0 to 59,NA,127,96218,0,NA,214,NA,10.497189058789656,NA,123,95894,4,324,3.1496062992125986,0.33673533018769874
2021-04-13,S92000003,Scotland,Female,NA,15 to 19,NA,10,8244,0,NA,0,NA,0,NA,10,8230,0,14,0,0.1698204754973314
2021-04-13,S92000003,Scotland,Female,NA,20 to 24,NA,18,11215,0,NA,3,NA,1.7809121832202452,NA,18,11179,0,36,0,0.3209986625055729
2021-04-13,S92000003,Scotland,Female,NA,25 to 44,NA,56,39279,0,NA,24,NA,3.3201266074946325,NA,56,39151,0,128,0,0.325873876626187
2021-04-13,S92000003,Scotland,Female,NA,45 to 64,NA,23,35724,0,NA,310,NA,40.1465998420037,NA,20,35555,3,169,13.043478260869565,0.47307132459970885
2021-04-13,S92000003,Scotland,Female,NA,60+,NA,20,25089,0,NA,3471,NA,455.42395364673746,NA,20,24974,0,115,0,0.45836820917533583
2021-04-13,S92000003,Scotland,Female,NA,65 to 74,NA,8,6537,0,NA,533,NA,174.28324788113426,NA,8,6514,0,23,0,0.35184335322013155
2021-04-13,S92000003,Scotland,Female,NA,75 to 84,NA,6,5895,0,NA,1089,NA,567.0988907983128,NA,6,5873,0,22,0,0.37319762510602206
2021-04-13,S92000003,Scotland,Female,NA,85plus,NA,2,6083,0,NA,1724,NA,2091.598422808614,NA,2,6048,0,35,0,0.5753739930955121
2021-04-13,S92000003,Scotland,Female,NA,Total,d,147,121313,0,NA,3685,NA,131.57011526756042,NA,143,120874,4,439,2.7210884353741496,0.36187383050456257
2021-04-13,S92000003,Scotland,Male,NA,0 to 14,NA,14,8336,0,NA,1,NA,0.226921514655726,NA,14,8324,0,12,0,0.14395393474088292
2021-04-13,S92000003,Scotland,Male,NA,0 to 59,NA,108,80782,0,NA,284,NA,14.068390209589293,NA,108,80681,0,101,0,0.12502785273947167
2021-04-13,S92000003,Scotland,Male,NA,15 to 19,NA,12,6757,0,NA,0,NA,0,NA,12,6749,0,8,0,0.11839573775344088
2021-04-13,S92000003,Scotland,Male,NA,20 to 24,NA,18,9493,0,NA,2,NA,1.154054771439453,NA,18,9482,0,11,0,0.11587485515643106
