date,country,country_name,sex,sex_qf,age_group,age_group_qf,daily_positive,cumulative_positive,daily_deaths,daily_deaths_qf,cumulative_deaths,cumulative_deaths_qf,crude_rate_deaths,crude_rate_deaths_qf,first_infections,first_infections_cumulative,reinfections,reinfections_cumulative,percent_reinfections,percent_reinfections_cumulative
2020-05-04,S92000003,Scotland,Female,NA,45 to 64,NA,63,2748,2,NA,61,NA,7.899814807620084,NA,63,2748,0,0,0,0
2020-05-04,S92000003,Scotland,Female,NA,60+,NA,113,3370,17,NA,756,NA,99.19346267845968,NA,113,3370,0,0,0,0
2020-05-04,S92000003,Scotland,Female,NA,65 to 74,NA,15,565,1,NA,107,NA,34.98744375850162,NA,15,565,0,0,0,0
2020-05-04,S92000003,Scotland,Female,NA,75 to 84,NA,38,1018,5,NA,256,NA,133.31250325469978,NA,38,1018,0,0,0,0
2020-05-04,S92000003,Scotland,Female,NA,85plus,NA,49,1311,11,NA,368,NA,446.4664846830452,NA,49,1311,0,0,0,0
2020-05-04,S92000003,Scotland,Female,NA,Total,d,216,8098,19,NA,798,NA,28.49198154233737,NA,216,8098,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,0 to 14,NA,0,42,0,NA,0,NA,0,NA,0,42,0,0,NA,0
2020-05-04,S92000003,Scotland,Male,NA,0 to 59,NA,44,2437,1,NA,78,NA,3.863853649112552,NA,44,2437,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,15 to 19,NA,0,36,0,NA,0,NA,0,NA,0,36,0,0,NA,0
2020-05-04,S92000003,Scotland,Male,NA,20 to 24,NA,1,102,0,NA,0,NA,0,NA,1,102,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,25 to 44,NA,19,910,0,NA,7,NA,0.9880851051816596,NA,19,910,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,45 to 64,NA,27,1766,2,NA,112,NA,15.495724840200335,NA,27,1766,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,60+,NA,68,2877,20,NA,913,NA,141.2215275436116,NA,68,2877,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,65 to 74,NA,15,761,4,NA,216,NA,77.02209749713842,NA,15,761,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,75 to 84,NA,22,1006,5,NA,381,NA,254.89041719071955,NA,22,1006,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,85plus,NA,28,691,10,NA,275,NA,599.3113367911782,NA,28,691,0,0,0,0
2020-05-04,S92000003,Scotland,Male,NA,Total,d,112,5322,21,NA,991,NA,37.182783208240096,NA,112,5322,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,0 to 14,NA,1,94,0,NA,0,NA,0,NA,1,94,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,0 to 59,NA,148,7170,3,NA,120,NA,2.9575947459315204,NA,148,7170,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,15 to 19,NA,2,101,0,NA,0,NA,0,NA,2,101,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,20 to 24,NA,4,452,0,NA,0,NA,0,NA,4,452,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,25 to 44,NA,65,2903,0,NA,13,NA,0.90826204058534,NA,65,2903,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,45 to 64,NA,90,4515,4,NA,173,NA,11.57229338773872,NA,90,4515,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,60+,NA,181,6247,37,NA,1669,NA,118.48231887432568,NA,181,6247,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,65 to 74,NA,30,1326,5,NA,323,NA,55.09472711052889,NA,30,1326,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,75 to 84,NA,60,2024,10,NA,637,NA,186.52673745117215,NA,60,2024,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,85plus,NA,77,2002,21,NA,643,NA,501.1261700088067,NA,77,2002,0,0,0,0
2020-05-04,S92000003,Scotland,Total,d,Total,d,329,13425,40,NA,1789,NA,32.729601170874496,NA,329,13425,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,0 to 14,NA,1,53,0,NA,0,NA,0,NA,1,53,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,0 to 59,NA,105,4833,1,NA,43,NA,2.1092482688222205,NA,105,4833,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,15 to 19,NA,3,68,0,NA,0,NA,0,NA,3,68,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,20 to 24,NA,11,361,0,NA,0,NA,0,NA,11,361,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,25 to 44,NA,35,2024,0,NA,6,NA,0.8300316518736581,NA,35,2024,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,45 to 64,NA,67,2815,2,NA,63,NA,8.158825129181398,NA,67,2815,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,60+,NA,71,3441,23,NA,779,NA,102.21125320968264,NA,71,3441,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,65 to 74,NA,8,573,1,NA,108,NA,35.31442921418855,NA,8,573,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,75 to 84,NA,19,1037,4,NA,260,NA,135.3955111180545,NA,19,1037,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,85plus,NA,32,1343,17,NA,385,NA,467.0912951167728,NA,32,1343,0,0,0,0
2020-05-05,S92000003,Scotland,Female,NA,Total,d,176,8274,24,NA,822,NA,29.348883242858797,NA,176,8274,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,0 to 14,NA,2,44,0,NA,0,NA,0,NA,2,44,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,0 to 59,NA,56,2493,1,NA,79,NA,3.913390234357585,NA,56,2493,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,15 to 19,NA,1,37,0,NA,0,NA,0,NA,1,37,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,20 to 24,NA,3,105,0,NA,0,NA,0,NA,3,105,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,25 to 44,NA,26,936,1,NA,8,NA,1.1292401202076108,NA,26,936,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,45 to 64,NA,32,1798,2,NA,114,NA,15.772434212346772,NA,32,1798,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,60+,NA,56,2933,25,NA,938,NA,145.0884916055944,NA,56,2933,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,65 to 74,NA,11,772,6,NA,222,NA,79.16160020539226,NA,11,772,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,75 to 84,NA,23,1029,9,NA,390,NA,260.91145066766575,NA,23,1029,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,85plus,NA,14,705,8,NA,283,NA,616.7458484069215,NA,14,705,0,0,0,0
2020-05-05,S92000003,Scotland,Male,NA,Total,d,112,5434,26,NA,1017,NA,38.158315361029445,NA,112,5434,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,0 to 14,NA,3,97,0,NA,0,NA,0,NA,3,97,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,0 to 59,NA,161,7331,2,NA,122,NA,3.0068879916970457,NA,161,7331,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,15 to 19,NA,4,105,0,NA,0,NA,0,NA,4,105,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,20 to 24,NA,14,466,0,NA,0,NA,0,NA,14,466,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,25 to 44,NA,61,2964,1,NA,14,NA,0.9781283513995968,NA,61,2964,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,45 to 64,NA,99,4614,4,NA,177,NA,11.83986086491187,NA,99,4614,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,60+,NA,127,6374,48,NA,1717,NA,121.88983912954896,NA,127,6374,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,65 to 74,NA,19,1345,7,NA,330,NA,56.28873048444128,NA,19,1345,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,75 to 84,NA,42,2066,13,NA,650,NA,190.33340556242055,NA,42,2066,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,85plus,NA,46,2048,25,NA,668,NA,520.6100801957743,NA,46,2048,0,0,0,0
2020-05-05,S92000003,Scotland,Total,d,Total,d,288,13713,50,NA,1839,NA,33.6443468715697,NA,288,13713,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,0 to 14,NA,0,53,0,NA,0,NA,0,NA,0,53,0,0,NA,0
2020-05-06,S92000003,Scotland,Female,NA,0 to 59,NA,108,4941,1,NA,44,NA,2.1583005541436675,NA,108,4941,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,15 to 19,NA,4,72,0,NA,0,NA,0,NA,4,72,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,20 to 24,NA,9,370,0,NA,0,NA,0,NA,9,370,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,25 to 44,NA,49,2073,0,NA,6,NA,0.8300316518736581,NA,49,2073,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,45 to 64,NA,60,2875,1,NA,64,NA,8.288330289962055,NA,60,2875,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,60+,NA,101,3542,22,NA,801,NA,105.09783545693942,NA,101,3542,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,65 to 74,NA,16,589,3,NA,111,NA,36.29538558124935,NA,16,589,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,75 to 84,NA,24,1061,5,NA,265,NA,137.99927094724782,NA,24,1061,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,85plus,NA,47,1390,14,NA,399,NA,484.07643312101914,NA,47,1390,0,0,0,0
2020-05-06,S92000003,Scotland,Female,NA,Total,d,209,8483,23,NA,845,NA,30.170080705858496,NA,209,8483,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,0 to 14,NA,2,46,0,NA,0,NA,0,NA,2,46,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,0 to 59,NA,53,2546,2,NA,81,NA,4.01246340484765,NA,53,2546,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,15 to 19,NA,3,40,0,NA,0,NA,0,NA,3,40,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,20 to 24,NA,3,108,0,NA,0,NA,0,NA,3,108,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,25 to 44,NA,18,954,0,NA,8,NA,1.1292401202076108,NA,18,954,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,45 to 64,NA,32,1830,2,NA,116,NA,16.04914358449321,NA,32,1830,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,60+,NA,45,2978,18,NA,956,NA,147.87270573022204,NA,45,2978,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,65 to 74,NA,12,784,2,NA,224,NA,79.87476777481021,NA,12,784,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,75 to 84,NA,13,1042,7,NA,397,NA,265.59447670529045,NA,13,1042,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,85plus,NA,15,720,9,NA,292,NA,636.3596739746328,NA,15,720,0,0,0,0
2020-05-06,S92000003,Scotland,Male,NA,Total,d,98,5532,20,NA,1037,NA,38.908724709328936,NA,98,5532,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,0 to 14,NA,2,99,0,NA,0,NA,0,NA,2,99,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,0 to 59,NA,161,7492,3,NA,125,NA,3.080827860345334,NA,161,7492,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,15 to 19,NA,7,112,0,NA,0,NA,0,NA,7,112,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,20 to 24,NA,12,478,0,NA,0,NA,0,NA,12,478,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,25 to 44,NA,67,3031,0,NA,14,NA,0.9781283513995968,NA,67,3031,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,45 to 64,NA,92,4706,3,NA,180,NA,12.040536472791732,NA,92,4706,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,60+,NA,146,6520,40,NA,1757,NA,124.729439342235,NA,146,6520,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,65 to 74,NA,28,1373,5,NA,335,NA,57.14159003723585,NA,28,1373,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,75 to 84,NA,37,2103,12,NA,662,NA,193.8472530497268,NA,37,2103,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,85plus,NA,62,2110,23,NA,691,NA,538.5352775677845,NA,62,2110,0,0,0,0
2020-05-06,S92000003,Scotland,Total,d,Total,d,307,14020,43,NA,1882,NA,34.43102817416758,NA,307,14020,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,0 to 14,NA,2,55,0,NA,0,NA,0,NA,2,55,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,0 to 59,NA,97,5038,1,NA,45,NA,2.2073528394651145,NA,97,5038,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,15 to 19,NA,1,73,0,NA,0,NA,0,NA,1,73,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,20 to 24,NA,9,379,0,NA,0,NA,0,NA,9,379,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,25 to 44,NA,47,2120,0,NA,6,NA,0.8300316518736581,NA,47,2120,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,45 to 64,NA,46,2921,3,NA,67,NA,8.676845772304027,NA,46,2921,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,60+,NA,106,3648,20,NA,821,NA,107.72200113626374,NA,106,3648,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,65 to 74,NA,13,602,1,NA,112,NA,36.62237103693628,NA,13,602,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,75 to 84,NA,32,1093,6,NA,271,NA,141.12378274227984,NA,32,1093,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,85plus,NA,53,1443,11,NA,410,NA,497.4218986957841,NA,53,1443,0,0,0,0
2020-05-07,S92000003,Scotland,Female,NA,Total,d,203,8686,21,NA,866,NA,30.91986969381474,NA,203,8686,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,0 to 14,NA,0,46,0,NA,0,NA,0,NA,0,46,0,0,NA,0
2020-05-07,S92000003,Scotland,Male,NA,0 to 59,NA,48,2594,1,NA,82,NA,4.0619999900926835,NA,48,2594,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,15 to 19,NA,3,43,0,NA,0,NA,0,NA,3,43,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,20 to 24,NA,6,114,0,NA,0,NA,0,NA,6,114,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,25 to 44,NA,22,976,1,NA,9,NA,1.270395135233562,NA,22,976,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,45 to 64,NA,25,1855,0,NA,116,NA,16.04914358449321,NA,25,1855,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,60+,NA,46,3024,18,NA,974,NA,150.65691985484963,NA,46,3024,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,65 to 74,NA,9,793,2,NA,226,NA,80.58793534422816,NA,9,793,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,75 to 84,NA,12,1054,9,NA,406,NA,271.6155101822366,NA,12,1054,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,85plus,NA,17,737,7,NA,299,NA,651.6148716384082,NA,17,737,0,0,0,0
2020-05-07,S92000003,Scotland,Male,NA,Total,d,94,5626,19,NA,1056,NA,39.621613590213464,NA,94,5626,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,0 to 14,NA,2,101,0,NA,0,NA,0,NA,2,101,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,0 to 59,NA,145,7637,2,NA,127,NA,3.130121106110859,NA,145,7637,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,15 to 19,NA,4,116,0,NA,0,NA,0,NA,4,116,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,20 to 24,NA,15,493,0,NA,0,NA,0,NA,15,493,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,25 to 44,NA,69,3100,1,NA,15,NA,1.0479946622138538,NA,69,3100,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,45 to 64,NA,71,4777,3,NA,183,NA,12.241212080671596,NA,71,4777,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,60+,NA,152,6672,38,NA,1795,NA,127.42705954428676,NA,152,6672,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,65 to 74,NA,22,1395,3,NA,338,NA,57.65330576891259,NA,22,1395,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,75 to 84,NA,44,2147,15,NA,677,NA,198.2395624088596,NA,44,2147,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,85plus,NA,70,2180,18,NA,709,NA,552.5636929024012,NA,70,2180,0,0,0,0
2020-05-07,S92000003,Scotland,Total,d,Total,d,297,14317,40,NA,1922,NA,35.16282473472375,NA,297,14317,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,0 to 14,NA,0,55,0,NA,0,NA,0,NA,0,55,0,0,NA,0
2020-05-08,S92000003,Scotland,Female,NA,0 to 59,NA,93,5131,0,NA,45,NA,2.2073528394651145,NA,93,5131,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,15 to 19,NA,4,77,0,NA,0,NA,0,NA,4,77,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,20 to 24,NA,11,390,0,NA,0,NA,0,NA,11,390,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,25 to 44,NA,42,2162,0,NA,6,NA,0.8300316518736581,NA,42,2162,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,45 to 64,NA,47,2968,0,NA,67,NA,8.676845772304027,NA,47,2968,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,60+,NA,82,3730,19,NA,840,NA,110.21495853162185,NA,82,3730,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,65 to 74,NA,10,612,0,NA,112,NA,36.62237103693628,NA,10,612,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,75 to 84,NA,26,1119,4,NA,275,NA,143.20679060563452,NA,26,1119,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,85plus,NA,35,1478,15,NA,425,NA,515.6202608431907,NA,35,1478,0,0,0,0
2020-05-08,S92000003,Scotland,Female,NA,Total,d,175,8861,19,NA,885,NA,31.59825020672754,NA,175,8861,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,0 to 14,NA,2,48,0,NA,0,NA,0,NA,2,48,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,0 to 59,NA,45,2639,0,NA,82,NA,4.0619999900926835,NA,45,2639,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,15 to 19,NA,2,45,0,NA,0,NA,0,NA,2,45,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,20 to 24,NA,2,116,0,NA,0,NA,0,NA,2,116,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,25 to 44,NA,24,1000,0,NA,9,NA,1.270395135233562,NA,24,1000,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,45 to 64,NA,19,1874,1,NA,117,NA,16.187498270566426,NA,19,1874,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,60+,NA,37,3061,15,NA,989,NA,152.9770982920393,NA,37,3061,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,65 to 74,NA,8,801,0,NA,226,NA,80.58793534422816,NA,8,801,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,75 to 84,NA,9,1063,8,NA,414,NA,276.96753993952206,NA,9,1063,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,85plus,NA,16,753,6,NA,305,NA,664.6907553502158,NA,16,753,0,0,0,0
2020-05-08,S92000003,Scotland,Male,NA,Total,d,82,5708,15,NA,1071,NA,40.18442060143808,NA,82,5708,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,0 to 14,NA,2,103,0,NA,0,NA,0,NA,2,103,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,0 to 59,NA,138,7775,0,NA,127,NA,3.130121106110859,NA,138,7775,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,15 to 19,NA,6,122,0,NA,0,NA,0,NA,6,122,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,20 to 24,NA,13,506,0,NA,0,NA,0,NA,13,506,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,25 to 44,NA,66,3166,0,NA,15,NA,1.0479946622138538,NA,66,3166,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,45 to 64,NA,66,4843,1,NA,184,NA,12.30810394996488,NA,66,4843,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,60+,NA,120,6792,34,NA,1829,NA,129.8407197250699,NA,120,6792,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,65 to 74,NA,19,1414,0,NA,338,NA,57.65330576891259,NA,19,1414,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,75 to 84,NA,35,2182,12,NA,689,NA,201.7534098961658,NA,35,2182,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,85plus,NA,51,2231,21,NA,730,NA,568.930177459454,NA,51,2231,0,0,0,0
2020-05-08,S92000003,Scotland,Total,d,Total,d,258,14575,34,NA,1956,NA,35.78485181119649,NA,258,14575,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,0 to 14,NA,4,59,0,NA,0,NA,0,NA,4,59,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,0 to 59,NA,89,5220,0,NA,45,NA,2.2073528394651145,NA,89,5220,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,15 to 19,NA,1,78,0,NA,0,NA,0,NA,1,78,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,20 to 24,NA,7,397,0,NA,0,NA,0,NA,7,397,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,25 to 44,NA,34,2196,0,NA,6,NA,0.8300316518736581,NA,34,2196,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,45 to 64,NA,48,3016,0,NA,67,NA,8.676845772304027,NA,48,3016,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,60+,NA,37,3767,22,NA,862,NA,113.1015407788786,NA,37,3767,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,65 to 74,NA,4,616,1,NA,113,NA,36.94935649262321,NA,4,616,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,75 to 84,NA,10,1129,8,NA,283,NA,147.3728063323439,NA,10,1129,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,85plus,NA,18,1496,13,NA,438,NA,531.3921747042766,NA,18,1496,0,0,0,0
2020-05-09,S92000003,Scotland,Female,NA,Total,d,126,8987,22,NA,907,NA,32.38374343220551,NA,126,8987,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,0 to 14,NA,1,49,0,NA,0,NA,0,NA,1,49,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,0 to 59,NA,32,2671,0,NA,82,NA,4.0619999900926835,NA,32,2671,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,15 to 19,NA,3,48,0,NA,0,NA,0,NA,3,48,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,20 to 24,NA,3,119,0,NA,0,NA,0,NA,3,119,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,25 to 44,NA,13,1013,0,NA,9,NA,1.270395135233562,NA,13,1013,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,45 to 64,NA,15,1889,2,NA,119,NA,16.46420764271286,NA,15,1889,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,60+,NA,22,3083,12,NA,1001,NA,154.83324104179104,NA,22,3083,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,65 to 74,NA,5,806,1,NA,227,NA,80.94451912893713,NA,5,806,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,75 to 84,NA,6,1069,8,NA,422,NA,282.3195696968075,NA,6,1069,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,85plus,NA,8,761,1,NA,306,NA,666.8700693021837,NA,8,761,0,0,0,0
2020-05-09,S92000003,Scotland,Male,NA,Total,d,54,5762,12,NA,1083,NA,40.634666210417784,NA,54,5762,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,0 to 14,NA,5,108,0,NA,0,NA,0,NA,5,108,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,0 to 59,NA,121,7896,0,NA,127,NA,3.130121106110859,NA,121,7896,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,15 to 19,NA,4,126,0,NA,0,NA,0,NA,4,126,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,20 to 24,NA,10,516,0,NA,0,NA,0,NA,10,516,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,25 to 44,NA,47,3213,0,NA,15,NA,1.0479946622138538,NA,47,3213,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,45 to 64,NA,63,4906,2,NA,186,NA,12.441887688551455,NA,63,4906,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,60+,NA,59,6851,34,NA,1863,NA,132.25437990585306,NA,59,6851,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,65 to 74,NA,9,1423,2,NA,340,NA,57.99444959003041,NA,9,1423,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,75 to 84,NA,16,2198,16,NA,705,NA,206.4385398792408,NA,16,2198,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,85plus,NA,26,2257,14,NA,744,NA,579.8411671641558,NA,26,2257,0,0,0,0
2020-05-09,S92000003,Scotland,Total,d,Total,d,180,14755,34,NA,1990,NA,36.40687888766923,NA,180,14755,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,0 to 14,NA,1,60,0,NA,0,NA,0,NA,1,60,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,0 to 59,NA,68,5288,0,NA,45,NA,2.2073528394651145,NA,68,5288,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,15 to 19,NA,2,80,0,NA,0,NA,0,NA,2,80,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,20 to 24,NA,7,404,0,NA,0,NA,0,NA,7,404,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,25 to 44,NA,36,2232,0,NA,6,NA,0.8300316518736581,NA,36,2232,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,45 to 64,NA,29,3045,0,NA,67,NA,8.676845772304027,NA,29,3045,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,60+,NA,51,3818,15,NA,877,NA,115.06966503837184,NA,51,3818,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,65 to 74,NA,7,623,3,NA,116,NA,37.930312859684,NA,7,623,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,75 to 84,NA,15,1144,4,NA,287,NA,149.4558141956986,NA,15,1144,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,85plus,NA,22,1518,8,NA,446,NA,541.0979678495603,NA,22,1518,0,0,0,0
2020-05-10,S92000003,Scotland,Female,NA,Total,d,119,9106,15,NA,922,NA,32.9193069950314,NA,119,9106,0,0,0,0
