id,date,hb,hb_name,daily_positive,cumulative_positive,daily_positive_pcr_only,cumulative_positive_pcr_only,daily_positive_lfd_only,cumulative_positive_lfd_only,daily_positive_pcr_and_lfd,cumulative_positive_pcr_and_lfd,daily_deaths,daily_deaths_qf,cumulative_deaths,cumulative_deaths_qf,crude_rate_deaths,crude_rate_deaths_qf,positive_tests,positive_tests_lfd_only,hospital_admissions,hospital_admissions_qf,icu_admissions,icu_admissions_qf,positive_pillar1,positive_pillar2,first_infections,first_infections_cumulative,reinfections,reinfections_cumulative,percent_reinfections,percent_reinfections_cumulative,total_tests,total_pillar1,total_pillar2,total_lfd,hospital_occupancy,icu_occupancy28daysless,icu_occupancy28daysmore
4724,2021-01-11,S08000030,NHS Tayside,137,10438,NA,NA,NA,NA,NA,NA,11,NA,383,NA,91.9457448085464,NA,159,NA,NA,:,NA,:,44,115,137,10423,0,15,0,0.14370569074535353,1872,714,1158,NA,168,11,NA
4725,2021-01-11,S08000026,NHS Shetland,5,183,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,5,NA,NA,:,NA,:,4,1,5,183,0,0,0,0,239,39,200,NA,NA,NA,NA
4726,2021-01-11,S08000025,NHS Orkney,0,44,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,0,NA,NA,:,NA,:,NA,NA,0,44,0,0,NA,0,97,19,78,NA,NA,NA,NA
4727,2021-01-11,S08000024,NHS Lothian,214,21690,NA,NA,NA,NA,NA,NA,9,NA,855,NA,93.69965698254228,NA,247,NA,NA,:,NA,:,52,195,211,21656,3,34,1.4018691588785046,0.15675426463808206,4468,2050,2418,NA,190,15,NA
4728,2021-01-11,S08000032,NHS Lanarkshire,356,28681,NA,NA,NA,NA,NA,NA,6,NA,932,NA,140.79400568010152,NA,403,NA,NA,:,NA,:,111,292,356,28643,0,38,0,0.1324918935880897,3491,1374,2117,NA,294,14,NA
4729,2021-01-11,S08000022,NHS Highland,82,3165,NA,NA,NA,NA,NA,NA,0,NA,90,NA,28.04961665523905,NA,90,NA,NA,:,NA,:,24,66,82,3162,0,3,0,0.0947867298578199,1621,427,1194,NA,17,NA,NA
4730,2021-01-11,S08000031,NHS Greater Glasgow and Clyde,616,49146,NA,NA,NA,NA,NA,NA,7,NA,1630,NA,137.52488947386183,NA,696,NA,NA,:,NA,:,158,538,616,49094,0,52,0,0.10580718674968462,7567,3889,3678,NA,489,34,NA
4731,2021-01-11,S08000020,NHS Grampian,211,10276,NA,NA,NA,NA,NA,NA,0,NA,314,NA,53.62479719921441,NA,240,NA,NA,:,NA,:,71,169,210,10257,1,19,0.47393364928909953,0.1848968470221876,2550,1278,1272,NA,110,14,NA
4732,2021-01-11,S08000019,NHS Forth Valley,75,6968,NA,NA,NA,NA,NA,NA,1,NA,258,NA,84.33301735691171,NA,92,NA,NA,:,NA,:,30,62,75,6948,0,20,0,0.2870264064293915,1910,692,1218,NA,73,6,NA
4733,2021-01-11,S08000029,NHS Fife,122,7803,NA,NA,NA,NA,NA,NA,4,NA,272,NA,72.70200197792211,NA,132,NA,NA,:,NA,:,36,96,122,7787,0,16,0,0.20504933999743688,1877,397,1480,NA,87,10,NA
4734,2021-01-11,S08000017,NHS Dumfries and Galloway,81,2898,NA,NA,NA,NA,NA,NA,1,NA,83,NA,55.97140737743611,NA,87,NA,NA,:,NA,:,13,74,81,2895,0,3,0,0.10351966873706003,841,295,546,NA,48,12,NA
4735,2021-01-11,S08000016,NHS Borders,34,2195,NA,NA,NA,NA,NA,NA,0,NA,70,NA,60.74279763970844,NA,51,NA,NA,:,NA,:,24,27,34,2193,0,2,0,0.09111617312072894,544,176,368,NA,37,5,NA
4736,2021-01-11,S08000015,NHS Ayrshire and Arran,158,11445,NA,NA,NA,NA,NA,NA,9,NA,496,NA,134.78627136606974,NA,164,NA,NA,:,NA,:,38,126,158,11428,0,17,0,0.14853647881170817,1955,737,1218,NA,198,10,NA
4737,2021-01-11,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4738,2021-01-12,S92000003,Scotland,1991,157037,NA,NA,NA,NA,NA,NA,51,NA,5446,NA,99.63410171972193,NA,2412,NA,156,NA,16,NA,756,1656,1977,156804,14,233,0.7031642390758412,0.14837267650298974,31071,12951,18120,NA,1794,134,0
4739,2021-01-12,S08000028,NHS Western Isles,0,114,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,3,NA,NA,:,NA,:,3,0,0,114,0,0,NA,0,173,38,135,NA,NA,NA,NA
4740,2021-01-12,S08000030,NHS Tayside,151,10589,NA,NA,NA,NA,NA,NA,9,NA,392,NA,94.10634977793782,NA,180,NA,NA,:,NA,:,72,108,148,10571,3,18,1.9867549668874172,0.16998772310888657,2794,689,2105,NA,174,10,NA
4741,2021-01-12,S08000026,NHS Shetland,5,188,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,42,NA,NA,:,NA,:,39,3,5,188,0,0,0,0,167,78,89,NA,NA,NA,NA
4742,2021-01-12,S08000025,NHS Orkney,0,44,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,1,NA,NA,:,NA,:,1,0,0,44,0,0,NA,0,65,20,45,NA,NA,NA,NA
4743,2021-01-12,S08000024,NHS Lothian,226,21916,NA,NA,NA,NA,NA,NA,9,NA,864,NA,94.68596916130588,NA,248,NA,NA,:,NA,:,58,190,225,21881,1,35,0.4424778761061947,0.15970067530571272,4304,1669,2635,NA,190,14,NA
4744,2021-01-12,S08000032,NHS Lanarkshire,303,28984,NA,NA,NA,NA,NA,NA,4,NA,936,NA,141.39827179890025,NA,351,NA,NA,:,NA,:,105,246,301,28944,2,40,0.6600660066006601,0.1380071763731714,3438,1427,2011,NA,302,13,NA
4745,2021-01-12,S08000022,NHS Highland,68,3233,NA,NA,NA,NA,NA,NA,0,NA,90,NA,28.04961665523905,NA,73,NA,NA,:,NA,:,16,57,68,3230,0,3,0,0.09279307145066502,1873,533,1340,NA,21,NA,NA
4746,2021-01-12,S08000031,NHS Greater Glasgow and Clyde,570,49716,NA,NA,NA,NA,NA,NA,18,NA,1648,NA,139.0435692349229,NA,659,NA,NA,:,NA,:,148,511,566,49660,4,56,0.7017543859649122,0.11263979403009092,7323,3971,3352,NA,503,35,NA
4747,2021-01-12,S08000020,NHS Grampian,202,10478,NA,NA,NA,NA,NA,NA,4,NA,318,NA,54.3079156348732,NA,232,NA,NA,:,NA,:,72,160,200,10457,2,21,0.99009900990099,0.20041992746707388,3165,1956,1209,NA,113,15,NA
4748,2021-01-12,S08000019,NHS Forth Valley,128,7096,NA,NA,NA,NA,NA,NA,1,NA,259,NA,84.65988951720982,NA,142,NA,NA,:,NA,:,28,114,126,7074,2,22,1.5625,0.3100338218714769,1809,718,1091,NA,88,7,NA
4749,2021-01-12,S08000029,NHS Fife,114,7917,NA,NA,NA,NA,NA,NA,2,NA,274,NA,73.23657552187743,NA,194,NA,NA,:,NA,:,106,88,114,7901,0,16,0,0.20209675382089176,1987,438,1549,NA,93,8,NA
4750,2021-01-12,S08000017,NHS Dumfries and Galloway,62,2960,NA,NA,NA,NA,NA,NA,2,NA,85,NA,57.32011598894059,NA,79,NA,NA,:,NA,:,25,54,62,2957,0,3,0,0.10135135135135136,1113,289,824,NA,53,13,NA
4751,2021-01-12,S08000016,NHS Borders,28,2223,NA,NA,NA,NA,NA,NA,0,NA,70,NA,60.74279763970844,NA,50,NA,NA,:,NA,:,27,23,28,2221,0,2,0,0.0899685110211426,546,168,378,NA,41,5,NA
4752,2021-01-12,S08000015,NHS Ayrshire and Arran,134,11579,NA,NA,NA,NA,NA,NA,2,NA,498,NA,135.32976439577163,NA,147,NA,NA,:,NA,:,56,91,134,11562,0,17,0,0.14681751446584335,2222,955,1267,NA,210,10,NA
4753,2021-01-12,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4754,2021-01-13,S92000003,Scotland,1716,158753,NA,NA,NA,NA,NA,NA,51,NA,5497,NA,100.56714233443104,NA,2097,NA,130,NA,16,NA,625,1472,1712,158516,4,237,0.2331002331002331,0.1492885173823487,25123,10533,14590,NA,1840,142,0
4755,2021-01-13,S08000028,NHS Western Isles,10,124,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,10,NA,NA,:,NA,:,9,1,10,124,0,0,0,0,177,51,126,NA,NA,NA,NA
4756,2021-01-13,S08000030,NHS Tayside,101,10690,NA,NA,NA,NA,NA,NA,2,NA,394,NA,94.58648421558036,NA,127,NA,NA,:,NA,:,37,90,101,10672,0,18,0,0.16838166510757718,1800,509,1291,NA,184,10,NA
4757,2021-01-13,S08000026,NHS Shetland,1,189,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,1,NA,NA,:,NA,:,1,0,1,189,0,0,0,0,132,32,100,NA,NA,NA,NA
4758,2021-01-13,S08000025,NHS Orkney,0,44,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,0,NA,NA,:,NA,:,NA,NA,0,44,0,0,NA,0,89,25,64,NA,NA,NA,NA
4759,2021-01-13,S08000024,NHS Lothian,206,22122,NA,NA,NA,NA,NA,NA,5,NA,869,NA,95.23392037173012,NA,340,NA,NA,:,NA,:,161,179,204,22085,2,37,0.970873786407767,0.16725431696953258,3676,1635,2041,NA,190,13,NA
4760,2021-01-13,S08000032,NHS Lanarkshire,294,29278,NA,NA,NA,NA,NA,NA,10,NA,946,NA,142.90893709589702,NA,335,NA,NA,:,NA,:,79,256,294,29238,0,40,0,0.13662135391761732,3300,1321,1979,NA,312,14,NA
4761,2021-01-13,S08000022,NHS Highland,59,3292,NA,NA,NA,NA,NA,NA,1,NA,91,NA,28.36127906251948,NA,64,NA,NA,:,NA,:,7,57,59,3289,0,3,0,0.0911300121506683,1369,343,1026,NA,26,5,NA
4762,2021-01-13,S08000031,NHS Greater Glasgow and Clyde,501,50217,NA,NA,NA,NA,NA,NA,20,NA,1668,NA,140.73099119165738,NA,576,NA,NA,:,NA,:,116,460,500,50160,1,57,0.1996007984031936,0.11350737797956868,6068,2802,3266,NA,504,37,NA
4763,2021-01-13,S08000020,NHS Grampian,129,10607,NA,NA,NA,NA,NA,NA,3,NA,321,NA,54.82025446161728,NA,154,NA,NA,:,NA,:,42,112,128,10585,1,22,0.7751937984496124,0.20741020081078532,2594,1653,941,NA,121,16,NA
4764,2021-01-13,S08000019,NHS Forth Valley,100,7196,NA,NA,NA,NA,NA,NA,1,NA,260,NA,84.98676167750793,NA,114,NA,NA,:,NA,:,41,73,100,7174,0,22,0,0.3057254030016676,1623,763,860,NA,95,7,NA
4765,2021-01-13,S08000029,NHS Fife,95,8012,NA,NA,NA,NA,NA,NA,2,NA,276,NA,73.77114906583273,NA,108,NA,NA,:,NA,:,30,78,95,7996,0,16,0,0.19970044932601097,1344,322,1022,NA,97,8,NA
4766,2021-01-13,S08000017,NHS Dumfries and Galloway,56,3016,NA,NA,NA,NA,NA,NA,2,NA,87,NA,58.66882460044508,NA,75,NA,NA,:,NA,:,43,32,56,3013,0,3,0,0.09946949602122016,774,279,495,NA,55,13,NA
4767,2021-01-13,S08000016,NHS Borders,22,2245,NA,NA,NA,NA,NA,NA,0,NA,70,NA,60.74279763970844,NA,31,NA,NA,:,NA,:,12,19,22,2243,0,2,0,0.08908685968819599,394,141,253,NA,41,5,NA
4768,2021-01-13,S08000015,NHS Ayrshire and Arran,142,11721,NA,NA,NA,NA,NA,NA,5,NA,503,NA,136.68849697002636,NA,154,NA,NA,:,NA,:,47,107,142,11704,0,17,0,0.1450388192133777,1648,657,991,NA,210,14,NA
4769,2021-01-13,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4770,2021-01-14,S92000003,Scotland,1629,160382,NA,NA,NA,NA,NA,NA,59,NA,5556,NA,101.64654226125138,NA,1996,NA,135,NA,19,NA,530,1466,1620,160136,9,246,0.5524861878453039,0.15338379618660447,20727,8610,12117,NA,1881,141,0
4771,2021-01-14,S08000028,NHS Western Isles,15,139,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,15,NA,NA,:,NA,:,15,0,15,139,0,0,0,0,119,52,67,NA,NA,NA,NA
4772,2021-01-14,S08000030,NHS Tayside,104,10794,NA,NA,NA,NA,NA,NA,9,NA,403,NA,96.74708918497178,NA,123,NA,NA,:,NA,:,38,85,104,10776,0,18,0,0.16675931072818231,1476,482,994,NA,189,9,NA
4773,2021-01-14,S08000026,NHS Shetland,1,190,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,0,NA,NA,:,NA,:,NA,NA,1,190,0,0,0,0,106,32,74,NA,NA,NA,NA
4774,2021-01-14,S08000025,NHS Orkney,1,45,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,4,NA,NA,:,NA,:,4,0,1,45,0,0,0,0,14,14,0,NA,NA,NA,NA
4775,2021-01-14,S08000024,NHS Lothian,161,22283,NA,NA,NA,NA,NA,NA,3,NA,872,NA,95.56269109798464,NA,188,NA,NA,:,NA,:,45,143,160,22245,1,38,0.6211180124223602,0.17053359062962797,3184,1276,1908,NA,190,13,NA
4776,2021-01-14,S08000032,NHS Lanarkshire,253,29531,NA,NA,NA,NA,NA,NA,10,NA,956,NA,144.41960239289384,NA,302,NA,NA,:,NA,:,71,231,252,29490,1,41,0.3952569169960474,0.13883715417696657,2337,1031,1306,NA,325,14,NA
4777,2021-01-14,S08000022,NHS Highland,49,3341,NA,NA,NA,NA,NA,NA,0,NA,91,NA,28.36127906251948,NA,58,NA,NA,:,NA,:,7,51,49,3338,0,3,0,0.08979347500748279,1022,299,723,NA,28,6,NA
4778,2021-01-14,S08000031,NHS Greater Glasgow and Clyde,463,50680,NA,NA,NA,NA,NA,NA,12,NA,1680,NA,141.74344436569808,NA,547,NA,NA,:,NA,:,93,454,457,50617,6,63,1.2958963282937366,0.12430939226519336,5279,2693,2586,NA,507,39,NA
4779,2021-01-14,S08000020,NHS Grampian,156,10763,NA,NA,NA,NA,NA,NA,5,NA,326,NA,55.67415250619076,NA,178,NA,NA,:,NA,:,50,128,155,10740,1,23,0.6410256410256411,0.2136950664312924,1934,939,995,NA,127,13,NA
4780,2021-01-14,S08000019,NHS Forth Valley,112,7308,NA,NA,NA,NA,NA,NA,2,NA,262,NA,85.64050599810413,NA,124,NA,NA,:,NA,:,29,95,112,7286,0,22,0,0.30103995621237,1242,507,735,NA,95,6,NA
4781,2021-01-14,S08000029,NHS Fife,81,8093,NA,NA,NA,NA,NA,NA,3,NA,279,NA,74.5730093817657,NA,179,NA,NA,:,NA,:,106,73,81,8077,0,16,0,0.19770171753367108,1231,369,862,NA,106,10,NA
4782,2021-01-14,S08000017,NHS Dumfries and Galloway,61,3077,NA,NA,NA,NA,NA,NA,6,NA,93,NA,62.71495043495853,NA,67,NA,NA,:,NA,:,11,56,61,3074,0,3,0,0.09749756256093596,630,237,393,NA,60,12,NA
4783,2021-01-14,S08000016,NHS Borders,20,2265,NA,NA,NA,NA,NA,NA,2,NA,72,NA,62.47830614370011,NA,30,NA,NA,:,NA,:,10,20,20,2263,0,2,0,0.08830022075055188,361,130,231,NA,41,5,NA
4784,2021-01-14,S08000015,NHS Ayrshire and Arran,152,11873,NA,NA,NA,NA,NA,NA,7,NA,510,NA,138.590722573983,NA,169,NA,NA,:,NA,:,51,118,152,11856,0,17,0,0.14318200960161712,1678,548,1130,NA,208,13,NA
4785,2021-01-14,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4786,2021-01-15,S92000003,Scotland,1538,161920,NA,NA,NA,NA,NA,NA,58,NA,5614,NA,102.7076472740578,NA,1820,NA,153,NA,13,NA,472,1348,1535,161671,3,249,0.19505851755526657,0.1537796442687747,20023,9327,10696,NA,1893,145,0
4787,2021-01-15,S08000028,NHS Western Isles,2,141,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,2,NA,NA,:,NA,:,2,0,2,141,0,0,0,0,64,62,2,NA,NA,NA,NA
4788,2021-01-15,S08000030,NHS Tayside,91,10885,NA,NA,NA,NA,NA,NA,6,NA,409,NA,98.18749249789944,NA,109,NA,NA,:,NA,:,39,70,91,10867,0,18,0,0.16536518144235185,1639,940,699,NA,189,9,NA
4789,2021-01-15,S08000026,NHS Shetland,4,194,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,0,NA,NA,:,NA,:,NA,NA,4,194,0,0,0,0,107,32,75,NA,NA,NA,NA
4790,2021-01-15,S08000025,NHS Orkney,2,47,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,2,NA,NA,:,NA,:,2,0,2,47,0,0,0,0,29,27,2,NA,NA,NA,NA
4791,2021-01-15,S08000024,NHS Lothian,139,22422,NA,NA,NA,NA,NA,NA,6,NA,878,NA,96.2202325504937,NA,170,NA,NA,:,NA,:,45,125,139,22384,0,38,0,0.16947640710016948,3149,1673,1476,NA,199,13,NA
4792,2021-01-15,S08000032,NHS Lanarkshire,277,29808,NA,NA,NA,NA,NA,NA,9,NA,965,NA,145.77920116019095,NA,319,NA,NA,:,NA,:,79,240,277,29767,0,41,0,0.13754696725711218,2300,895,1405,NA,339,19,NA
4793,2021-01-15,S08000022,NHS Highland,37,3378,NA,NA,NA,NA,NA,NA,2,NA,93,NA,28.98460387708035,NA,51,NA,NA,:,NA,:,10,41,37,3375,0,3,0,0.08880994671403197,899,398,501,NA,24,7,NA
4794,2021-01-15,S08000031,NHS Greater Glasgow and Clyde,480,51160,NA,NA,NA,NA,NA,NA,13,NA,1693,NA,142.84026863757552,NA,559,NA,NA,:,NA,:,112,447,479,51096,1,64,0.20833333333333337,0.12509773260359655,5055,2444,2611,NA,494,39,NA
4795,2021-01-15,S08000020,NHS Grampian,134,10897,NA,NA,NA,NA,NA,NA,4,NA,330,NA,56.35727094184954,NA,154,NA,NA,:,NA,:,43,111,134,10874,0,23,0,0.21106726622006056,1732,768,964,NA,133,12,NA
4796,2021-01-15,S08000019,NHS Forth Valley,79,7387,NA,NA,NA,NA,NA,NA,5,NA,267,NA,87.27486679959468,NA,91,NA,NA,:,NA,:,27,64,78,7364,1,23,1.2658227848101269,0.31135779071341546,1505,751,754,NA,99,7,NA
4797,2021-01-15,S08000029,NHS Fife,71,8164,NA,NA,NA,NA,NA,NA,4,NA,283,NA,75.64215646967632,NA,85,NA,NA,:,NA,:,25,60,71,8148,0,16,0,0.19598236158745713,939,282,657,NA,106,11,NA
4798,2021-01-15,S08000017,NHS Dumfries and Galloway,64,3141,NA,NA,NA,NA,NA,NA,2,NA,95,NA,64.063659046463,NA,73,NA,NA,:,NA,:,26,47,64,3138,0,3,0,0.09551098376313276,571,259,312,NA,63,12,NA
4799,2021-01-15,S08000016,NHS Borders,13,2278,NA,NA,NA,NA,NA,NA,1,NA,73,NA,63.346060395695936,NA,22,NA,NA,:,NA,:,10,12,13,2276,0,2,0,0.08779631255487269,395,159,236,NA,39,5,NA
4800,2021-01-15,S08000015,NHS Ayrshire and Arran,145,12018,NA,NA,NA,NA,NA,NA,6,NA,516,NA,140.22120166308866,NA,156,NA,NA,:,NA,:,52,104,144,12000,1,18,0.6896551724137931,0.14977533699450823,1535,636,899,NA,205,10,NA
4801,2021-01-15,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4802,2021-01-16,S92000003,Scotland,1178,163098,NA,NA,NA,NA,NA,NA,76,NA,5690,NA,104.09806073911452,NA,1392,NA,124,NA,17,NA,347,1045,1176,162847,2,251,0.1697792869269949,0.15389520411041213,12465,5858,6607,NA,1918,147,0
4803,2021-01-16,S08000028,NHS Western Isles,13,154,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,13,NA,NA,:,NA,:,13,0,13,154,0,0,0,0,75,74,1,NA,NA,NA,NA
4804,2021-01-16,S08000030,NHS Tayside,75,10960,NA,NA,NA,NA,NA,NA,9,NA,418,NA,100.34809746729084,NA,89,NA,NA,:,NA,:,26,63,74,10941,1,19,1.3333333333333333,0.17335766423357665,754,390,364,NA,182,9,NA
4805,2021-01-16,S08000026,NHS Shetland,2,196,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,0,NA,NA,:,NA,:,NA,NA,2,196,0,0,0,0,72,20,52,NA,NA,NA,NA
4806,2021-01-16,S08000025,NHS Orkney,0,47,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,0,NA,NA,:,NA,:,NA,NA,0,47,0,0,NA,0,18,18,0,NA,NA,NA,NA
4807,2021-01-16,S08000024,NHS Lothian,136,22558,NA,NA,NA,NA,NA,NA,10,NA,888,NA,97.31613497134217,NA,161,NA,NA,:,NA,:,38,123,136,22520,0,38,0,0.1684546502349499,2407,1449,958,NA,208,12,NA
4808,2021-01-16,S08000032,NHS Lanarkshire,197,30005,NA,NA,NA,NA,NA,NA,9,NA,974,NA,147.1387999274881,NA,228,NA,NA,:,NA,:,50,178,197,29964,0,41,0,0.13664389268455257,1522,616,906,NA,343,19,NA
4809,2021-01-16,S08000022,NHS Highland,23,3401,NA,NA,NA,NA,NA,NA,0,NA,93,NA,28.98460387708035,NA,25,NA,NA,:,NA,:,13,12,23,3398,0,3,0,0.08820935019112026,430,188,242,NA,27,7,NA
4810,2021-01-16,S08000031,NHS Greater Glasgow and Clyde,361,51521,NA,NA,NA,NA,NA,NA,20,NA,1713,NA,144.52769059431003,NA,433,NA,NA,:,NA,:,85,348,360,51456,1,65,0.2770083102493075,0.1261621474738456,3202,1272,1930,NA,496,40,NA
4811,2021-01-16,S08000020,NHS Grampian,89,10986,NA,NA,NA,NA,NA,NA,6,NA,336,NA,57.38194859533772,NA,99,NA,NA,:,NA,:,15,84,89,10963,0,23,0,0.20935736391771345,872,347,525,NA,124,11,NA
4812,2021-01-16,S08000019,NHS Forth Valley,62,7449,NA,NA,NA,NA,NA,NA,3,NA,270,NA,88.255483280489,NA,69,NA,NA,:,NA,:,21,48,62,7426,0,23,0,0.30876627735266476,919,491,428,NA,104,8,NA
4813,2021-01-16,S08000029,NHS Fife,63,8227,NA,NA,NA,NA,NA,NA,7,NA,290,NA,77.5131638735199,NA,73,NA,NA,:,NA,:,20,53,63,8211,0,16,0,0.1944815850249179,709,271,438,NA,109,10,NA
4814,2021-01-16,S08000017,NHS Dumfries and Galloway,34,3175,NA,NA,NA,NA,NA,NA,2,NA,97,NA,65.4123676579675,NA,54,NA,NA,:,NA,:,20,34,34,3172,0,3,0,0.09448818897637797,345,161,184,NA,67,13,NA
4815,2021-01-16,S08000016,NHS Borders,22,2300,NA,NA,NA,NA,NA,NA,1,NA,74,NA,64.21381464769178,NA,29,NA,NA,:,NA,:,9,20,22,2298,0,2,0,0.08695652173913043,177,79,98,NA,38,5,NA
4816,2021-01-16,S08000015,NHS Ayrshire and Arran,101,12119,NA,NA,NA,NA,NA,NA,9,NA,525,NA,142.6669202967472,NA,109,NA,NA,:,NA,:,37,72,101,12101,0,18,0,0.14852710619688092,922,482,440,NA,217,12,NA
4817,2021-01-16,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4818,2021-01-17,S92000003,Scotland,1201,164299,NA,NA,NA,NA,NA,NA,43,NA,5733,NA,104.8847420417124,NA,1446,NA,116,NA,15,NA,410,1036,1199,164046,2,253,0.16652789342214822,0.1539875470940176,11206,5540,5666,NA,1959,146,0
4819,2021-01-17,S08000028,NHS Western Isles,4,158,NA,NA,NA,NA,NA,NA,0,NA,2,NA,7.547169811320755,NA,4,NA,NA,:,NA,:,4,0,4,158,0,0,0,0,78,78,0,NA,NA,NA,NA
4820,2021-01-17,S08000030,NHS Tayside,65,11025,NA,NA,NA,NA,NA,NA,6,NA,424,NA,101.78850078021846,NA,87,NA,NA,:,NA,:,31,56,65,11006,0,19,0,0.17233560090702948,786,496,290,NA,179,8,NA
4821,2021-01-17,S08000026,NHS Shetland,3,199,NA,NA,NA,NA,NA,NA,0,NA,8,NA,34.980323567993004,NA,3,NA,NA,:,NA,:,1,2,3,199,0,0,0,0,103,35,68,NA,NA,NA,NA
4822,2021-01-17,S08000025,NHS Orkney,4,51,NA,NA,NA,NA,NA,NA,0,NA,2,NA,8.928571428571429,NA,4,NA,NA,:,NA,:,4,0,4,51,0,0,0,0,34,20,14,NA,NA,NA,NA
4823,2021-01-17,S08000024,NHS Lothian,146,22704,NA,NA,NA,NA,NA,NA,6,NA,894,NA,97.97367642385124,NA,171,NA,NA,:,NA,:,34,137,146,22666,0,38,0,0.16737138830162085,1794,928,866,NA,216,11,NA
4824,2021-01-17,S08000032,NHS Lanarkshire,187,30192,NA,NA,NA,NA,NA,NA,5,NA,979,NA,147.89413257598648,NA,231,NA,NA,:,NA,:,67,164,187,30151,0,41,0,0.1357975622681505,1364,584,780,NA,367,20,NA
4825,2021-01-17,S08000022,NHS Highland,21,3422,NA,NA,NA,NA,NA,NA,3,NA,96,NA,29.91959109892165,NA,26,NA,NA,:,NA,:,9,17,20,3418,1,4,4.761904761904762,0.11689070718877848,369,193,176,NA,29,7,NA
4826,2021-01-17,S08000031,NHS Greater Glasgow and Clyde,373,51894,NA,NA,NA,NA,NA,NA,11,NA,1724,NA,145.455772670514,NA,472,NA,NA,:,NA,:,105,367,373,51829,0,65,0,0.1252553281689598,2836,1263,1573,NA,499,38,NA
4827,2021-01-17,S08000020,NHS Grampian,103,11089,NA,NA,NA,NA,NA,NA,3,NA,339,NA,57.89428742208181,NA,116,NA,NA,:,NA,:,45,71,102,11065,1,24,0.970873786407767,0.21643069708720353,888,449,439,NA,120,11,NA
4828,2021-01-17,S08000019,NHS Forth Valley,77,7526,NA,NA,NA,NA,NA,NA,2,NA,272,NA,88.90922760108522,NA,84,NA,NA,:,NA,:,15,69,77,7503,0,23,0,0.3056072282753122,842,491,351,NA,113,11,NA
4829,2021-01-17,S08000029,NHS Fife,54,8281,NA,NA,NA,NA,NA,NA,1,NA,291,NA,77.78045064549755,NA,59,NA,NA,:,NA,:,18,41,54,8265,0,16,0,0.19321338002656685,709,297,412,NA,105,8,NA
4830,2021-01-17,S08000017,NHS Dumfries and Galloway,30,3205,NA,NA,NA,NA,NA,NA,3,NA,100,NA,67.43543057522423,NA,34,NA,NA,:,NA,:,10,24,30,3202,0,3,0,0.093603744149766,301,169,132,NA,69,14,NA
4831,2021-01-17,S08000016,NHS Borders,18,2318,NA,NA,NA,NA,NA,NA,1,NA,75,NA,65.08156889968761,NA,23,NA,NA,:,NA,:,11,12,18,2316,0,2,0,0.08628127696289906,161,73,88,NA,38,6,NA
