id,date,hb,hb_name,daily_positive,cumulative_positive,daily_positive_pcr_only,cumulative_positive_pcr_only,daily_positive_lfd_only,cumulative_positive_lfd_only,daily_positive_pcr_and_lfd,cumulative_positive_pcr_and_lfd,daily_deaths,daily_deaths_qf,cumulative_deaths,cumulative_deaths_qf,crude_rate_deaths,crude_rate_deaths_qf,positive_tests,positive_tests_lfd_only,hospital_admissions,hospital_admissions_qf,icu_admissions,icu_admissions_qf,positive_pillar1,positive_pillar2,first_infections,first_infections_cumulative,reinfections,reinfections_cumulative,percent_reinfections,percent_reinfections_cumulative,total_tests,total_pillar1,total_pillar2,total_lfd,hospital_occupancy,icu_occupancy28daysless,icu_occupancy28daysmore
6898,2021-05-27,S92000003,Scotland,561,234685,NA,NA,NA,NA,NA,NA,1,NA,7720,NA,141.23673618733991,NA,588,NA,11,NA,1,NA,33,555,552,233897,9,788,1.60427807486631,0.33576922257494085,24878,11740,13138,NA,90,6,3
6899,2021-05-27,S08000028,NHS Western Isles,0,298,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,0,298,0,0,NA,0,82,76,6,NA,NA,NA,NA
6900,2021-05-27,S08000030,NHS Tayside,46,15166,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,46,NA,NA,:,NA,:,3,43,42,15118,4,48,8.695652173913043,0.3164974284583938,2038,966,1072,NA,NA,NA,NA
6901,2021-05-27,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,71,49,22,NA,NA,NA,NA
6902,2021-05-27,S08000025,NHS Orkney,0,77,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,77,0,0,NA,0,27,27,0,NA,NA,NA,NA
6903,2021-05-27,S08000024,NHS Lothian,86,32808,NA,NA,NA,NA,NA,NA,1,NA,1118,NA,122.52189065085643,NA,92,NA,NA,:,NA,:,3,89,86,32698,0,110,0,0.33528407705437696,4164,1829,2335,NA,9,NA,NA
6904,2021-05-27,S08000032,NHS Lanarkshire,88,42412,NA,NA,NA,NA,NA,NA,0,NA,1335,NA,201.67381714907245,NA,93,NA,NA,:,NA,:,4,89,87,42275,1,137,1.1363636363636365,0.3230217862868999,3345,1351,1994,NA,5,NA,NA
6905,2021-05-27,S08000022,NHS Highland,30,5151,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,32,NA,NA,:,NA,:,4,28,30,5136,0,15,0,0.29120559114735,1130,643,487,NA,NA,NA,NA
6906,2021-05-27,S08000031,NHS Greater Glasgow and Clyde,215,73718,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,225,NA,NA,:,NA,:,14,211,214,73489,1,229,0.46511627906976744,0.3106432621612089,6048,2686,3362,NA,50,NA,NA
6907,2021-05-27,S08000020,NHS Grampian,10,15209,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,0,NA,NA,:,NA,:,NA,NA,8,15136,2,73,20,0.4799789598264186,2425,1142,1283,NA,NA,NA,NA
6908,2021-05-27,S08000019,NHS Forth Valley,19,13121,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,20,NA,NA,:,NA,:,3,17,18,13064,1,57,5.2631578947368425,0.4344181083758859,1428,715,713,NA,NA,NA,NA
6909,2021-05-27,S08000029,NHS Fife,25,11953,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,27,NA,NA,:,NA,:,1,26,25,11921,0,32,0,0.2677152179369196,1586,799,787,NA,5,NA,NA
6910,2021-05-27,S08000017,NHS Dumfries and Galloway,2,4205,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,0,NA,NA,:,NA,:,NA,NA,2,4194,0,11,0,0.2615933412604043,558,355,203,NA,NA,NA,NA
6911,2021-05-27,S08000016,NHS Borders,0,2797,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,0,NA,NA,:,NA,:,NA,NA,0,2793,0,4,NA,0.14301036825169824,280,202,78,NA,NA,NA,NA
6912,2021-05-27,S08000015,NHS Ayrshire and Arran,40,17535,NA,NA,NA,NA,NA,NA,0,NA,715,NA,194.29875811842712,NA,40,NA,NA,:,NA,:,1,39,40,17463,0,72,0,0.41060735671514115,1653,890,763,NA,11,NA,NA
6913,2021-05-27,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6914,2021-05-28,S92000003,Scotland,550,235235,NA,NA,NA,NA,NA,NA,1,NA,7721,NA,141.25503110135384,NA,593,NA,19,NA,1,NA,30,563,548,234445,2,790,0.3636363636363637,0.33583437838756985,21312,9308,12004,NA,86,5,3
6915,2021-05-28,S08000028,NHS Western Isles,0,298,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,0,298,0,0,NA,0,53,49,4,NA,NA,NA,NA
6916,2021-05-28,S08000030,NHS Tayside,36,15202,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,0,NA,NA,:,NA,:,NA,NA,36,15154,0,48,0,0.3157479279042231,2004,1087,917,NA,NA,NA,NA
6917,2021-05-28,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,69,49,20,NA,NA,NA,NA
6918,2021-05-28,S08000025,NHS Orkney,0,77,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,77,0,0,NA,0,37,28,9,NA,NA,NA,NA
6919,2021-05-28,S08000024,NHS Lothian,104,32912,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,108,NA,NA,:,NA,:,2,106,104,32802,0,110,0,0.3342245989304813,3399,1422,1977,NA,6,NA,NA
6920,2021-05-28,S08000032,NHS Lanarkshire,78,42490,NA,NA,NA,NA,NA,NA,0,NA,1335,NA,201.67381714907245,NA,83,NA,NA,:,NA,:,1,82,77,42352,1,138,1.2820512820512822,0.3247823017180513,3127,1113,2014,NA,5,NA,NA
6921,2021-05-28,S08000022,NHS Highland,20,5171,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,21,NA,NA,:,NA,:,1,20,20,5156,0,15,0,0.29007928833881264,954,450,504,NA,NA,NA,NA
6922,2021-05-28,S08000031,NHS Greater Glasgow and Clyde,197,73915,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,218,NA,NA,:,NA,:,20,198,196,73685,1,230,0.5076142131979695,0.31116823378204694,4993,2189,2804,NA,52,NA,NA
6923,2021-05-28,S08000020,NHS Grampian,11,15220,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,11,NA,NA,:,NA,:,1,10,11,15147,0,73,0,0.4796320630749014,2136,765,1371,NA,NA,NA,NA
6924,2021-05-28,S08000019,NHS Forth Valley,27,13148,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,29,NA,NA,:,NA,:,2,27,27,13091,0,57,0,0.4335260115606937,1226,544,682,NA,NA,NA,NA
6925,2021-05-28,S08000029,NHS Fife,23,11976,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,0,NA,NA,:,NA,:,NA,NA,23,11944,0,32,0,0.26720106880427524,1253,486,767,NA,NA,NA,NA
6926,2021-05-28,S08000017,NHS Dumfries and Galloway,1,4206,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,0,NA,NA,:,NA,:,NA,NA,1,4195,0,11,0,0.26153114598193056,392,202,190,NA,NA,NA,NA
6927,2021-05-28,S08000016,NHS Borders,0,2797,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,0,NA,NA,:,NA,:,NA,NA,0,2793,0,4,NA,0.14301036825169824,323,254,69,NA,NA,NA,NA
6928,2021-05-28,S08000015,NHS Ayrshire and Arran,53,17588,NA,NA,NA,NA,NA,NA,1,NA,716,NA,194.5705046332781,NA,55,NA,NA,:,NA,:,3,52,53,17516,0,72,0,0.4093700250170571,1322,664,658,NA,10,NA,NA
6929,2021-05-28,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6930,2021-05-29,S92000003,Scotland,438,235673,NA,NA,NA,NA,NA,NA,2,NA,7723,NA,141.29162092938165,NA,464,NA,20,NA,1,NA,27,437,435,234880,3,793,0.684931506849315,0.33648317796268556,12375,4932,7443,NA,101,7,3
6931,2021-05-29,S08000028,NHS Western Isles,0,298,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,0,298,0,0,NA,0,33,32,1,NA,NA,NA,NA
6932,2021-05-29,S08000030,NHS Tayside,28,15230,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,0,NA,NA,:,NA,:,NA,NA,28,15182,0,48,0,0.31516743269862113,816,280,536,NA,NA,NA,NA
6933,2021-05-29,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,30,27,3,NA,NA,NA,NA
6934,2021-05-29,S08000025,NHS Orkney,0,77,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,77,0,0,NA,0,9,7,2,NA,NA,NA,NA
6935,2021-05-29,S08000024,NHS Lothian,80,32992,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,85,NA,NA,:,NA,:,2,83,79,32881,1,111,1.25,0.3364451988360815,2095,778,1317,NA,8,NA,NA
6936,2021-05-29,S08000032,NHS Lanarkshire,54,42544,NA,NA,NA,NA,NA,NA,1,NA,1336,NA,201.82488367877215,NA,0,NA,NA,:,NA,:,NA,NA,54,42406,0,138,0,0.3243700639338097,1626,519,1107,NA,6,NA,NA
6937,2021-05-29,S08000022,NHS Highland,11,5182,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,0,NA,NA,:,NA,:,NA,NA,11,5167,0,15,0,0.28946352759552296,510,189,321,NA,NA,NA,NA
6938,2021-05-29,S08000031,NHS Greater Glasgow and Clyde,173,74088,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,187,NA,NA,:,NA,:,9,178,171,73856,2,232,1.1560693641618498,0.3131411294676601,3369,1386,1983,NA,59,NA,NA
6939,2021-05-29,S08000020,NHS Grampian,6,15226,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,7,NA,NA,:,NA,:,3,4,6,15153,0,73,0,0.47944305792722974,1010,431,579,NA,NA,NA,NA
6940,2021-05-29,S08000019,NHS Forth Valley,18,13166,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,19,NA,NA,:,NA,:,3,16,18,13109,0,57,0,0.4329333130791432,725,267,458,NA,6,NA,NA
6941,2021-05-29,S08000029,NHS Fife,21,11997,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,21,NA,NA,:,NA,:,7,14,21,11965,0,32,0,0.2667333500041677,829,317,512,NA,NA,NA,NA
6942,2021-05-29,S08000017,NHS Dumfries and Galloway,2,4208,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,0,NA,NA,:,NA,:,NA,NA,2,4197,0,11,0,0.26140684410646386,328,215,113,NA,NA,NA,NA
6943,2021-05-29,S08000016,NHS Borders,1,2798,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,2,NA,NA,:,NA,:,1,1,1,2794,0,4,0,0.14295925661186562,119,83,36,NA,NA,NA,NA
6944,2021-05-29,S08000015,NHS Ayrshire and Arran,44,17632,NA,NA,NA,NA,NA,NA,1,NA,717,NA,194.84225114812904,NA,45,NA,NA,:,NA,:,2,43,44,17560,0,72,0,0.40834845735027225,865,400,465,NA,10,NA,NA
6945,2021-05-29,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6946,2021-05-30,S92000003,Scotland,491,236164,NA,NA,NA,NA,NA,NA,1,NA,7724,NA,141.30991584339554,NA,526,NA,16,NA,1,NA,21,505,486,235366,5,798,1.0183299389002036,0.33790078081333313,12839,6362,6477,NA,109,8,3
6947,2021-05-30,S08000028,NHS Western Isles,0,298,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,0,298,0,0,NA,0,73,70,3,NA,NA,NA,NA
6948,2021-05-30,S08000030,NHS Tayside,29,15259,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,30,NA,NA,:,NA,:,2,28,28,15210,1,49,3.4482758620689653,0.32112196081001376,927,456,471,NA,NA,NA,NA
6949,2021-05-30,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,65,40,25,NA,NA,NA,NA
6950,2021-05-30,S08000025,NHS Orkney,0,77,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,77,0,0,NA,0,19,19,0,NA,NA,NA,NA
6951,2021-05-30,S08000024,NHS Lothian,87,33079,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,0,NA,NA,:,NA,:,NA,NA,87,32968,0,111,0,0.3355603252819009,2333,907,1426,NA,9,NA,NA
6952,2021-05-30,S08000032,NHS Lanarkshire,73,42617,NA,NA,NA,NA,NA,NA,0,NA,1336,NA,201.82488367877215,NA,77,NA,NA,:,NA,:,1,76,73,42479,0,138,0,0.32381444024684986,1700,711,989,NA,6,NA,NA
6953,2021-05-30,S08000022,NHS Highland,11,5193,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,12,NA,NA,:,NA,:,1,11,11,5178,0,15,0,0.28885037550548814,680,346,334,NA,NA,NA,NA
6954,2021-05-30,S08000031,NHS Greater Glasgow and Clyde,189,74277,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,208,NA,NA,:,NA,:,9,199,186,74042,3,235,1.5873015873015872,0.31638326803721206,2979,1362,1617,NA,64,5,NA
6955,2021-05-30,S08000020,NHS Grampian,4,15230,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,0,NA,NA,:,NA,:,NA,NA,4,15157,0,73,0,0.479317137229153,954,546,408,NA,NA,NA,NA
6956,2021-05-30,S08000019,NHS Forth Valley,28,13194,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,28,NA,NA,:,NA,:,3,25,28,13137,0,57,0,0.4320145520691223,788,494,294,NA,9,NA,NA
6957,2021-05-30,S08000029,NHS Fife,15,12012,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,15,NA,NA,:,NA,:,2,13,14,11979,1,33,6.666666666666667,0.27472527472527475,934,537,397,NA,NA,NA,NA
6958,2021-05-30,S08000017,NHS Dumfries and Galloway,1,4209,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,1,NA,NA,:,NA,:,1,0,1,4198,0,11,0,0.2613447374673319,284,221,63,NA,NA,NA,NA
6959,2021-05-30,S08000016,NHS Borders,1,2799,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,0,NA,NA,:,NA,:,NA,NA,1,2795,0,4,0,0.1429081814933905,134,100,34,NA,NA,NA,NA
6960,2021-05-30,S08000015,NHS Ayrshire and Arran,53,17685,NA,NA,NA,NA,NA,NA,1,NA,718,NA,195.11399766298,NA,53,NA,NA,:,NA,:,2,51,53,17613,0,72,0,0.4071246819338422,950,551,399,NA,12,NA,NA
6961,2021-05-30,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6962,2021-05-31,S92000003,Scotland,609,236773,NA,NA,NA,NA,NA,NA,0,NA,7724,NA,141.30991584339554,NA,676,NA,16,NA,0,NA,35,641,601,235967,8,806,1.3136288998357963,0.34041043531145865,26443,17715,8728,NA,106,10,3
6963,2021-05-31,S08000028,NHS Western Isles,1,299,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,1,299,0,0,0,0,143,137,6,NA,NA,NA,NA
6964,2021-05-31,S08000030,NHS Tayside,46,15305,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,0,NA,NA,:,NA,:,NA,NA,42,15252,4,53,8.695652173913043,0.3462920614178373,1997,1260,737,NA,NA,NA,NA
6965,2021-05-31,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,179,162,17,NA,NA,NA,NA
6966,2021-05-31,S08000025,NHS Orkney,0,77,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,77,0,0,NA,0,92,89,3,NA,NA,NA,NA
6967,2021-05-31,S08000024,NHS Lothian,145,33224,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,171,NA,NA,:,NA,:,4,167,145,33113,0,111,0,0.33409583433662415,4546,2673,1873,NA,9,NA,NA
6968,2021-05-31,S08000032,NHS Lanarkshire,70,42687,NA,NA,NA,NA,NA,NA,0,NA,1336,NA,201.82488367877215,NA,74,NA,NA,:,NA,:,2,72,69,42548,1,139,1.4285714285714286,0.32562606882657485,3016,2092,924,NA,7,NA,NA
6969,2021-05-31,S08000022,NHS Highland,17,5210,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,19,NA,NA,:,NA,:,1,18,17,5195,0,15,0,0.28790786948176583,1460,1099,361,NA,NA,NA,NA
6970,2021-05-31,S08000031,NHS Greater Glasgow and Clyde,191,74468,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,209,NA,NA,:,NA,:,10,199,191,74233,0,235,0,0.315571789224902,5449,3596,1853,NA,57,7,NA
6971,2021-05-31,S08000020,NHS Grampian,15,15245,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,19,NA,NA,:,NA,:,1,18,15,15172,0,73,0,0.4788455231223352,2811,2148,663,NA,NA,NA,NA
6972,2021-05-31,S08000019,NHS Forth Valley,32,13226,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,36,NA,NA,:,NA,:,11,25,31,13168,1,58,3.125,0.4385301678512022,1844,1189,655,NA,11,NA,NA
6973,2021-05-31,S08000029,NHS Fife,25,12037,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,29,NA,NA,:,NA,:,1,28,25,12004,0,33,0,0.27415468970673756,1952,1200,752,NA,NA,NA,NA
6974,2021-05-31,S08000017,NHS Dumfries and Galloway,2,4211,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,0,NA,NA,:,NA,:,NA,NA,2,4200,0,11,0,0.2612206126810734,507,409,98,NA,NA,NA,NA
6975,2021-05-31,S08000016,NHS Borders,5,2804,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,6,NA,NA,:,NA,:,3,3,4,2799,1,5,20,0.1783166904422254,421,330,91,NA,NA,NA,NA
6976,2021-05-31,S08000015,NHS Ayrshire and Arran,60,17745,NA,NA,NA,NA,NA,NA,0,NA,718,NA,195.11399766298,NA,62,NA,NA,:,NA,:,2,60,59,17672,1,73,1.6666666666666667,0.4113834883065653,1977,1302,675,NA,13,NA,NA
6977,2021-05-31,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6978,2021-06-01,S92000003,Scotland,786,237559,NA,NA,NA,NA,NA,NA,0,NA,7724,NA,141.30991584339554,NA,867,NA,28,NA,4,NA,46,821,773,236740,13,819,1.653944020356234,0.34475646050033887,31093,19288,11805,NA,114,10,3
6979,2021-06-01,S08000028,NHS Western Isles,1,300,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,1,NA,NA,:,NA,:,1,0,0,299,1,1,100,0.3333333333333333,217,214,3,NA,NA,NA,NA
6980,2021-06-01,S08000030,NHS Tayside,73,15378,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,75,NA,NA,:,NA,:,2,73,71,15323,2,55,2.73972602739726,0.35765379113018597,2604,1769,835,NA,NA,NA,NA
6981,2021-06-01,S08000026,NHS Shetland,0,235,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,0,NA,NA,:,NA,:,NA,NA,0,235,0,0,NA,0,133,117,16,NA,NA,NA,NA
6982,2021-06-01,S08000025,NHS Orkney,1,78,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,1,NA,NA,:,NA,:,1,0,1,78,0,0,0,0,86,83,3,NA,NA,NA,NA
6983,2021-06-01,S08000024,NHS Lothian,187,33411,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,213,NA,NA,:,NA,:,4,209,184,33297,3,114,1.60427807486631,0.34120499236778307,4734,2418,2316,NA,NA,NA,NA
6984,2021-06-01,S08000032,NHS Lanarkshire,89,42776,NA,NA,NA,NA,NA,NA,0,NA,1336,NA,201.82488367877215,NA,99,NA,NA,:,NA,:,13,86,88,42636,1,140,1.1235955056179776,0.32728632878249486,3681,2160,1521,NA,13,NA,NA
6985,2021-06-01,S08000022,NHS Highland,15,5225,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,18,NA,NA,:,NA,:,1,17,15,5210,0,15,0,0.28708133971291866,1620,1178,442,NA,NA,NA,NA
6986,2021-06-01,S08000031,NHS Greater Glasgow and Clyde,237,74705,NA,NA,NA,NA,NA,NA,0,NA,2236,NA,188.6537747629172,NA,265,NA,NA,:,NA,:,14,251,232,74465,5,240,2.109704641350211,0.3212636369720902,6930,3938,2992,NA,64,7,NA
6987,2021-06-01,S08000020,NHS Grampian,24,15269,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,26,NA,NA,:,NA,:,1,25,24,15196,0,73,0,0.47809286790228567,3107,2310,797,NA,NA,NA,NA
6988,2021-06-01,S08000019,NHS Forth Valley,51,13277,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,52,NA,NA,:,NA,:,4,48,51,13219,0,58,0,0.436845672968291,2080,1120,960,NA,12,NA,NA
6989,2021-06-01,S08000029,NHS Fife,23,12060,NA,NA,NA,NA,NA,NA,0,NA,382,NA,102.10354689546412,NA,26,NA,NA,:,NA,:,1,25,23,12027,0,33,0,0.2736318407960199,1990,1282,708,NA,NA,NA,NA
6990,2021-06-01,S08000017,NHS Dumfries and Galloway,0,4211,NA,NA,NA,NA,NA,NA,0,NA,143,NA,96.43266572257065,NA,0,NA,NA,:,NA,:,NA,NA,0,4200,0,11,NA,0.2612206126810734,875,745,130,NA,NA,NA,NA
6991,2021-06-01,S08000016,NHS Borders,1,2805,NA,NA,NA,NA,NA,NA,0,NA,104,NA,90.24644220756682,NA,1,NA,NA,:,NA,:,1,0,1,2800,0,5,0,0.17825311942959002,404,301,103,NA,NA,NA,NA
6992,2021-06-01,S08000015,NHS Ayrshire and Arran,84,17829,NA,NA,NA,NA,NA,NA,0,NA,718,NA,195.11399766298,NA,87,NA,NA,:,NA,:,3,84,83,17755,1,74,1.1904761904761905,0.4150541253014751,2576,1630,946,NA,13,NA,NA
6993,2021-06-01,NA,Golden Jubilee National Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6994,2021-06-02,S92000003,Scotland,964,238523,NA,NA,NA,NA,NA,NA,1,NA,7725,NA,141.32821075740944,NA,1017,NA,15,NA,2,NA,44,973,959,237699,5,824,0.5186721991701245,0.34545934773585774,26577,14596,11981,NA,110,8,2
6995,2021-06-02,S08000028,NHS Western Isles,0,300,NA,NA,NA,NA,NA,NA,0,NA,9,NA,33.9622641509434,NA,0,NA,NA,:,NA,:,NA,NA,0,299,0,1,NA,0.3333333333333333,87,81,6,NA,NA,NA,NA
6996,2021-06-02,S08000030,NHS Tayside,138,15516,NA,NA,NA,NA,NA,NA,0,NA,584,NA,140.19925579162165,NA,142,NA,NA,:,NA,:,3,139,138,15461,0,55,0,0.35447280226862593,2273,1231,1042,NA,NA,NA,NA
6997,2021-06-02,S08000026,NHS Shetland,1,236,NA,NA,NA,NA,NA,NA,0,NA,9,NA,39.35286401399213,NA,2,NA,NA,:,NA,:,1,1,1,236,0,0,0,0,95,61,34,NA,NA,NA,NA
6998,2021-06-02,S08000025,NHS Orkney,0,78,NA,NA,NA,NA,NA,NA,0,NA,3,NA,13.392857142857144,NA,0,NA,NA,:,NA,:,NA,NA,0,78,0,0,NA,0,91,89,2,NA,NA,NA,NA
6999,2021-06-02,S08000024,NHS Lothian,228,33639,NA,NA,NA,NA,NA,NA,0,NA,1118,NA,122.52189065085643,NA,245,NA,NA,:,NA,:,3,242,228,33525,0,114,0,0.33889235708552573,4867,2110,2757,NA,10,NA,NA
7000,2021-06-02,S08000032,NHS Lanarkshire,82,42858,NA,NA,NA,NA,NA,NA,0,NA,1336,NA,201.82488367877215,NA,85,NA,NA,:,NA,:,5,80,82,42718,0,140,0,0.32666013346399736,3160,1888,1272,NA,10,NA,NA
7001,2021-06-02,S08000022,NHS Highland,13,5238,NA,NA,NA,NA,NA,NA,0,NA,169,NA,52.67094683039332,NA,0,NA,NA,:,NA,:,NA,NA,13,5223,0,15,0,0.286368843069874,1294,920,374,NA,NA,NA,NA
7002,2021-06-02,S08000031,NHS Greater Glasgow and Clyde,290,74995,NA,NA,NA,NA,NA,NA,1,NA,2237,NA,188.73814586075397,NA,307,NA,NA,:,NA,:,18,289,287,74752,3,243,1.0344827586206895,0.324021601440096,6243,3438,2805,NA,56,5,NA
7003,2021-06-02,S08000020,NHS Grampian,27,15296,NA,NA,NA,NA,NA,NA,0,NA,461,NA,78.72939970967467,NA,0,NA,NA,:,NA,:,NA,NA,26,15222,1,74,3.703703703703704,0.4837866108786611,2435,1614,821,NA,NA,NA,NA
7004,2021-06-02,S08000019,NHS Forth Valley,40,13317,NA,NA,NA,NA,NA,NA,0,NA,452,NA,147.74621645474454,NA,45,NA,NA,:,NA,:,2,43,40,13259,0,58,0,0.4355335285725013,1742,809,933,NA,15,NA,NA
