_id,WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
1,20200105,S08000015,"",Under 5,"",All,d,All,d,89,93,-4.3
2,20200105,S08000015,"",5 - 14,"",All,d,All,d,26,33,-21.2
3,20200105,S08000015,"",15 - 44,"",All,d,All,d,170,191.5,-11.2
4,20200105,S08000015,"",45 - 64,"",All,d,All,d,247,260.5,-5.2
5,20200105,S08000015,"",65 - 74,"",All,d,All,d,184,196.5,-6.4
6,20200105,S08000015,"",75 - 84,"",All,d,All,d,169,179.5,-5.8
7,20200105,S08000015,"",85 and over,"",All,d,All,d,106,128,-17.2
8,20200105,S08000015,"",All ages,d,All,d,All,d,991,1082,-8.4
9,20200105,S08000015,"",All ages,d,Female,"",All,d,500,559.5,-10.6
10,20200105,S08000015,"",All ages,d,Male,"",All,d,483,513,-5.8
11,20200105,S08000016,"",Under 5,"",All,d,All,d,25,28.5,-12.3
12,20200105,S08000016,"",15 - 44,"",All,d,All,d,27,33.5,-19.4
13,20200105,S08000016,"",45 - 64,"",All,d,All,d,44,51.5,-14.6
14,20200105,S08000016,"",65 - 74,"",All,d,All,d,59,45.5,29.7
15,20200105,S08000016,"",75 - 84,"",All,d,All,d,65,60,8.3
16,20200105,S08000016,"",85 and over,"",All,d,All,d,53,44,20.5
17,20200105,S08000016,"",All ages,d,All,d,All,d,275,270.5,1.7
18,20200105,S08000016,"",All ages,d,Female,"",All,d,146,133.5,9.4
19,20200105,S08000016,"",All ages,d,Male,"",All,d,124,134.5,-7.8
20,20200105,S08000017,"",Under 5,"",All,d,All,d,29,35.5,-18.3
21,20200105,S08000017,"",5 - 14,"",All,d,All,d,7,12,-41.7
22,20200105,S08000017,"",15 - 44,"",All,d,All,d,64,69.5,-7.9
23,20200105,S08000017,"",45 - 64,"",All,d,All,d,89,69,29
24,20200105,S08000017,"",65 - 74,"",All,d,All,d,66,70,-5.7
25,20200105,S08000017,"",75 - 84,"",All,d,All,d,82,79.5,3.1
26,20200105,S08000017,"",85 and over,"",All,d,All,d,56,58.5,-4.3
27,20200105,S08000017,"",All ages,d,All,d,All,d,393,394,-0.3
28,20200105,S08000017,"",All ages,d,Female,"",All,d,217,212,2.4
29,20200105,S08000017,"",All ages,d,Male,"",All,d,168,177,-5.1
30,20200105,S08000019,"",Under 5,"",All,d,All,d,39,67.5,-42.2
31,20200105,S08000019,"",5 - 14,"",All,d,All,d,19,24,-20.8
32,20200105,S08000019,"",15 - 44,"",All,d,All,d,142,151,-6
33,20200105,S08000019,"",45 - 64,"",All,d,All,d,201,222.5,-9.7
34,20200105,S08000019,"",65 - 74,"",All,d,All,d,110,188,-41.5
35,20200105,S08000019,"",75 - 84,"",All,d,All,d,167,255.5,-34.6
36,20200105,S08000019,"",85 and over,"",All,d,All,d,85,180.5,-52.9
37,20200105,S08000019,"",All ages,d,All,d,All,d,763,1089,-29.9
38,20200105,S08000019,"",All ages,d,Female,"",All,d,394,569.5,-30.8
39,20200105,S08000019,"",All ages,d,Male,"",All,d,362,506,-28.5
40,20200105,S08000020,"",Under 5,"",All,d,All,d,119,87,36.8
41,20200105,S08000020,"",5 - 14,"",All,d,All,d,60,37.5,60
42,20200105,S08000020,"",15 - 44,"",All,d,All,d,195,188,3.7
43,20200105,S08000020,"",45 - 64,"",All,d,All,d,259,262.5,-1.3
44,20200105,S08000020,"",65 - 74,"",All,d,All,d,186,198,-6.1
45,20200105,S08000020,"",75 - 84,"",All,d,All,d,199,227.5,-12.5
46,20200105,S08000020,"",85 and over,"",All,d,All,d,146,156,-6.4
47,20200105,S08000020,"",All ages,d,All,d,All,d,1164,1156.5,0.6
48,20200105,S08000020,"",All ages,d,Female,"",All,d,589,570,3.3
49,20200105,S08000020,"",All ages,d,Male,"",All,d,564,566,-0.4
50,20200105,S08000022,"",Under 5,"",All,d,All,d,54,54.5,-0.9
51,20200105,S08000022,"",5 - 14,"",All,d,All,d,22,15,46.7
52,20200105,S08000022,"",15 - 44,"",All,d,All,d,124,123.5,0.4
53,20200105,S08000022,"",45 - 64,"",All,d,All,d,172,168,2.4
54,20200105,S08000022,"",65 - 74,"",All,d,All,d,138,126,9.5
55,20200105,S08000022,"",75 - 84,"",All,d,All,d,142,129,10.1
56,20200105,S08000022,"",85 and over,"",All,d,All,d,92,87,5.7
57,20200105,S08000022,"",All ages,d,All,d,All,d,744,703,5.8
58,20200105,S08000022,"",All ages,d,Female,"",All,d,369,367.5,0.4
59,20200105,S08000022,"",All ages,d,Male,"",All,d,352,320,10
60,20200105,S08000024,"",Under 5,"",All,d,All,d,162,118,37.3
61,20200105,S08000024,"",5 - 14,"",All,d,All,d,79,63.5,24.4
62,20200105,S08000024,"",15 - 44,"",All,d,All,d,478,384.5,24.3
63,20200105,S08000024,"",45 - 64,"",All,d,All,d,527,442,19.2
64,20200105,S08000024,"",65 - 74,"",All,d,All,d,343,323,6.2
65,20200105,S08000024,"",75 - 84,"",All,d,All,d,365,340.5,7.2
66,20200105,S08000024,"",85 and over,"",All,d,All,d,240,228.5,5
67,20200105,S08000024,"",All ages,d,All,d,All,d,2194,1900,15.5
68,20200105,S08000024,"",All ages,d,Female,"",All,d,1135,972,16.8
69,20200105,S08000024,"",All ages,d,Male,"",All,d,1009,887.5,13.7
70,20200105,S08000025,"",15 - 44,"",All,d,All,d,6,6.5,-7.7
71,20200105,S08000025,"",45 - 64,"",All,d,All,d,7,3,133.3
72,20200105,S08000025,"",65 - 74,"",All,d,All,d,10,7,42.9
73,20200105,S08000025,"",75 - 84,"",All,d,All,d,11,11,0
74,20200105,S08000025,"",85 and over,"",All,d,All,d,5,4.5,11.1
75,20200105,S08000025,"",All ages,d,All,d,All,d,40,35,14.3
76,20200105,S08000025,"",All ages,d,Female,"",All,d,22,16.5,33.3
77,20200105,S08000025,"",All ages,d,Male,"",All,d,17,18.5,-8.1
78,20200105,S08000026,"",15 - 44,"",All,d,All,d,6,9.5,-36.8
79,20200105,S08000026,"",45 - 64,"",All,d,All,d,6,13,-53.8
80,20200105,S08000026,"",75 - 84,"",All,d,All,d,8,7.5,6.7
81,20200105,S08000026,"",All ages,d,All,d,All,d,28,39.5,-29.1
82,20200105,S08000026,"",All ages,d,Female,"",All,d,9,16,-43.8
83,20200105,S08000026,"",All ages,d,Male,"",All,d,19,20.5,-7.3
84,20200105,S08000028,"",15 - 44,"",All,d,All,d,12,11,9.1
85,20200105,S08000028,"",45 - 64,"",All,d,All,d,12,20,-40
86,20200105,S08000028,"",65 - 74,"",All,d,All,d,14,19,-26.3
87,20200105,S08000028,"",75 - 84,"",All,d,All,d,13,18.5,-29.7
88,20200105,S08000028,"",85 and over,"",All,d,All,d,13,14,-7.1
89,20200105,S08000028,"",All ages,d,All,d,All,d,66,86,-23.3
90,20200105,S08000028,"",All ages,d,Female,"",All,d,36,44,-18.2
91,20200105,S08000028,"",All ages,d,Male,"",All,d,28,41,-31.7
92,20200105,S08000029,"",Under 5,"",All,d,All,d,73,77,-5.2
93,20200105,S08000029,"",5 - 14,"",All,d,All,d,21,22.5,-6.7
94,20200105,S08000029,"",15 - 44,"",All,d,All,d,175,171.5,2
95,20200105,S08000029,"",45 - 64,"",All,d,All,d,193,210.5,-8.3
96,20200105,S08000029,"",65 - 74,"",All,d,All,d,162,155,4.5
97,20200105,S08000029,"",75 - 84,"",All,d,All,d,174,158,10.1
98,20200105,S08000029,"",85 and over,"",All,d,All,d,116,109,6.4
99,20200105,S08000029,"",All ages,d,All,d,All,d,914,903.5,1.2
100,20200105,S08000029,"",All ages,d,Female,"",All,d,473,479.5,-1.4
101,20200105,S08000029,"",All ages,d,Male,"",All,d,433,420,3.1
102,20200105,S08000030,"",Under 5,"",All,d,All,d,75,98,-23.5
103,20200105,S08000030,"",5 - 14,"",All,d,All,d,40,42.5,-5.9
104,20200105,S08000030,"",15 - 44,"",All,d,All,d,209,193.5,8
105,20200105,S08000030,"",45 - 64,"",All,d,All,d,233,241.5,-3.5
106,20200105,S08000030,"",65 - 74,"",All,d,All,d,182,194.5,-6.4
107,20200105,S08000030,"",75 - 84,"",All,d,All,d,227,230,-1.3
108,20200105,S08000030,"",85 and over,"",All,d,All,d,173,173,0
109,20200105,S08000030,"",All ages,d,All,d,All,d,1139,1173,-2.9
110,20200105,S08000030,"",All ages,d,Female,"",All,d,563,596.5,-5.6
111,20200105,S08000030,"",All ages,d,Male,"",All,d,564,575.5,-2
112,20200105,S08000031,"",Under 5,"",All,d,All,d,256,299.5,-14.5
113,20200105,S08000031,"",5 - 14,"",All,d,All,d,138,122,13.1
114,20200105,S08000031,"",15 - 44,"",All,d,All,d,733,668.5,9.6
115,20200105,S08000031,"",45 - 64,"",All,d,All,d,900,913.5,-1.5
116,20200105,S08000031,"",65 - 74,"",All,d,All,d,566,601.5,-5.9
117,20200105,S08000031,"",75 - 84,"",All,d,All,d,607,667.5,-9.1
118,20200105,S08000031,"",85 and over,"",All,d,All,d,396,434.5,-8.9
119,20200105,S08000031,"",All ages,d,All,d,All,d,3596,3707,-3
120,20200105,S08000031,"",All ages,d,Female,"",All,d,1899,1951.5,-2.7
121,20200105,S08000031,"",All ages,d,Male,"",All,d,1644,1709.5,-3.8
122,20200105,S08000032,"",Under 5,"",All,d,All,d,163,189.5,-14
123,20200105,S08000032,"",5 - 14,"",All,d,All,d,45,33,36.4
124,20200105,S08000032,"",15 - 44,"",All,d,All,d,294,300.5,-2.2
125,20200105,S08000032,"",45 - 64,"",All,d,All,d,385,404,-4.7
126,20200105,S08000032,"",65 - 74,"",All,d,All,d,312,269.5,15.8
127,20200105,S08000032,"",75 - 84,"",All,d,All,d,287,304.5,-5.7
128,20200105,S08000032,"",85 and over,"",All,d,All,d,154,146.5,5.1
129,20200105,S08000032,"",All ages,d,All,d,All,d,1640,1647.5,-0.5
130,20200105,S08000032,"",All ages,d,Female,"",All,d,820,858,-4.4
131,20200105,S08000032,"",All ages,d,Male,"",All,d,738,735.5,0.3
132,20200105,S92000003,d,Under 5,"",All,d,All,d,1088,1152.5,-5.6
133,20200105,S92000003,d,5 - 14,"",All,d,All,d,461,417,10.6
134,20200105,S92000003,d,15 - 44,"",All,d,All,d,2645,2509.5,5.4
135,20200105,S92000003,d,45 - 64,"",All,d,All,d,3328,3329.5,0
136,20200105,S92000003,d,65 - 74,"",All,d,All,d,2361,2458.5,-4
137,20200105,S92000003,d,75 - 84,"",All,d,All,d,2544,2701,-5.8
138,20200105,S92000003,d,85 and over,"",All,d,All,d,1637,1769,-7.5
139,20200105,S92000003,d,All ages,d,All,d,All,d,14064,14337,-1.9
140,20200105,S92000003,d,All ages,d,Female,"",All,d,7232,7404.5,-2.3
141,20200105,S92000003,d,All ages,d,Male,"",All,d,6562,6715.5,-2.3
142,20200105,NA,NA,15 - 44,"",All,d,All,d,10,7,42.9
143,20200105,NA,NA,45 - 64,"",All,d,All,d,53,48,10.4
144,20200105,NA,NA,65 - 74,"",All,d,All,d,25,61,-59
145,20200105,NA,NA,75 - 84,"",All,d,All,d,28,32.5,-13.8
146,20200105,NA,NA,All ages,d,All,d,All,d,117,150.5,-22.3
147,20200105,NA,NA,All ages,d,Female,"",All,d,60,58.5,2.6
148,20200105,NA,NA,All ages,d,Male,"",All,d,57,91,-37.4
149,20200112,S08000015,"",Under 5,"",All,d,All,d,83,105.5,-21.3
150,20200112,S08000015,"",5 - 14,"",All,d,All,d,40,41,-2.4
151,20200112,S08000015,"",15 - 44,"",All,d,All,d,191,199,-4
152,20200112,S08000015,"",45 - 64,"",All,d,All,d,284,312,-9
153,20200112,S08000015,"",65 - 74,"",All,d,All,d,190,213,-10.8
154,20200112,S08000015,"",75 - 84,"",All,d,All,d,173,207.5,-16.6
155,20200112,S08000015,"",85 and over,"",All,d,All,d,132,98,34.7
156,20200112,S08000015,"",All ages,d,All,d,All,d,1093,1176,-7.1
157,20200112,S08000015,"",All ages,d,Female,"",All,d,558,611.5,-8.7
158,20200112,S08000015,"",All ages,d,Male,"",All,d,533,563,-5.3
159,20200112,S08000016,"",Under 5,"",All,d,All,d,15,21,-28.6
160,20200112,S08000016,"",5 - 14,"",All,d,All,d,6,10.5,-42.9
161,20200112,S08000016,"",15 - 44,"",All,d,All,d,25,29.5,-15.3
162,20200112,S08000016,"",45 - 64,"",All,d,All,d,43,46,-6.5
163,20200112,S08000016,"",65 - 74,"",All,d,All,d,43,48,-10.4
164,20200112,S08000016,"",75 - 84,"",All,d,All,d,68,66.5,2.3
165,20200112,S08000016,"",85 and over,"",All,d,All,d,39,48.5,-19.6
166,20200112,S08000016,"",All ages,d,All,d,All,d,239,270,-11.5
167,20200112,S08000016,"",All ages,d,Female,"",All,d,124,135,-8.1
168,20200112,S08000016,"",All ages,d,Male,"",All,d,115,134.5,-14.5
169,20200112,S08000017,"",Under 5,"",All,d,All,d,29,42,-31
170,20200112,S08000017,"",5 - 14,"",All,d,All,d,10,19,-47.4
171,20200112,S08000017,"",15 - 44,"",All,d,All,d,72,62.5,15.2
172,20200112,S08000017,"",45 - 64,"",All,d,All,d,90,94,-4.3
173,20200112,S08000017,"",65 - 74,"",All,d,All,d,77,89.5,-14
174,20200112,S08000017,"",75 - 84,"",All,d,All,d,103,106,-2.8
175,20200112,S08000017,"",85 and over,"",All,d,All,d,65,64,1.6
176,20200112,S08000017,"",All ages,d,All,d,All,d,446,477,-6.5
177,20200112,S08000017,"",All ages,d,Female,"",All,d,259,257,0.8
178,20200112,S08000017,"",All ages,d,Male,"",All,d,186,219.5,-15.3
179,20200112,S08000019,"",Under 5,"",All,d,All,d,39,52,-25
180,20200112,S08000019,"",5 - 14,"",All,d,All,d,32,35,-8.6
181,20200112,S08000019,"",15 - 44,"",All,d,All,d,168,152.5,10.2
182,20200112,S08000019,"",45 - 64,"",All,d,All,d,191,207,-7.7
183,20200112,S08000019,"",65 - 74,"",All,d,All,d,136,171,-20.5
184,20200112,S08000019,"",75 - 84,"",All,d,All,d,154,224,-31.2
185,20200112,S08000019,"",85 and over,"",All,d,All,d,81,150.5,-46.2
186,20200112,S08000019,"",All ages,d,All,d,All,d,801,992,-19.3
187,20200112,S08000019,"",All ages,d,Female,"",All,d,382,530,-27.9
188,20200112,S08000019,"",All ages,d,Male,"",All,d,419,460,-8.9
189,20200112,S08000020,"",Under 5,"",All,d,All,d,106,96,10.4
190,20200112,S08000020,"",5 - 14,"",All,d,All,d,86,51.5,67
191,20200112,S08000020,"",15 - 44,"",All,d,All,d,209,237,-11.8
192,20200112,S08000020,"",45 - 64,"",All,d,All,d,280,328,-14.6
193,20200112,S08000020,"",65 - 74,"",All,d,All,d,233,239,-2.5
194,20200112,S08000020,"",75 - 84,"",All,d,All,d,263,261.5,0.6
195,20200112,S08000020,"",85 and over,"",All,d,All,d,152,150.5,1
196,20200112,S08000020,"",All ages,d,All,d,All,d,1329,1363.5,-2.5
197,20200112,S08000020,"",All ages,d,Female,"",All,d,656,694,-5.5
198,20200112,S08000020,"",All ages,d,Male,"",All,d,666,655.5,1.6
199,20200112,S08000022,"",Under 5,"",All,d,All,d,66,45,46.7
200,20200112,S08000022,"",5 - 14,"",All,d,All,d,20,18,11.1
201,20200112,S08000022,"",15 - 44,"",All,d,All,d,135,134.5,0.4
202,20200112,S08000022,"",45 - 64,"",All,d,All,d,172,165,4.2
203,20200112,S08000022,"",65 - 74,"",All,d,All,d,148,136.5,8.4
204,20200112,S08000022,"",75 - 84,"",All,d,All,d,158,149,6
205,20200112,S08000022,"",85 and over,"",All,d,All,d,89,98.5,-9.6
206,20200112,S08000022,"",All ages,d,All,d,All,d,788,746.5,5.6
207,20200112,S08000022,"",All ages,d,Female,"",All,d,405,383,5.7
208,20200112,S08000022,"",All ages,d,Male,"",All,d,377,355,6.2
209,20200112,S08000024,"",Under 5,"",All,d,All,d,145,138.5,4.7
210,20200112,S08000024,"",5 - 14,"",All,d,All,d,102,84,21.4
211,20200112,S08000024,"",15 - 44,"",All,d,All,d,465,409,13.7
212,20200112,S08000024,"",45 - 64,"",All,d,All,d,613,578.5,6
213,20200112,S08000024,"",65 - 74,"",All,d,All,d,372,368.5,0.9
214,20200112,S08000024,"",75 - 84,"",All,d,All,d,395,365,8.2
215,20200112,S08000024,"",85 and over,"",All,d,All,d,244,223,9.4
216,20200112,S08000024,"",All ages,d,All,d,All,d,2336,2166.5,7.8
217,20200112,S08000024,"",All ages,d,Female,"",All,d,1222,1085.5,12.6
218,20200112,S08000024,"",All ages,d,Male,"",All,d,1098,1060,3.6
219,20200112,S08000025,"",45 - 64,"",All,d,All,d,10,8.5,17.6
220,20200112,S08000025,"",65 - 74,"",All,d,All,d,10,10.5,-4.8
221,20200112,S08000025,"",75 - 84,"",All,d,All,d,15,7,114.3
222,20200112,S08000025,"",85 and over,"",All,d,All,d,5,5.5,-9.1
223,20200112,S08000025,"",All ages,d,All,d,All,d,44,40,10
224,20200112,S08000025,"",All ages,d,Female,"",All,d,25,23.5,6.4
225,20200112,S08000025,"",All ages,d,Male,"",All,d,18,15.5,16.1
226,20200112,S08000026,"",15 - 44,"",All,d,All,d,6,6.5,-7.7
227,20200112,S08000026,"",45 - 64,"",All,d,All,d,9,9,0
228,20200112,S08000026,"",65 - 74,"",All,d,All,d,6,8.5,-29.4
229,20200112,S08000026,"",75 - 84,"",All,d,All,d,8,13.5,-40.7
230,20200112,S08000026,"",All ages,d,All,d,All,d,34,47,-27.7
231,20200112,S08000026,"",All ages,d,Female,"",All,d,18,24,-25
232,20200112,S08000026,"",All ages,d,Male,"",All,d,16,21.5,-25.6
233,20200112,S08000028,"",15 - 44,"",All,d,All,d,10,9,11.1
234,20200112,S08000028,"",45 - 64,"",All,d,All,d,19,14.5,31
235,20200112,S08000028,"",65 - 74,"",All,d,All,d,19,18,5.6
236,20200112,S08000028,"",75 - 84,"",All,d,All,d,22,19,15.8
237,20200112,S08000028,"",85 and over,"",All,d,All,d,12,12,0
238,20200112,S08000028,"",All ages,d,All,d,All,d,86,77.5,11
239,20200112,S08000028,"",All ages,d,Female,"",All,d,41,31.5,30.2
240,20200112,S08000028,"",All ages,d,Male,"",All,d,45,46,-2.2
241,20200112,S08000029,"",Under 5,"",All,d,All,d,63,66.5,-5.3
242,20200112,S08000029,"",5 - 14,"",All,d,All,d,27,32.5,-16.9
243,20200112,S08000029,"",15 - 44,"",All,d,All,d,178,162.5,9.5
244,20200112,S08000029,"",45 - 64,"",All,d,All,d,189,204.5,-7.6
245,20200112,S08000029,"",65 - 74,"",All,d,All,d,169,161.5,4.6
246,20200112,S08000029,"",75 - 84,"",All,d,All,d,184,186.5,-1.3
247,20200112,S08000029,"",85 and over,"",All,d,All,d,132,118.5,11.4
248,20200112,S08000029,"",All ages,d,All,d,All,d,942,932.5,1
249,20200112,S08000029,"",All ages,d,Female,"",All,d,519,506,2.6
250,20200112,S08000029,"",All ages,d,Male,"",All,d,419,425,-1.4
251,20200112,S08000030,"",Under 5,"",All,d,All,d,70,98.5,-28.9
252,20200112,S08000030,"",5 - 14,"",All,d,All,d,47,57.5,-18.3
253,20200112,S08000030,"",15 - 44,"",All,d,All,d,257,207,24.2
254,20200112,S08000030,"",45 - 64,"",All,d,All,d,327,283.5,15.3
255,20200112,S08000030,"",65 - 74,"",All,d,All,d,219,215.5,1.6
256,20200112,S08000030,"",75 - 84,"",All,d,All,d,219,243,-9.9
257,20200112,S08000030,"",85 and over,"",All,d,All,d,172,168.5,2.1
258,20200112,S08000030,"",All ages,d,All,d,All,d,1311,1273.5,2.9
259,20200112,S08000030,"",All ages,d,Female,"",All,d,656,647,1.4
260,20200112,S08000030,"",All ages,d,Male,"",All,d,647,624,3.7
261,20200112,S08000031,"",Under 5,"",All,d,All,d,262,281.5,-6.9
262,20200112,S08000031,"",5 - 14,"",All,d,All,d,183,157,16.6
263,20200112,S08000031,"",15 - 44,"",All,d,All,d,818,806,1.5
264,20200112,S08000031,"",45 - 64,"",All,d,All,d,1112,1099.5,1.1
265,20200112,S08000031,"",65 - 74,"",All,d,All,d,664,716.5,-7.3
266,20200112,S08000031,"",75 - 84,"",All,d,All,d,695,734.5,-5.4
267,20200112,S08000031,"",85 and over,"",All,d,All,d,416,418.5,-0.6
268,20200112,S08000031,"",All ages,d,All,d,All,d,4150,4213.5,-1.5
269,20200112,S08000031,"",All ages,d,Female,"",All,d,2209,2239,-1.3
270,20200112,S08000031,"",All ages,d,Male,"",All,d,1927,1967.5,-2.1
271,20200112,S08000032,"",Under 5,"",All,d,All,d,126,180.5,-30.2
272,20200112,S08000032,"",5 - 14,"",All,d,All,d,23,67.5,-65.9
273,20200112,S08000032,"",15 - 44,"",All,d,All,d,332,338.5,-1.9
274,20200112,S08000032,"",45 - 64,"",All,d,All,d,492,461,6.7
275,20200112,S08000032,"",65 - 74,"",All,d,All,d,280,295,-5.1
276,20200112,S08000032,"",75 - 84,"",All,d,All,d,318,289,10
277,20200112,S08000032,"",85 and over,"",All,d,All,d,151,156.5,-3.5
278,20200112,S08000032,"",All ages,d,All,d,All,d,1722,1788,-3.7
279,20200112,S08000032,"",All ages,d,Female,"",All,d,910,939.5,-3.1
280,20200112,S08000032,"",All ages,d,Male,"",All,d,789,840.5,-6.1
281,20200112,S92000003,d,Under 5,"",All,d,All,d,1008,1131.5,-10.9
282,20200112,S92000003,d,5 - 14,"",All,d,All,d,580,576.5,0.6
283,20200112,S92000003,d,15 - 44,"",All,d,All,d,2884,2790,3.4
284,20200112,S92000003,d,45 - 64,"",All,d,All,d,3924,3897,0.7
285,20200112,S92000003,d,65 - 74,"",All,d,All,d,2644,2767.5,-4.5
286,20200112,S92000003,d,75 - 84,"",All,d,All,d,2814,2914.5,-3.4
287,20200112,S92000003,d,85 and over,"",All,d,All,d,1699,1728,-1.7
288,20200112,S92000003,d,All ages,d,All,d,All,d,15553,15805,-1.6
289,20200112,S92000003,d,All ages,d,Female,"",All,d,8076,8211.5,-1.7
290,20200112,S92000003,d,All ages,d,Male,"",All,d,7394,7524,-1.7
291,20200112,NA,NA,15 - 44,"",All,d,All,d,16,29.5,-45.8
292,20200112,NA,NA,45 - 64,"",All,d,All,d,93,86,8.1
293,20200112,NA,NA,65 - 74,"",All,d,All,d,78,76.5,2
294,20200112,NA,NA,75 - 84,"",All,d,All,d,39,42.5,-8.2
295,20200112,NA,NA,85 and over,"",All,d,All,d,6,7,-14.3
296,20200112,NA,NA,All ages,d,All,d,All,d,232,241.5,-3.9
297,20200112,NA,NA,All ages,d,Female,"",All,d,92,105,-12.4
298,20200112,NA,NA,All ages,d,Male,"",All,d,139,136.5,1.8
299,20200119,S08000015,"",Under 5,"",All,d,All,d,68,109,-37.6
300,20200119,S08000015,"",5 - 14,"",All,d,All,d,31,49.5,-37.4
301,20200119,S08000015,"",15 - 44,"",All,d,All,d,175,214,-18.2
302,20200119,S08000015,"",45 - 64,"",All,d,All,d,274,319.5,-14.2
303,20200119,S08000015,"",65 - 74,"",All,d,All,d,200,184.5,8.4
304,20200119,S08000015,"",75 - 84,"",All,d,All,d,210,208.5,0.7
305,20200119,S08000015,"",85 and over,"",All,d,All,d,99,123,-19.5
306,20200119,S08000015,"",All ages,d,All,d,All,d,1057,1208,-12.5
307,20200119,S08000015,"",All ages,d,Female,"",All,d,569,634,-10.3
308,20200119,S08000015,"",All ages,d,Male,"",All,d,486,572,-15
309,20200119,S08000016,"",Under 5,"",All,d,All,d,16,21,-23.8
310,20200119,S08000016,"",5 - 14,"",All,d,All,d,9,10,-10
311,20200119,S08000016,"",15 - 44,"",All,d,All,d,18,25,-28
312,20200119,S08000016,"",45 - 64,"",All,d,All,d,62,44.5,39.3
313,20200119,S08000016,"",65 - 74,"",All,d,All,d,41,41.5,-1.2
314,20200119,S08000016,"",75 - 84,"",All,d,All,d,52,50.5,3
315,20200119,S08000016,"",85 and over,"",All,d,All,d,42,51,-17.6
316,20200119,S08000016,"",All ages,d,All,d,All,d,240,243.5,-1.4
317,20200119,S08000016,"",All ages,d,Female,"",All,d,123,120,2.5
318,20200119,S08000016,"",All ages,d,Male,"",All,d,114,123.5,-7.7
319,20200119,S08000017,"",Under 5,"",All,d,All,d,26,41.5,-37.3
320,20200119,S08000017,"",5 - 14,"",All,d,All,d,22,24,-8.3
321,20200119,S08000017,"",15 - 44,"",All,d,All,d,61,62.5,-2.4
322,20200119,S08000017,"",45 - 64,"",All,d,All,d,80,83,-3.6
323,20200119,S08000017,"",65 - 74,"",All,d,All,d,69,84.5,-18.3
324,20200119,S08000017,"",75 - 84,"",All,d,All,d,101,99.5,1.5
325,20200119,S08000017,"",85 and over,"",All,d,All,d,62,51,21.6
326,20200119,S08000017,"",All ages,d,All,d,All,d,421,446,-5.6
327,20200119,S08000017,"",All ages,d,Female,"",All,d,236,235.5,0.2
328,20200119,S08000017,"",All ages,d,Male,"",All,d,183,210.5,-13.1
329,20200119,S08000019,"",Under 5,"",All,d,All,d,48,54.5,-11.9
330,20200119,S08000019,"",5 - 14,"",All,d,All,d,21,29.5,-28.8
331,20200119,S08000019,"",15 - 44,"",All,d,All,d,178,167,6.6
332,20200119,S08000019,"",45 - 64,"",All,d,All,d,190,217,-12.4
333,20200119,S08000019,"",65 - 74,"",All,d,All,d,99,169,-41.4
334,20200119,S08000019,"",75 - 84,"",All,d,All,d,160,176.5,-9.3
335,20200119,S08000019,"",85 and over,"",All,d,All,d,94,140.5,-33.1
336,20200119,S08000019,"",All ages,d,All,d,All,d,790,954,-17.2
337,20200119,S08000019,"",All ages,d,Female,"",All,d,436,483,-9.7
338,20200119,S08000019,"",All ages,d,Male,"",All,d,354,467.5,-24.3
339,20200119,S08000020,"",Under 5,"",All,d,All,d,90,99,-9.1
340,20200119,S08000020,"",5 - 14,"",All,d,All,d,64,59.5,7.6
341,20200119,S08000020,"",15 - 44,"",All,d,All,d,230,231.5,-0.6
342,20200119,S08000020,"",45 - 64,"",All,d,All,d,317,304.5,4.1
343,20200119,S08000020,"",65 - 74,"",All,d,All,d,230,243.5,-5.5
344,20200119,S08000020,"",75 - 84,"",All,d,All,d,251,242,3.7
345,20200119,S08000020,"",85 and over,"",All,d,All,d,173,176,-1.7
346,20200119,S08000020,"",All ages,d,All,d,All,d,1355,1356,-0.1
347,20200119,S08000020,"",All ages,d,Female,"",All,d,698,697.5,0.1
348,20200119,S08000020,"",All ages,d,Male,"",All,d,649,652,-0.5
349,20200119,S08000022,"",Under 5,"",All,d,All,d,34,65,-47.7
350,20200119,S08000022,"",5 - 14,"",All,d,All,d,21,25,-16
351,20200119,S08000022,"",15 - 44,"",All,d,All,d,160,135,18.5
352,20200119,S08000022,"",45 - 64,"",All,d,All,d,184,181.5,1.4
353,20200119,S08000022,"",65 - 74,"",All,d,All,d,142,150,-5.3
354,20200119,S08000022,"",75 - 84,"",All,d,All,d,147,147,0
355,20200119,S08000022,"",85 and over,"",All,d,All,d,76,90,-15.6
356,20200119,S08000022,"",All ages,d,All,d,All,d,764,793.5,-3.7
357,20200119,S08000022,"",All ages,d,Female,"",All,d,382,391.5,-2.4
358,20200119,S08000022,"",All ages,d,Male,"",All,d,376,394,-4.6
359,20200119,S08000024,"",Under 5,"",All,d,All,d,151,143.5,5.2
360,20200119,S08000024,"",5 - 14,"",All,d,All,d,84,81,3.7
361,20200119,S08000024,"",15 - 44,"",All,d,All,d,509,400,27.3
362,20200119,S08000024,"",45 - 64,"",All,d,All,d,600,542,10.7
363,20200119,S08000024,"",65 - 74,"",All,d,All,d,401,348,15.2
364,20200119,S08000024,"",75 - 84,"",All,d,All,d,406,330,23
365,20200119,S08000024,"",85 and over,"",All,d,All,d,256,219.5,16.6
366,20200119,S08000024,"",All ages,d,All,d,All,d,2407,2064,16.6
