_id,WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
26131,20200726,S08000026,"",All ages,d,Male,"",Emergency,"",20,18,11.1
26132,20200726,S08000028,"",15 - 44,"",All,d,Emergency,"",10,9.5,5.3
26133,20200726,S08000028,"",45 - 64,"",All,d,Emergency,"",9,12.5,-28
26134,20200726,S08000028,"",65 - 74,"",All,d,Emergency,"",9,14.5,-37.9
26135,20200726,S08000028,"",75 - 84,"",All,d,Emergency,"",6,14.5,-58.6
26136,20200726,S08000028,"",85 and over,"",All,d,Emergency,"",8,9,-11.1
26137,20200726,S08000028,"",All ages,d,All,d,Emergency,"",44,63.5,-30.7
26138,20200726,S08000028,"",All ages,d,Female,"",Emergency,"",21,31,-32.3
26139,20200726,S08000028,"",All ages,d,Male,"",Emergency,"",21,30,-30
26140,20200726,S08000029,"",Under 5,"",All,d,Emergency,"",25,40,-37.5
26141,20200726,S08000029,"",5 - 14,"",All,d,Emergency,"",21,19,10.5
26142,20200726,S08000029,"",15 - 44,"",All,d,Emergency,"",157,165.5,-5.1
26143,20200726,S08000029,"",45 - 64,"",All,d,Emergency,"",178,185.5,-4
26144,20200726,S08000029,"",65 - 74,"",All,d,Emergency,"",117,122.5,-4.5
26145,20200726,S08000029,"",75 - 84,"",All,d,Emergency,"",139,141.5,-1.8
26146,20200726,S08000029,"",85 and over,"",All,d,Emergency,"",90,105.5,-14.7
26147,20200726,S08000029,"",All ages,d,All,d,Emergency,"",727,779.5,-6.7
26148,20200726,S08000029,"",All ages,d,Female,"",Emergency,"",358,411,-12.9
26149,20200726,S08000029,"",All ages,d,Male,"",Emergency,"",365,363.5,0.4
26150,20200726,S08000030,"",Under 5,"",All,d,Emergency,"",46,55,-16.4
26151,20200726,S08000030,"",5 - 14,"",All,d,Emergency,"",24,36,-33.3
26152,20200726,S08000030,"",15 - 44,"",All,d,Emergency,"",170,206.5,-17.7
26153,20200726,S08000030,"",45 - 64,"",All,d,Emergency,"",205,185,10.8
26154,20200726,S08000030,"",65 - 74,"",All,d,Emergency,"",165,140,17.9
26155,20200726,S08000030,"",75 - 84,"",All,d,Emergency,"",192,186,3.2
26156,20200726,S08000030,"",85 and over,"",All,d,Emergency,"",119,129.5,-8.1
26157,20200726,S08000030,"",All ages,d,All,d,Emergency,"",921,938,-1.8
26158,20200726,S08000030,"",All ages,d,Female,"",Emergency,"",451,473.5,-4.8
26159,20200726,S08000030,"",All ages,d,Male,"",Emergency,"",457,447,2.2
26160,20200726,S08000031,"",Under 5,"",All,d,Emergency,"",111,117.5,-5.5
26161,20200726,S08000031,"",5 - 14,"",All,d,Emergency,"",83,79.5,4.4
26162,20200726,S08000031,"",15 - 44,"",All,d,Emergency,"",528,602.5,-12.4
26163,20200726,S08000031,"",45 - 64,"",All,d,Emergency,"",622,719,-13.5
26164,20200726,S08000031,"",65 - 74,"",All,d,Emergency,"",325,415.5,-21.8
26165,20200726,S08000031,"",75 - 84,"",All,d,Emergency,"",427,489.5,-12.8
26166,20200726,S08000031,"",85 and over,"",All,d,Emergency,"",279,283.5,-1.6
26167,20200726,S08000031,"",All ages,d,All,d,Emergency,"",2375,2707,-12.3
26168,20200726,S08000031,"",All ages,d,Female,"",Emergency,"",1168,1347,-13.3
26169,20200726,S08000031,"",All ages,d,Male,"",Emergency,"",1175,1325,-11.3
26170,20200726,S08000032,"",Under 5,"",All,d,Emergency,"",29,60.5,-52.1
26171,20200726,S08000032,"",5 - 14,"",All,d,Emergency,"",31,35,-11.4
26172,20200726,S08000032,"",15 - 44,"",All,d,Emergency,"",245,302,-18.9
26173,20200726,S08000032,"",45 - 64,"",All,d,Emergency,"",356,375.5,-5.2
26174,20200726,S08000032,"",65 - 74,"",All,d,Emergency,"",241,234.5,2.8
26175,20200726,S08000032,"",75 - 84,"",All,d,Emergency,"",215,255.5,-15.9
26176,20200726,S08000032,"",85 and over,"",All,d,Emergency,"",101,135.5,-25.5
26177,20200726,S08000032,"",All ages,d,All,d,Emergency,"",1218,1398.5,-12.9
26178,20200726,S08000032,"",All ages,d,Female,"",Emergency,"",596,744,-19.9
26179,20200726,S08000032,"",All ages,d,Male,"",Emergency,"",617,645,-4.3
26180,20200726,S92000003,d,Under 5,"",All,d,Emergency,"",419,587,-28.6
26181,20200726,S92000003,d,5 - 14,"",All,d,Emergency,"",346,369.5,-6.4
26182,20200726,S92000003,d,15 - 44,"",All,d,Emergency,"",2141,2461,-13
26183,20200726,S92000003,d,45 - 64,"",All,d,Emergency,"",2670,2827,-5.6
26184,20200726,S92000003,d,65 - 74,"",All,d,Emergency,"",1749,1845.5,-5.2
26185,20200726,S92000003,d,75 - 84,"",All,d,Emergency,"",1947,2077,-6.3
26186,20200726,S92000003,d,85 and over,"",All,d,Emergency,"",1221,1298.5,-6
26187,20200726,S92000003,d,All ages,d,All,d,Emergency,"",10494,11465.5,-8.5
26188,20200726,S92000003,d,All ages,d,Female,"",Emergency,"",5153,5813.5,-11.4
26189,20200726,S92000003,d,All ages,d,Male,"",Emergency,"",5213,5479,-4.9
26190,20200726,NA,NA,45 - 64,"",All,d,Emergency,"",5,6,-16.7
26191,20200726,NA,NA,All ages,d,All,d,Emergency,"",8,13,-38.5
26192,20200802,S08000015,"",Under 5,"",All,d,Emergency,"",51,61.5,-17.1
26193,20200802,S08000015,"",5 - 14,"",All,d,Emergency,"",31,34,-8.8
26194,20200802,S08000015,"",15 - 44,"",All,d,Emergency,"",170,199.5,-14.8
26195,20200802,S08000015,"",45 - 64,"",All,d,Emergency,"",229,245.5,-6.7
26196,20200802,S08000015,"",65 - 74,"",All,d,Emergency,"",163,173,-5.8
26197,20200802,S08000015,"",75 - 84,"",All,d,Emergency,"",152,177.5,-14.4
26198,20200802,S08000015,"",85 and over,"",All,d,Emergency,"",96,94,2.1
26199,20200802,S08000015,"",All ages,d,All,d,Emergency,"",892,985,-9.4
26200,20200802,S08000015,"",All ages,d,Female,"",Emergency,"",464,525.5,-11.7
26201,20200802,S08000015,"",All ages,d,Male,"",Emergency,"",422,451.5,-6.5
26202,20200802,S08000016,"",Under 5,"",All,d,Emergency,"",9,16,-43.8
26203,20200802,S08000016,"",5 - 14,"",All,d,Emergency,"",12,7,71.4
26204,20200802,S08000016,"",15 - 44,"",All,d,Emergency,"",14,29.5,-52.5
26205,20200802,S08000016,"",45 - 64,"",All,d,Emergency,"",32,46.5,-31.2
26206,20200802,S08000016,"",65 - 74,"",All,d,Emergency,"",25,42,-40.5
26207,20200802,S08000016,"",75 - 84,"",All,d,Emergency,"",40,47,-14.9
26208,20200802,S08000016,"",85 and over,"",All,d,Emergency,"",40,33,21.2
26209,20200802,S08000016,"",All ages,d,All,d,Emergency,"",172,221,-22.2
26210,20200802,S08000016,"",All ages,d,Female,"",Emergency,"",86,115,-25.2
26211,20200802,S08000016,"",All ages,d,Male,"",Emergency,"",85,102.5,-17.1
26212,20200802,S08000017,"",Under 5,"",All,d,Emergency,"",14,20.5,-31.7
26213,20200802,S08000017,"",5 - 14,"",All,d,Emergency,"",6,12.5,-52
26214,20200802,S08000017,"",15 - 44,"",All,d,Emergency,"",43,66,-34.8
26215,20200802,S08000017,"",45 - 64,"",All,d,Emergency,"",57,60.5,-5.8
26216,20200802,S08000017,"",65 - 74,"",All,d,Emergency,"",49,49.5,-1
26217,20200802,S08000017,"",75 - 84,"",All,d,Emergency,"",78,63.5,22.8
26218,20200802,S08000017,"",85 and over,"",All,d,Emergency,"",33,39.5,-16.5
26219,20200802,S08000017,"",All ages,d,All,d,Emergency,"",280,312,-10.3
26220,20200802,S08000017,"",All ages,d,Female,"",Emergency,"",143,166.5,-14.1
26221,20200802,S08000017,"",All ages,d,Male,"",Emergency,"",132,140.5,-6
26222,20200802,S08000019,"",Under 5,"",All,d,Emergency,"",19,37.5,-49.3
26223,20200802,S08000019,"",5 - 14,"",All,d,Emergency,"",20,12,66.7
26224,20200802,S08000019,"",15 - 44,"",All,d,Emergency,"",106,125.5,-15.5
26225,20200802,S08000019,"",45 - 64,"",All,d,Emergency,"",121,182,-33.5
26226,20200802,S08000019,"",65 - 74,"",All,d,Emergency,"",94,112,-16.1
26227,20200802,S08000019,"",75 - 84,"",All,d,Emergency,"",117,135.5,-13.7
26228,20200802,S08000019,"",85 and over,"",All,d,Emergency,"",80,72.5,10.3
26229,20200802,S08000019,"",All ages,d,All,d,Emergency,"",557,677,-17.7
26230,20200802,S08000019,"",All ages,d,Female,"",Emergency,"",282,371,-24
26231,20200802,S08000019,"",All ages,d,Male,"",Emergency,"",272,302.5,-10.1
26232,20200802,S08000020,"",Under 5,"",All,d,Emergency,"",55,60.5,-9.1
26233,20200802,S08000020,"",5 - 14,"",All,d,Emergency,"",37,43,-14
26234,20200802,S08000020,"",15 - 44,"",All,d,Emergency,"",181,182.5,-0.8
26235,20200802,S08000020,"",45 - 64,"",All,d,Emergency,"",193,204.5,-5.6
26236,20200802,S08000020,"",65 - 74,"",All,d,Emergency,"",133,145.5,-8.6
26237,20200802,S08000020,"",75 - 84,"",All,d,Emergency,"",163,174.5,-6.6
26238,20200802,S08000020,"",85 and over,"",All,d,Emergency,"",127,120.5,5.4
26239,20200802,S08000020,"",All ages,d,All,d,Emergency,"",889,931,-4.5
26240,20200802,S08000020,"",All ages,d,Female,"",Emergency,"",445,429,3.7
26241,20200802,S08000020,"",All ages,d,Male,"",Emergency,"",435,487.5,-10.8
26242,20200802,S08000022,"",Under 5,"",All,d,Emergency,"",29,32,-9.4
26243,20200802,S08000022,"",5 - 14,"",All,d,Emergency,"",18,19.5,-7.7
26244,20200802,S08000022,"",15 - 44,"",All,d,Emergency,"",134,118,13.6
26245,20200802,S08000022,"",45 - 64,"",All,d,Emergency,"",136,153,-11.1
26246,20200802,S08000022,"",65 - 74,"",All,d,Emergency,"",98,110.5,-11.3
26247,20200802,S08000022,"",75 - 84,"",All,d,Emergency,"",105,110.5,-5
26248,20200802,S08000022,"",85 and over,"",All,d,Emergency,"",56,59,-5.1
26249,20200802,S08000022,"",All ages,d,All,d,Emergency,"",576,602.5,-4.4
26250,20200802,S08000022,"",All ages,d,Female,"",Emergency,"",291,268.5,8.4
26251,20200802,S08000022,"",All ages,d,Male,"",Emergency,"",264,291,-9.3
26252,20200802,S08000024,"",Under 5,"",All,d,Emergency,"",77,101,-23.8
26253,20200802,S08000024,"",5 - 14,"",All,d,Emergency,"",44,50,-12
26254,20200802,S08000024,"",15 - 44,"",All,d,Emergency,"",389,378.5,2.8
26255,20200802,S08000024,"",45 - 64,"",All,d,Emergency,"",404,414.5,-2.5
26256,20200802,S08000024,"",65 - 74,"",All,d,Emergency,"",268,255,5.1
26257,20200802,S08000024,"",75 - 84,"",All,d,Emergency,"",287,298.5,-3.9
26258,20200802,S08000024,"",85 and over,"",All,d,Emergency,"",208,193.5,7.5
26259,20200802,S08000024,"",All ages,d,All,d,Emergency,"",1677,1691,-0.8
26260,20200802,S08000024,"",All ages,d,Female,"",Emergency,"",827,846.5,-2.3
26261,20200802,S08000024,"",All ages,d,Male,"",Emergency,"",830,796,4.3
26262,20200802,S08000025,"",15 - 44,"",All,d,Emergency,"",9,5.5,63.6
26263,20200802,S08000025,"",45 - 64,"",All,d,Emergency,"",8,6.5,23.1
26264,20200802,S08000025,"",65 - 74,"",All,d,Emergency,"",5,5,0
26265,20200802,S08000025,"",75 - 84,"",All,d,Emergency,"",6,6.5,-7.7
26266,20200802,S08000025,"",All ages,d,All,d,Emergency,"",32,29,10.3
26267,20200802,S08000025,"",All ages,d,Female,"",Emergency,"",11,13,-15.4
26268,20200802,S08000025,"",All ages,d,Male,"",Emergency,"",18,14.5,24.1
26269,20200802,S08000026,"",15 - 44,"",All,d,Emergency,"",8,8.5,-5.9
26270,20200802,S08000026,"",65 - 74,"",All,d,Emergency,"",10,2,400
26271,20200802,S08000026,"",75 - 84,"",All,d,Emergency,"",13,6,116.7
26272,20200802,S08000026,"",85 and over,"",All,d,Emergency,"",7,4,75
26273,20200802,S08000026,"",All ages,d,All,d,Emergency,"",42,32.5,29.2
26274,20200802,S08000026,"",All ages,d,Female,"",Emergency,"",25,13,92.3
26275,20200802,S08000026,"",All ages,d,Male,"",Emergency,"",17,18,-5.6
26276,20200802,S08000028,"",15 - 44,"",All,d,Emergency,"",10,12,-16.7
26277,20200802,S08000028,"",45 - 64,"",All,d,Emergency,"",16,13.5,18.5
26278,20200802,S08000028,"",65 - 74,"",All,d,Emergency,"",5,14.5,-65.5
26279,20200802,S08000028,"",75 - 84,"",All,d,Emergency,"",9,18,-50
26280,20200802,S08000028,"",85 and over,"",All,d,Emergency,"",7,7,0
26281,20200802,S08000028,"",All ages,d,All,d,Emergency,"",49,70.5,-30.5
26282,20200802,S08000028,"",All ages,d,Female,"",Emergency,"",19,35.5,-46.5
26283,20200802,S08000028,"",All ages,d,Male,"",Emergency,"",28,32.5,-13.8
26284,20200802,S08000029,"",Under 5,"",All,d,Emergency,"",23,45.5,-49.5
26285,20200802,S08000029,"",5 - 14,"",All,d,Emergency,"",11,24.5,-55.1
26286,20200802,S08000029,"",15 - 44,"",All,d,Emergency,"",181,169.5,6.8
26287,20200802,S08000029,"",45 - 64,"",All,d,Emergency,"",166,157.5,5.4
26288,20200802,S08000029,"",65 - 74,"",All,d,Emergency,"",116,123.5,-6.1
26289,20200802,S08000029,"",75 - 84,"",All,d,Emergency,"",119,137,-13.1
26290,20200802,S08000029,"",85 and over,"",All,d,Emergency,"",85,87,-2.3
26291,20200802,S08000029,"",All ages,d,All,d,Emergency,"",701,744.5,-5.8
26292,20200802,S08000029,"",All ages,d,Female,"",Emergency,"",367,402,-8.7
26293,20200802,S08000029,"",All ages,d,Male,"",Emergency,"",329,337,-2.4
26294,20200802,S08000030,"",Under 5,"",All,d,Emergency,"",43,59.5,-27.7
26295,20200802,S08000030,"",5 - 14,"",All,d,Emergency,"",42,30,40
26296,20200802,S08000030,"",15 - 44,"",All,d,Emergency,"",176,171.5,2.6
26297,20200802,S08000030,"",45 - 64,"",All,d,Emergency,"",221,191.5,15.4
26298,20200802,S08000030,"",65 - 74,"",All,d,Emergency,"",152,160,-5
26299,20200802,S08000030,"",75 - 84,"",All,d,Emergency,"",196,178,10.1
26300,20200802,S08000030,"",85 and over,"",All,d,Emergency,"",126,131,-3.8
26301,20200802,S08000030,"",All ages,d,All,d,Emergency,"",956,921.5,3.7
26302,20200802,S08000030,"",All ages,d,Female,"",Emergency,"",474,449,5.6
26303,20200802,S08000030,"",All ages,d,Male,"",Emergency,"",468,457,2.4
26304,20200802,S08000031,"",Under 5,"",All,d,Emergency,"",125,112.5,11.1
26305,20200802,S08000031,"",5 - 14,"",All,d,Emergency,"",68,80,-15
26306,20200802,S08000031,"",15 - 44,"",All,d,Emergency,"",552,609.5,-9.4
26307,20200802,S08000031,"",45 - 64,"",All,d,Emergency,"",675,715,-5.6
26308,20200802,S08000031,"",65 - 74,"",All,d,Emergency,"",398,426.5,-6.7
26309,20200802,S08000031,"",75 - 84,"",All,d,Emergency,"",421,419,0.5
26310,20200802,S08000031,"",85 and over,"",All,d,Emergency,"",279,280.5,-0.5
26311,20200802,S08000031,"",All ages,d,All,d,Emergency,"",2518,2643,-4.7
26312,20200802,S08000031,"",All ages,d,Female,"",Emergency,"",1275,1362,-6.4
26313,20200802,S08000031,"",All ages,d,Male,"",Emergency,"",1203,1236.5,-2.7
26314,20200802,S08000032,"",Under 5,"",All,d,Emergency,"",23,50,-54
26315,20200802,S08000032,"",5 - 14,"",All,d,Emergency,"",29,41,-29.3
26316,20200802,S08000032,"",15 - 44,"",All,d,Emergency,"",245,328.5,-25.4
26317,20200802,S08000032,"",45 - 64,"",All,d,Emergency,"",355,395,-10.1
26318,20200802,S08000032,"",65 - 74,"",All,d,Emergency,"",217,244,-11.1
26319,20200802,S08000032,"",75 - 84,"",All,d,Emergency,"",223,256.5,-13.1
26320,20200802,S08000032,"",85 and over,"",All,d,Emergency,"",132,137,-3.6
26321,20200802,S08000032,"",All ages,d,All,d,Emergency,"",1224,1452,-15.7
26322,20200802,S08000032,"",All ages,d,Female,"",Emergency,"",668,785.5,-15
26323,20200802,S08000032,"",All ages,d,Male,"",Emergency,"",551,650.5,-15.3
26324,20200802,S92000003,d,Under 5,"",All,d,Emergency,"",470,601.5,-21.9
26325,20200802,S92000003,d,5 - 14,"",All,d,Emergency,"",320,359,-10.9
26326,20200802,S92000003,d,15 - 44,"",All,d,Emergency,"",2220,2405.5,-7.7
26327,20200802,S92000003,d,45 - 64,"",All,d,Emergency,"",2620,2799.5,-6.4
26328,20200802,S92000003,d,65 - 74,"",All,d,Emergency,"",1734,1867,-7.1
26329,20200802,S92000003,d,75 - 84,"",All,d,Emergency,"",1930,2031,-5
26330,20200802,S92000003,d,85 and over,"",All,d,Emergency,"",1279,1262.5,1.3
26331,20200802,S92000003,d,All ages,d,All,d,Emergency,"",10573,11326,-6.6
26332,20200802,S92000003,d,All ages,d,Female,"",Emergency,"",5382,5785,-7
26333,20200802,S92000003,d,All ages,d,Male,"",Emergency,"",5057,5327.5,-5.1
26334,20200802,NA,NA,All ages,d,All,d,Emergency,"",8,13.5,-40.7
26335,20200802,NA,NA,All ages,d,Female,"",Emergency,"",5,3,66.7
26336,20200809,S08000015,"",Under 5,"",All,d,Emergency,"",37,60,-38.3
26337,20200809,S08000015,"",5 - 14,"",All,d,Emergency,"",33,31,6.5
26338,20200809,S08000015,"",15 - 44,"",All,d,Emergency,"",178,189,-5.8
26339,20200809,S08000015,"",45 - 64,"",All,d,Emergency,"",236,263,-10.3
26340,20200809,S08000015,"",65 - 74,"",All,d,Emergency,"",191,181,5.5
26341,20200809,S08000015,"",75 - 84,"",All,d,Emergency,"",160,165.5,-3.3
26342,20200809,S08000015,"",85 and over,"",All,d,Emergency,"",76,93.5,-18.7
26343,20200809,S08000015,"",All ages,d,All,d,Emergency,"",911,983,-7.3
26344,20200809,S08000015,"",All ages,d,Female,"",Emergency,"",432,520,-16.9
26345,20200809,S08000015,"",All ages,d,Male,"",Emergency,"",468,455.5,2.7
26346,20200809,S08000016,"",Under 5,"",All,d,Emergency,"",10,20,-50
26347,20200809,S08000016,"",5 - 14,"",All,d,Emergency,"",12,8,50
26348,20200809,S08000016,"",15 - 44,"",All,d,Emergency,"",18,29,-37.9
26349,20200809,S08000016,"",45 - 64,"",All,d,Emergency,"",37,47,-21.3
26350,20200809,S08000016,"",65 - 74,"",All,d,Emergency,"",20,43.5,-54
26351,20200809,S08000016,"",75 - 84,"",All,d,Emergency,"",40,46.5,-14
26352,20200809,S08000016,"",85 and over,"",All,d,Emergency,"",29,33,-12.1
26353,20200809,S08000016,"",All ages,d,All,d,Emergency,"",166,227,-26.9
26354,20200809,S08000016,"",All ages,d,Female,"",Emergency,"",84,103.5,-18.8
26355,20200809,S08000016,"",All ages,d,Male,"",Emergency,"",81,120.5,-32.8
26356,20200809,S08000017,"",Under 5,"",All,d,Emergency,"",8,14,-42.9
26357,20200809,S08000017,"",5 - 14,"",All,d,Emergency,"",8,10,-20
26358,20200809,S08000017,"",15 - 44,"",All,d,Emergency,"",44,63.5,-30.7
26359,20200809,S08000017,"",45 - 64,"",All,d,Emergency,"",61,67.5,-9.6
26360,20200809,S08000017,"",65 - 74,"",All,d,Emergency,"",62,49.5,25.3
26361,20200809,S08000017,"",75 - 84,"",All,d,Emergency,"",68,73,-6.8
26362,20200809,S08000017,"",85 and over,"",All,d,Emergency,"",39,33.5,16.4
26363,20200809,S08000017,"",All ages,d,All,d,Emergency,"",290,311,-6.8
26364,20200809,S08000017,"",All ages,d,Female,"",Emergency,"",147,170,-13.5
26365,20200809,S08000017,"",All ages,d,Male,"",Emergency,"",143,137.5,4
26366,20200809,S08000019,"",Under 5,"",All,d,Emergency,"",17,36,-52.8
26367,20200809,S08000019,"",5 - 14,"",All,d,Emergency,"",23,27.5,-16.4
26368,20200809,S08000019,"",15 - 44,"",All,d,Emergency,"",112,162,-30.9
26369,20200809,S08000019,"",45 - 64,"",All,d,Emergency,"",129,156.5,-17.6
26370,20200809,S08000019,"",65 - 74,"",All,d,Emergency,"",69,110.5,-37.6
26371,20200809,S08000019,"",75 - 84,"",All,d,Emergency,"",99,130.5,-24.1
26372,20200809,S08000019,"",85 and over,"",All,d,Emergency,"",66,66,0
26373,20200809,S08000019,"",All ages,d,All,d,Emergency,"",515,689,-25.3
26374,20200809,S08000019,"",All ages,d,Female,"",Emergency,"",281,362.5,-22.5
26375,20200809,S08000019,"",All ages,d,Male,"",Emergency,"",234,320,-26.9
26376,20200809,S08000020,"",Under 5,"",All,d,Emergency,"",54,50.5,6.9
26377,20200809,S08000020,"",5 - 14,"",All,d,Emergency,"",44,44.5,-1.1
26378,20200809,S08000020,"",15 - 44,"",All,d,Emergency,"",157,187,-16
26379,20200809,S08000020,"",45 - 64,"",All,d,Emergency,"",209,200,4.5
26380,20200809,S08000020,"",65 - 74,"",All,d,Emergency,"",153,156.5,-2.2
26381,20200809,S08000020,"",75 - 84,"",All,d,Emergency,"",177,181.5,-2.5
26382,20200809,S08000020,"",85 and over,"",All,d,Emergency,"",134,130.5,2.7
26383,20200809,S08000020,"",All ages,d,All,d,Emergency,"",928,950.5,-2.4
26384,20200809,S08000020,"",All ages,d,Female,"",Emergency,"",443,475.5,-6.8
26385,20200809,S08000020,"",All ages,d,Male,"",Emergency,"",475,456,4.2
26386,20200809,S08000022,"",Under 5,"",All,d,Emergency,"",25,29.5,-15.3
26387,20200809,S08000022,"",5 - 14,"",All,d,Emergency,"",19,26,-26.9
26388,20200809,S08000022,"",15 - 44,"",All,d,Emergency,"",99,138,-28.3
26389,20200809,S08000022,"",45 - 64,"",All,d,Emergency,"",151,145.5,3.8
26390,20200809,S08000022,"",65 - 74,"",All,d,Emergency,"",95,110.5,-14
26391,20200809,S08000022,"",75 - 84,"",All,d,Emergency,"",89,93,-4.3
26392,20200809,S08000022,"",85 and over,"",All,d,Emergency,"",52,63,-17.5
26393,20200809,S08000022,"",All ages,d,All,d,Emergency,"",530,605.5,-12.5
26394,20200809,S08000022,"",All ages,d,Female,"",Emergency,"",267,301,-11.3
26395,20200809,S08000022,"",All ages,d,Male,"",Emergency,"",242,266,-9
26396,20200809,S08000024,"",Under 5,"",All,d,Emergency,"",63,77.5,-18.7
26397,20200809,S08000024,"",5 - 14,"",All,d,Emergency,"",48,52.5,-8.6
26398,20200809,S08000024,"",15 - 44,"",All,d,Emergency,"",380,391,-2.8
26399,20200809,S08000024,"",45 - 64,"",All,d,Emergency,"",421,418,0.7
26400,20200809,S08000024,"",65 - 74,"",All,d,Emergency,"",268,256.5,4.5
26401,20200809,S08000024,"",75 - 84,"",All,d,Emergency,"",294,281,4.6
26402,20200809,S08000024,"",85 and over,"",All,d,Emergency,"",197,178.5,10.4
26403,20200809,S08000024,"",All ages,d,All,d,Emergency,"",1672,1655,1
26404,20200809,S08000024,"",All ages,d,Female,"",Emergency,"",880,849.5,3.6
26405,20200809,S08000024,"",All ages,d,Male,"",Emergency,"",776,739.5,4.9
26406,20200809,S08000025,"",15 - 44,"",All,d,Emergency,"",6,8.5,-29.4
26407,20200809,S08000025,"",45 - 64,"",All,d,Emergency,"",5,7.5,-33.3
26408,20200809,S08000025,"",75 - 84,"",All,d,Emergency,"",8,9,-11.1
26409,20200809,S08000025,"",All ages,d,All,d,Emergency,"",23,38.5,-40.3
26410,20200809,S08000025,"",All ages,d,Female,"",Emergency,"",9,18.5,-51.4
26411,20200809,S08000025,"",All ages,d,Male,"",Emergency,"",13,17,-23.5
26412,20200809,S08000026,"",15 - 44,"",All,d,Emergency,"",7,6,16.7
26413,20200809,S08000026,"",65 - 74,"",All,d,Emergency,"",7,2.5,180
26414,20200809,S08000026,"",75 - 84,"",All,d,Emergency,"",8,9.5,-15.8
26415,20200809,S08000026,"",All ages,d,All,d,Emergency,"",27,32,-15.6
26416,20200809,S08000026,"",All ages,d,Female,"",Emergency,"",14,13,7.7
26417,20200809,S08000026,"",All ages,d,Male,"",Emergency,"",13,17.5,-25.7
26418,20200809,S08000028,"",15 - 44,"",All,d,Emergency,"",11,9.5,15.8
26419,20200809,S08000028,"",45 - 64,"",All,d,Emergency,"",16,16.5,-3
26420,20200809,S08000028,"",65 - 74,"",All,d,Emergency,"",11,16.5,-33.3
26421,20200809,S08000028,"",75 - 84,"",All,d,Emergency,"",15,11,36.4
26422,20200809,S08000028,"",85 and over,"",All,d,Emergency,"",12,8.5,41.2
26423,20200809,S08000028,"",All ages,d,All,d,Emergency,"",68,64.5,5.4
26424,20200809,S08000028,"",All ages,d,Female,"",Emergency,"",29,28.5,1.8
26425,20200809,S08000028,"",All ages,d,Male,"",Emergency,"",37,34,8.8
26426,20200809,S08000029,"",Under 5,"",All,d,Emergency,"",25,33,-24.2
26427,20200809,S08000029,"",5 - 14,"",All,d,Emergency,"",24,29.5,-18.6
26428,20200809,S08000029,"",15 - 44,"",All,d,Emergency,"",160,163.5,-2.1
26429,20200809,S08000029,"",45 - 64,"",All,d,Emergency,"",186,189,-1.6
26430,20200809,S08000029,"",65 - 74,"",All,d,Emergency,"",110,135.5,-18.8
26431,20200809,S08000029,"",75 - 84,"",All,d,Emergency,"",152,132.5,14.7
26432,20200809,S08000029,"",85 and over,"",All,d,Emergency,"",83,110.5,-24.9
26433,20200809,S08000029,"",All ages,d,All,d,Emergency,"",740,793.5,-6.7
26434,20200809,S08000029,"",All ages,d,Female,"",Emergency,"",387,422,-8.3
26435,20200809,S08000029,"",All ages,d,Male,"",Emergency,"",348,366,-4.9
26436,20200809,S08000030,"",Under 5,"",All,d,Emergency,"",56,42,33.3
26437,20200809,S08000030,"",5 - 14,"",All,d,Emergency,"",29,38.5,-24.7
26438,20200809,S08000030,"",15 - 44,"",All,d,Emergency,"",165,192.5,-14.3
26439,20200809,S08000030,"",45 - 64,"",All,d,Emergency,"",211,209,1
26440,20200809,S08000030,"",65 - 74,"",All,d,Emergency,"",179,155,15.5
26441,20200809,S08000030,"",75 - 84,"",All,d,Emergency,"",177,159.5,11
26442,20200809,S08000030,"",85 and over,"",All,d,Emergency,"",143,108.5,31.8
26443,20200809,S08000030,"",All ages,d,All,d,Emergency,"",960,905,6.1
26444,20200809,S08000030,"",All ages,d,Female,"",Emergency,"",472,435.5,8.4
26445,20200809,S08000030,"",All ages,d,Male,"",Emergency,"",484,455.5,6.3
26446,20200809,S08000031,"",Under 5,"",All,d,Emergency,"",115,125.5,-8.4
26447,20200809,S08000031,"",5 - 14,"",All,d,Emergency,"",93,81,14.8
26448,20200809,S08000031,"",15 - 44,"",All,d,Emergency,"",533,621,-14.2
26449,20200809,S08000031,"",45 - 64,"",All,d,Emergency,"",618,701,-11.8
26450,20200809,S08000031,"",65 - 74,"",All,d,Emergency,"",403,408.5,-1.3
26451,20200809,S08000031,"",75 - 84,"",All,d,Emergency,"",446,456.5,-2.3
26452,20200809,S08000031,"",85 and over,"",All,d,Emergency,"",254,274.5,-7.5
26453,20200809,S08000031,"",All ages,d,All,d,Emergency,"",2462,2668,-7.7
26454,20200809,S08000031,"",All ages,d,Female,"",Emergency,"",1288,1401,-8.1
26455,20200809,S08000031,"",All ages,d,Male,"",Emergency,"",1156,1228,-5.9
26456,20200809,S08000032,"",Under 5,"",All,d,Emergency,"",24,67.5,-64.4
26457,20200809,S08000032,"",5 - 14,"",All,d,Emergency,"",30,38.5,-22.1
26458,20200809,S08000032,"",15 - 44,"",All,d,Emergency,"",274,331,-17.2
26459,20200809,S08000032,"",45 - 64,"",All,d,Emergency,"",335,393,-14.8
26460,20200809,S08000032,"",65 - 74,"",All,d,Emergency,"",218,221.5,-1.6
