Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative
20200718,S92000003,Total,d,15 to 19,"",1,204,0,"",0,"",0,"",1,204,0,0,0,0
20200718,S92000003,Total,d,20 to 24,"",4,765,0,"",0,"",0,"",4,765,0,0,0,0
20200718,S92000003,Total,d,25 to 44,"",3,4240,0,"",18,"",1.2575935946566246,"",3,4239,0,1,0,0.02358490566037736
20200718,S92000003,Total,d,45 to 64,"",1,6053,0,"",205,"",13.712833205123918,"",1,6052,0,1,0,0.016520733520568313
20200718,S92000003,Total,d,60+,"",4,8248,0,"",2411,"",171.15690281965203,"",3,8244,1,4,25,0.04849660523763336
20200718,S92000003,Total,d,65 to 74,"",1,1655,0,"",407,"",69.42276759747757,"",1,1654,0,1,0,0.06042296072507553
20200718,S92000003,Total,d,75 to 84,"",3,2590,0,"",874,"",255.9252253254701,"",2,2589,1,1,33.333333333333336,0.03861003861003861
20200718,S92000003,Total,d,85plus,"",0,2808,0,"",1044,"",813.6480894077671,"",0,2807,0,1,,0.03561253561253561
20200718,S92000003,Total,d,Total,d,14,18476,0,"",2548,"",46.61544090742774,"",13,18471,1,5,7.142857142857143,0.027062134661182072
20200719,S92000003,Female,"",0 to 14,"",0,82,0,"",0,"",0,"",0,82,0,0,,0
20200719,S92000003,Female,"",0 to 59,"",9,6809,0,"",47,"",2.3054574101080085,"",9,6808,0,1,0,0.014686444411807902
20200719,S92000003,Female,"",15 to 19,"",1,135,0,"",0,"",0,"",1,135,0,0,0,0
20200719,S92000003,Female,"",20 to 24,"",0,573,0,"",0,"",0,"",0,573,0,0,,0
20200719,S92000003,Female,"",25 to 44,"",5,2905,0,"",6,"",0.8300316518736581,"",5,2904,0,1,0,0.03442340791738382
20200719,S92000003,Female,"",45 to 64,"",3,3776,0,"",72,"",9.324371576207312,"",3,3775,0,1,0,0.026483050847457626
20200719,S92000003,Female,"",60+,"",0,4662,0,"",1162,"",152.46402596874356,"",0,4660,0,2,,0.0429000429000429
20200719,S92000003,Female,"",65 to 74,"",0,739,0,"",144,"",47.08590561891807,"",0,739,0,0,,0
20200719,S92000003,Female,"",75 to 84,"",0,1355,0,"",364,"",189.55371556527626,"",0,1355,0,0,,0
20200719,S92000003,Female,"",85plus,"",0,1906,0,"",623,"",755.8386411889596,"",0,1905,0,1,,0.05246589716684155
20200719,S92000003,Female,"",Total,d,9,11471,0,"",1209,"",43.16642316376677,"",9,11468,0,3,0,0.026152907331531687
20200719,S92000003,Male,"",0 to 14,"",1,72,0,"",0,"",0,"",1,72,0,0,0,0
20200719,S92000003,Male,"",0 to 59,"",7,3413,0,"",90,"",4.458292672052944,"",7,3413,0,0,0,0
20200719,S92000003,Male,"",15 to 19,"",1,71,0,"",0,"",0,"",1,71,0,0,0,0
20200719,S92000003,Male,"",20 to 24,"",1,193,0,"",0,"",0,"",1,193,0,0,0,0
20200719,S92000003,Male,"",25 to 44,"",2,1332,0,"",12,"",1.693860180311416,"",2,1332,0,0,0,0
20200719,S92000003,Male,"",45 to 64,"",2,2275,0,"",133,"",18.4011732477379,"",2,2275,0,0,0,0
20200719,S92000003,Male,"",60+,"",1,3583,0,"",1249,"",193.19352453666036,"",1,3581,0,2,0,0.055819145967066705
20200719,S92000003,Male,"",65 to 74,"",1,916,0,"",263,"",93.7815353784602,"",1,915,0,1,0,0.1091703056768559
20200719,S92000003,Male,"",75 to 84,"",0,1235,0,"",510,"",341.1918970269475,"",0,1234,0,1,,0.08097165991902834
20200719,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200719,S92000003,Male,"",Total,d,8,7004,0,"",1339,"",50.23990586865135,"",8,7002,0,2,0,0.028555111364934323
20200719,S92000003,Total,d,0 to 14,"",1,154,0,"",0,"",0,"",1,154,0,0,0,0
20200719,S92000003,Total,d,0 to 59,"",16,10236,0,"",137,"",3.3765873349384856,"",16,10235,0,1,0,0.009769441187964049
20200719,S92000003,Total,d,15 to 19,"",2,206,0,"",0,"",0,"",2,206,0,0,0,0
20200719,S92000003,Total,d,20 to 24,"",1,766,0,"",0,"",0,"",1,766,0,0,0,0
20200719,S92000003,Total,d,25 to 44,"",7,4247,0,"",18,"",1.2575935946566246,"",7,4246,0,1,0,0.02354603249352484
20200719,S92000003,Total,d,45 to 64,"",5,6058,0,"",205,"",13.712833205123918,"",5,6057,0,1,0,0.01650709805216243
20200719,S92000003,Total,d,60+,"",1,8249,0,"",2411,"",171.15690281965203,"",1,8245,0,4,0,0.048490726148624076
20200719,S92000003,Total,d,65 to 74,"",1,1656,0,"",407,"",69.42276759747757,"",1,1655,0,1,0,0.06038647342995169
20200719,S92000003,Total,d,75 to 84,"",0,2590,0,"",874,"",255.9252253254701,"",0,2589,0,1,,0.03861003861003861
20200719,S92000003,Total,d,85plus,"",0,2808,0,"",1044,"",813.6480894077671,"",0,2807,0,1,,0.03561253561253561
20200719,S92000003,Total,d,Total,d,17,18493,0,"",2548,"",46.61544090742774,"",17,18488,0,5,0,0.027037257340615368
20200720,S92000003,Female,"",0 to 14,"",0,82,0,"",0,"",0,"",0,82,0,0,,0
20200720,S92000003,Female,"",0 to 59,"",7,6816,0,"",47,"",2.3054574101080085,"",7,6815,0,1,0,0.014671361502347418
20200720,S92000003,Female,"",15 to 19,"",0,135,0,"",0,"",0,"",0,135,0,0,,0
20200720,S92000003,Female,"",20 to 24,"",0,573,0,"",0,"",0,"",0,573,0,0,,0
20200720,S92000003,Female,"",25 to 44,"",5,2910,0,"",6,"",0.8300316518736581,"",5,2909,0,1,0,0.03436426116838488
20200720,S92000003,Female,"",45 to 64,"",2,3778,0,"",72,"",9.324371576207312,"",2,3777,0,1,0,0.026469031233456855
20200720,S92000003,Female,"",60+,"",1,4663,0,"",1162,"",152.46402596874356,"",0,4660,1,3,100,0.06433626420759168
20200720,S92000003,Female,"",65 to 74,"",0,739,0,"",144,"",47.08590561891807,"",0,739,0,0,,0
20200720,S92000003,Female,"",75 to 84,"",1,1356,0,"",364,"",189.55371556527626,"",0,1355,1,1,100,0.07374631268436578
20200720,S92000003,Female,"",85plus,"",0,1906,0,"",623,"",755.8386411889596,"",0,1905,0,1,,0.05246589716684155
20200720,S92000003,Female,"",Total,d,8,11479,0,"",1209,"",43.16642316376677,"",7,11475,1,4,12.5,0.03484624096175625
20200720,S92000003,Male,"",0 to 14,"",1,73,0,"",0,"",0,"",1,73,0,0,0,0
20200720,S92000003,Male,"",0 to 59,"",5,3418,0,"",90,"",4.458292672052944,"",5,3418,0,0,0,0
20200720,S92000003,Male,"",15 to 19,"",0,71,0,"",0,"",0,"",0,71,0,0,,0
20200720,S92000003,Male,"",20 to 24,"",0,193,0,"",0,"",0,"",0,193,0,0,,0
20200720,S92000003,Male,"",25 to 44,"",4,1336,0,"",12,"",1.693860180311416,"",4,1336,0,0,0,0
20200720,S92000003,Male,"",45 to 64,"",1,2276,0,"",133,"",18.4011732477379,"",1,2276,0,0,0,0
20200720,S92000003,Male,"",60+,"",1,3584,0,"",1249,"",193.19352453666036,"",1,3582,0,2,0,0.05580357142857143
20200720,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200720,S92000003,Male,"",75 to 84,"",0,1235,0,"",510,"",341.1918970269475,"",0,1234,0,1,,0.08097165991902834
20200720,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200720,S92000003,Male,"",Total,d,6,7010,0,"",1339,"",50.23990586865135,"",6,7008,0,2,0,0.028530670470756064
20200720,S92000003,Total,d,0 to 14,"",1,155,0,"",0,"",0,"",1,155,0,0,0,0
20200720,S92000003,Total,d,0 to 59,"",12,10248,0,"",137,"",3.3765873349384856,"",12,10247,0,1,0,0.00975800156128025
20200720,S92000003,Total,d,15 to 19,"",0,206,0,"",0,"",0,"",0,206,0,0,,0
20200720,S92000003,Total,d,20 to 24,"",0,766,0,"",0,"",0,"",0,766,0,0,,0
20200720,S92000003,Total,d,25 to 44,"",9,4256,0,"",18,"",1.2575935946566246,"",9,4255,0,1,0,0.023496240601503758
20200720,S92000003,Total,d,45 to 64,"",3,6061,0,"",205,"",13.712833205123918,"",3,6060,0,1,0,0.01649892756970797
20200720,S92000003,Total,d,60+,"",2,8251,0,"",2411,"",171.15690281965203,"",1,8246,1,5,50,0.060598715307235484
20200720,S92000003,Total,d,65 to 74,"",0,1656,0,"",407,"",69.42276759747757,"",0,1655,0,1,,0.06038647342995169
20200720,S92000003,Total,d,75 to 84,"",1,2591,0,"",874,"",255.9252253254701,"",0,2589,1,2,100,0.0771902740254728
20200720,S92000003,Total,d,85plus,"",0,2808,0,"",1044,"",813.6480894077671,"",0,2807,0,1,,0.03561253561253561
20200720,S92000003,Total,d,Total,d,14,18507,0,"",2548,"",46.61544090742774,"",13,18501,1,6,7.142857142857143,0.03242016534284325
20200721,S92000003,Female,"",0 to 14,"",2,84,0,"",0,"",0,"",2,84,0,0,0,0
20200721,S92000003,Female,"",0 to 59,"",10,6826,0,"",47,"",2.3054574101080085,"",10,6825,0,1,0,0.01464986815118664
20200721,S92000003,Female,"",15 to 19,"",0,135,0,"",0,"",0,"",0,135,0,0,,0
20200721,S92000003,Female,"",20 to 24,"",1,574,0,"",0,"",0,"",1,574,0,0,0,0
20200721,S92000003,Female,"",25 to 44,"",6,2916,0,"",6,"",0.8300316518736581,"",6,2915,0,1,0,0.03429355281207133
20200721,S92000003,Female,"",45 to 64,"",1,3779,0,"",72,"",9.324371576207312,"",1,3778,0,1,0,0.02646202699126753
20200721,S92000003,Female,"",60+,"",1,4664,0,"",1162,"",152.46402596874356,"",1,4661,0,3,0,0.06432246998284734
20200721,S92000003,Female,"",65 to 74,"",1,740,0,"",144,"",47.08590561891807,"",1,740,0,0,0,0
20200721,S92000003,Female,"",75 to 84,"",0,1356,0,"",364,"",189.55371556527626,"",0,1355,0,1,,0.07374631268436578
20200721,S92000003,Female,"",85plus,"",0,1906,0,"",623,"",755.8386411889596,"",0,1905,0,1,,0.05246589716684155
20200721,S92000003,Female,"",Total,d,11,11490,0,"",1209,"",43.16642316376677,"",11,11486,0,4,0,0.034812880765883375
20200721,S92000003,Male,"",0 to 14,"",0,73,0,"",0,"",0,"",0,73,0,0,,0
20200721,S92000003,Male,"",0 to 59,"",7,3425,0,"",90,"",4.458292672052944,"",7,3425,0,0,0,0
20200721,S92000003,Male,"",15 to 19,"",0,71,0,"",0,"",0,"",0,71,0,0,,0
20200721,S92000003,Male,"",20 to 24,"",0,193,0,"",0,"",0,"",0,193,0,0,,0
20200721,S92000003,Male,"",25 to 44,"",4,1340,0,"",12,"",1.693860180311416,"",4,1340,0,0,0,0
20200721,S92000003,Male,"",45 to 64,"",4,2280,0,"",133,"",18.4011732477379,"",4,2280,0,0,0,0
20200721,S92000003,Male,"",60+,"",1,3585,0,"",1249,"",193.19352453666036,"",1,3583,0,2,0,0.05578800557880056
20200721,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200721,S92000003,Male,"",75 to 84,"",0,1235,0,"",510,"",341.1918970269475,"",0,1234,0,1,,0.08097165991902834
20200721,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200721,S92000003,Male,"",Total,d,8,7018,0,"",1339,"",50.23990586865135,"",8,7016,0,2,0,0.028498147620404674
20200721,S92000003,Total,d,0 to 14,"",2,157,0,"",0,"",0,"",2,157,0,0,0,0
20200721,S92000003,Total,d,0 to 59,"",17,10265,0,"",137,"",3.3765873349384856,"",17,10264,0,1,0,0.00974184120798831
20200721,S92000003,Total,d,15 to 19,"",0,206,0,"",0,"",0,"",0,206,0,0,,0
20200721,S92000003,Total,d,20 to 24,"",1,767,0,"",0,"",0,"",1,767,0,0,0,0
20200721,S92000003,Total,d,25 to 44,"",10,4266,0,"",18,"",1.2575935946566246,"",10,4265,0,1,0,0.02344116268166901
20200721,S92000003,Total,d,45 to 64,"",5,6066,0,"",205,"",13.712833205123918,"",5,6065,0,1,0,0.016485328058028353
20200721,S92000003,Total,d,60+,"",2,8253,0,"",2411,"",171.15690281965203,"",2,8248,0,5,0,0.060584030049678904
20200721,S92000003,Total,d,65 to 74,"",1,1657,0,"",407,"",69.42276759747757,"",1,1656,0,1,0,0.060350030175015085
20200721,S92000003,Total,d,75 to 84,"",0,2591,0,"",874,"",255.9252253254701,"",0,2589,0,2,,0.0771902740254728
20200721,S92000003,Total,d,85plus,"",0,2808,0,"",1044,"",813.6480894077671,"",0,2807,0,1,,0.03561253561253561
20200721,S92000003,Total,d,Total,d,19,18526,0,"",2548,"",46.61544090742774,"",19,18520,0,6,0,0.032386915686062834
20200722,S92000003,Female,"",0 to 14,"",0,84,0,"",0,"",0,"",0,84,0,0,,0
20200722,S92000003,Female,"",0 to 59,"",6,6832,0,"",47,"",2.3054574101080085,"",5,6830,1,2,16.666666666666668,0.02927400468384075
20200722,S92000003,Female,"",15 to 19,"",1,136,0,"",0,"",0,"",1,136,0,0,0,0
20200722,S92000003,Female,"",20 to 24,"",2,576,0,"",0,"",0,"",2,576,0,0,0,0
20200722,S92000003,Female,"",25 to 44,"",2,2918,0,"",6,"",0.8300316518736581,"",2,2917,0,1,0,0.03427004797806717
20200722,S92000003,Female,"",45 to 64,"",2,3781,0,"",72,"",9.324371576207312,"",1,3779,1,2,50,0.052896059243586355
20200722,S92000003,Female,"",60+,"",2,4666,0,"",1162,"",152.46402596874356,"",2,4663,0,3,0,0.06429489927132448
20200722,S92000003,Female,"",65 to 74,"",0,740,0,"",144,"",47.08590561891807,"",0,740,0,0,,0
20200722,S92000003,Female,"",75 to 84,"",0,1356,0,"",364,"",189.55371556527626,"",0,1355,0,1,,0.07374631268436578
20200722,S92000003,Female,"",85plus,"",1,1907,0,"",623,"",755.8386411889596,"",1,1906,0,1,0,0.05243838489774515
20200722,S92000003,Female,"",Total,d,8,11498,0,"",1209,"",43.16642316376677,"",7,11493,1,5,12.5,0.043485823621499393
20200722,S92000003,Male,"",0 to 14,"",1,74,0,"",0,"",0,"",1,74,0,0,0,0
20200722,S92000003,Male,"",0 to 59,"",9,3434,0,"",90,"",4.458292672052944,"",9,3434,0,0,0,0
20200722,S92000003,Male,"",15 to 19,"",1,72,0,"",0,"",0,"",1,72,0,0,0,0
20200722,S92000003,Male,"",20 to 24,"",3,196,0,"",0,"",0,"",3,196,0,0,0,0
20200722,S92000003,Male,"",25 to 44,"",3,1343,0,"",12,"",1.693860180311416,"",3,1343,0,0,0,0
20200722,S92000003,Male,"",45 to 64,"",1,2281,0,"",133,"",18.4011732477379,"",1,2281,0,0,0,0
20200722,S92000003,Male,"",60+,"",1,3586,0,"",1249,"",193.19352453666036,"",0,3583,1,3,100,0.08365867261572783
20200722,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200722,S92000003,Male,"",75 to 84,"",1,1236,0,"",510,"",341.1918970269475,"",0,1234,1,2,100,0.16181229773462782
20200722,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200722,S92000003,Male,"",Total,d,10,7028,0,"",1339,"",50.23990586865135,"",9,7025,1,3,10,0.042686397268070574
20200722,S92000003,Total,d,0 to 14,"",1,158,0,"",0,"",0,"",1,158,0,0,0,0
20200722,S92000003,Total,d,0 to 59,"",15,10280,0,"",137,"",3.3765873349384856,"",14,10278,1,2,6.666666666666667,0.019455252918287938
20200722,S92000003,Total,d,15 to 19,"",2,208,0,"",0,"",0,"",2,208,0,0,0,0
20200722,S92000003,Total,d,20 to 24,"",5,772,0,"",0,"",0,"",5,772,0,0,0,0
20200722,S92000003,Total,d,25 to 44,"",5,4271,0,"",18,"",1.2575935946566246,"",5,4270,0,1,0,0.023413720440177945
20200722,S92000003,Total,d,45 to 64,"",3,6069,0,"",205,"",13.712833205123918,"",2,6067,1,2,33.333333333333336,0.03295435821387378
20200722,S92000003,Total,d,60+,"",3,8256,0,"",2411,"",171.15690281965203,"",2,8250,1,6,33.333333333333336,0.07267441860465117
20200722,S92000003,Total,d,65 to 74,"",0,1657,0,"",407,"",69.42276759747757,"",0,1656,0,1,,0.060350030175015085
20200722,S92000003,Total,d,75 to 84,"",1,2592,0,"",874,"",255.9252253254701,"",0,2589,1,3,100,0.11574074074074074
20200722,S92000003,Total,d,85plus,"",1,2809,0,"",1044,"",813.6480894077671,"",1,2808,0,1,0,0.0355998576005696
20200722,S92000003,Total,d,Total,d,18,18544,0,"",2548,"",46.61544090742774,"",16,18536,2,8,11.11111111111111,0.04314063848144953
20200723,S92000003,Female,"",0 to 14,"",1,85,0,"",0,"",0,"",1,85,0,0,0,0
20200723,S92000003,Female,"",0 to 59,"",13,6845,0,"",47,"",2.3054574101080085,"",13,6843,0,2,0,0.029218407596785977
20200723,S92000003,Female,"",15 to 19,"",0,136,0,"",0,"",0,"",0,136,0,0,,0
20200723,S92000003,Female,"",20 to 24,"",1,577,0,"",0,"",0,"",1,577,0,0,0,0
20200723,S92000003,Female,"",25 to 44,"",8,2926,0,"",6,"",0.8300316518736581,"",8,2925,0,1,0,0.03417634996582365
20200723,S92000003,Female,"",45 to 64,"",4,3785,0,"",72,"",9.324371576207312,"",4,3783,0,2,0,0.052840158520475564
20200723,S92000003,Female,"",60+,"",1,4667,0,"",1162,"",152.46402596874356,"",1,4664,0,3,0,0.0642811227769445
20200723,S92000003,Female,"",65 to 74,"",0,740,0,"",144,"",47.08590561891807,"",0,740,0,0,,0
20200723,S92000003,Female,"",75 to 84,"",0,1356,0,"",364,"",189.55371556527626,"",0,1355,0,1,,0.07374631268436578
20200723,S92000003,Female,"",85plus,"",0,1907,0,"",623,"",755.8386411889596,"",0,1906,0,1,,0.05243838489774515
20200723,S92000003,Female,"",Total,d,14,11512,0,"",1209,"",43.16642316376677,"",14,11507,0,5,0,0.04343293954134816
20200723,S92000003,Male,"",0 to 14,"",0,74,0,"",0,"",0,"",0,74,0,0,,0
20200723,S92000003,Male,"",0 to 59,"",9,3443,0,"",90,"",4.458292672052944,"",9,3443,0,0,0,0
20200723,S92000003,Male,"",15 to 19,"",0,72,0,"",0,"",0,"",0,72,0,0,,0
20200723,S92000003,Male,"",20 to 24,"",1,197,0,"",0,"",0,"",1,197,0,0,0,0
20200723,S92000003,Male,"",25 to 44,"",6,1349,0,"",12,"",1.693860180311416,"",6,1349,0,0,0,0
20200723,S92000003,Male,"",45 to 64,"",2,2283,0,"",133,"",18.4011732477379,"",2,2283,0,0,0,0
20200723,S92000003,Male,"",60+,"",0,3586,0,"",1249,"",193.19352453666036,"",0,3583,0,3,,0.08365867261572783
20200723,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200723,S92000003,Male,"",75 to 84,"",0,1236,0,"",510,"",341.1918970269475,"",0,1234,0,2,,0.16181229773462782
20200723,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200723,S92000003,Male,"",Total,d,9,7037,0,"",1339,"",50.23990586865135,"",9,7034,0,3,0,0.04263180332528066
20200723,S92000003,Total,d,0 to 14,"",1,159,0,"",0,"",0,"",1,159,0,0,0,0
20200723,S92000003,Total,d,0 to 59,"",22,10302,0,"",137,"",3.3765873349384856,"",22,10300,0,2,0,0.01941370607649
20200723,S92000003,Total,d,15 to 19,"",0,208,0,"",0,"",0,"",0,208,0,0,,0
20200723,S92000003,Total,d,20 to 24,"",2,774,0,"",0,"",0,"",2,774,0,0,0,0
20200723,S92000003,Total,d,25 to 44,"",14,4285,0,"",18,"",1.2575935946566246,"",14,4284,0,1,0,0.023337222870478413
20200723,S92000003,Total,d,45 to 64,"",6,6075,0,"",205,"",13.712833205123918,"",6,6073,0,2,0,0.03292181069958848
20200723,S92000003,Total,d,60+,"",1,8257,0,"",2411,"",171.15690281965203,"",1,8251,0,6,0,0.07266561705219814
20200723,S92000003,Total,d,65 to 74,"",0,1657,0,"",407,"",69.42276759747757,"",0,1656,0,1,,0.060350030175015085
20200723,S92000003,Total,d,75 to 84,"",0,2592,0,"",874,"",255.9252253254701,"",0,2589,0,3,,0.11574074074074074
20200723,S92000003,Total,d,85plus,"",0,2809,0,"",1044,"",813.6480894077671,"",0,2808,0,1,,0.0355998576005696
20200723,S92000003,Total,d,Total,d,23,18567,0,"",2548,"",46.61544090742774,"",23,18559,0,8,0,0.04308719771637852
20200724,S92000003,Female,"",0 to 14,"",0,85,0,"",0,"",0,"",0,85,0,0,,0
20200724,S92000003,Female,"",0 to 59,"",6,6851,0,"",47,"",2.3054574101080085,"",6,6849,0,2,0,0.029192818566632608
20200724,S92000003,Female,"",15 to 19,"",0,136,0,"",0,"",0,"",0,136,0,0,,0
20200724,S92000003,Female,"",20 to 24,"",1,578,0,"",0,"",0,"",1,578,0,0,0,0
20200724,S92000003,Female,"",25 to 44,"",3,2929,0,"",6,"",0.8300316518736581,"",3,2928,0,1,0,0.03414134516899966
20200724,S92000003,Female,"",45 to 64,"",2,3787,0,"",72,"",9.324371576207312,"",2,3785,0,2,0,0.052812252442566675
20200724,S92000003,Female,"",60+,"",0,4667,0,"",1162,"",152.46402596874356,"",0,4664,0,3,,0.0642811227769445
20200724,S92000003,Female,"",65 to 74,"",0,740,0,"",144,"",47.08590561891807,"",0,740,0,0,,0
20200724,S92000003,Female,"",75 to 84,"",0,1356,0,"",364,"",189.55371556527626,"",0,1355,0,1,,0.07374631268436578
20200724,S92000003,Female,"",85plus,"",0,1907,0,"",623,"",755.8386411889596,"",0,1906,0,1,,0.05243838489774515
20200724,S92000003,Female,"",Total,d,6,11518,0,"",1209,"",43.16642316376677,"",6,11513,0,5,0,0.04341031429067546
20200724,S92000003,Male,"",0 to 14,"",0,74,0,"",0,"",0,"",0,74,0,0,,0
20200724,S92000003,Male,"",0 to 59,"",3,3446,0,"",90,"",4.458292672052944,"",3,3446,0,0,0,0
20200724,S92000003,Male,"",15 to 19,"",0,72,0,"",0,"",0,"",0,72,0,0,,0
20200724,S92000003,Male,"",20 to 24,"",0,197,0,"",0,"",0,"",0,197,0,0,,0
20200724,S92000003,Male,"",25 to 44,"",1,1350,0,"",12,"",1.693860180311416,"",1,1350,0,0,0,0
20200724,S92000003,Male,"",45 to 64,"",4,2287,0,"",133,"",18.4011732477379,"",4,2287,0,0,0,0
20200724,S92000003,Male,"",60+,"",2,3588,0,"",1249,"",193.19352453666036,"",2,3585,0,3,0,0.08361204013377926
20200724,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200724,S92000003,Male,"",75 to 84,"",0,1236,0,"",510,"",341.1918970269475,"",0,1234,0,2,,0.16181229773462782
20200724,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200724,S92000003,Male,"",Total,d,5,7042,0,"",1339,"",50.23990586865135,"",5,7039,0,3,0,0.04260153365521159
20200724,S92000003,Total,d,0 to 14,"",0,159,0,"",0,"",0,"",0,159,0,0,,0
20200724,S92000003,Total,d,0 to 59,"",9,10311,0,"",137,"",3.3765873349384856,"",9,10309,0,2,0,0.01939676074095626
20200724,S92000003,Total,d,15 to 19,"",0,208,0,"",0,"",0,"",0,208,0,0,,0
20200724,S92000003,Total,d,20 to 24,"",1,775,0,"",0,"",0,"",1,775,0,0,0,0
20200724,S92000003,Total,d,25 to 44,"",4,4289,0,"",18,"",1.2575935946566246,"",4,4288,0,1,0,0.023315458148752622
20200724,S92000003,Total,d,45 to 64,"",6,6081,0,"",205,"",13.712833205123918,"",6,6079,0,2,0,0.0328893274132544
20200724,S92000003,Total,d,60+,"",2,8259,0,"",2411,"",171.15690281965203,"",2,8253,0,6,0,0.0726480203414457
20200724,S92000003,Total,d,65 to 74,"",0,1657,0,"",407,"",69.42276759747757,"",0,1656,0,1,,0.060350030175015085
20200724,S92000003,Total,d,75 to 84,"",0,2592,0,"",874,"",255.9252253254701,"",0,2589,0,3,,0.11574074074074074
20200724,S92000003,Total,d,85plus,"",0,2809,0,"",1044,"",813.6480894077671,"",0,2808,0,1,,0.0355998576005696
20200724,S92000003,Total,d,Total,d,11,18578,0,"",2548,"",46.61544090742774,"",11,18570,0,8,0,0.043061685865001614
20200725,S92000003,Female,"",0 to 14,"",0,85,0,"",0,"",0,"",0,85,0,0,,0
20200725,S92000003,Female,"",0 to 59,"",2,6853,0,"",47,"",2.3054574101080085,"",2,6851,0,2,0,0.029184298847220194
20200725,S92000003,Female,"",15 to 19,"",0,136,0,"",0,"",0,"",0,136,0,0,,0
20200725,S92000003,Female,"",20 to 24,"",0,578,0,"",0,"",0,"",0,578,0,0,,0
20200725,S92000003,Female,"",25 to 44,"",2,2931,0,"",6,"",0.8300316518736581,"",2,2930,0,1,0,0.03411804844762879
20200725,S92000003,Female,"",45 to 64,"",0,3787,0,"",72,"",9.324371576207312,"",0,3785,0,2,,0.052812252442566675
20200725,S92000003,Female,"",60+,"",0,4667,0,"",1162,"",152.46402596874356,"",0,4664,0,3,,0.0642811227769445
20200725,S92000003,Female,"",65 to 74,"",0,740,0,"",144,"",47.08590561891807,"",0,740,0,0,,0
20200725,S92000003,Female,"",75 to 84,"",0,1356,0,"",364,"",189.55371556527626,"",0,1355,0,1,,0.07374631268436578
20200725,S92000003,Female,"",85plus,"",0,1907,0,"",623,"",755.8386411889596,"",0,1906,0,1,,0.05243838489774515
20200725,S92000003,Female,"",Total,d,2,11520,0,"",1209,"",43.16642316376677,"",2,11515,0,5,0,0.043402777777777776
20200725,S92000003,Male,"",0 to 14,"",0,74,0,"",0,"",0,"",0,74,0,0,,0
20200725,S92000003,Male,"",0 to 59,"",1,3447,0,"",90,"",4.458292672052944,"",1,3447,0,0,0,0
20200725,S92000003,Male,"",15 to 19,"",0,72,0,"",0,"",0,"",0,72,0,0,,0
20200725,S92000003,Male,"",20 to 24,"",0,197,0,"",0,"",0,"",0,197,0,0,,0
20200725,S92000003,Male,"",25 to 44,"",1,1351,0,"",12,"",1.693860180311416,"",1,1351,0,0,0,0
20200725,S92000003,Male,"",45 to 64,"",0,2287,1,"",134,"",18.53952793381112,"",0,2287,0,0,,0
20200725,S92000003,Male,"",60+,"",0,3588,1,"",1250,"",193.34820309913968,"",0,3585,0,3,,0.08361204013377926
20200725,S92000003,Male,"",65 to 74,"",0,916,0,"",263,"",93.7815353784602,"",0,915,0,1,,0.1091703056768559
20200725,S92000003,Male,"",75 to 84,"",0,1236,0,"",510,"",341.1918970269475,"",0,1234,0,2,,0.16181229773462782
20200725,S92000003,Male,"",85plus,"",0,902,0,"",421,"",917.4911737784945,"",0,902,0,0,,0
20200725,S92000003,Male,"",Total,d,1,7043,1,"",1340,"",50.27742633606633,"",1,7040,0,3,0,0.04259548487860287
20200725,S92000003,Total,d,0 to 14,"",0,159,0,"",0,"",0,"",0,159,0,0,,0
20200725,S92000003,Total,d,0 to 59,"",3,10314,0,"",137,"",3.3765873349384856,"",3,10312,0,2,0,0.01939111886755866
20200725,S92000003,Total,d,15 to 19,"",0,208,0,"",0,"",0,"",0,208,0,0,,0
20200725,S92000003,Total,d,20 to 24,"",0,775,0,"",0,"",0,"",0,775,0,0,,0
20200725,S92000003,Total,d,25 to 44,"",3,4292,0,"",18,"",1.2575935946566246,"",3,4291,0,1,0,0.023299161230195712
