Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative
20210704,S92000003,Total,d,75 to 84,"",21,11531,1,"",2556,"",748.4495147962261,"",21,11466,0,65,0,0.5636978579481398
20210704,S92000003,Total,d,85plus,"",9,9277,1,"",3011,"",2346.642142918378,"",9,9212,0,65,0,0.7006575401530667
20210704,S92000003,Total,d,Total,d,2426,299937,6,"",7797,"",142.64544456641053,"",2407,298516,19,1421,0.7831821929101401,0.4737661575597542
20210705,S92000003,Female,"",0 to 14,"",225,14879,0,"",2,"",0.4772028279039582,"",222,14850,3,29,1.3333333333333333,0.19490557161099537
20210705,S92000003,Female,"",0 to 59,"",1601,132103,1,"",225,"",11.036764197325573,"",1579,131383,22,720,1.3741411617738912,0.5450292574733352
20210705,S92000003,Female,"",15 to 19,"",255,12844,0,"",0,"",0,"",252,12778,3,66,1.1764705882352942,0.513858611024603
20210705,S92000003,Female,"",20 to 24,"",268,17097,0,"",3,"",1.7809121832202452,"",259,16970,9,127,3.3582089552238807,0.7428203778440662
20210705,S92000003,Female,"",25 to 44,"",565,52433,0,"",29,"",4.011819650722681,"",559,52158,6,275,1.0619469026548674,0.5244788587340034
20210705,S92000003,Female,"",45 to 64,"",336,42321,1,"",320,"",41.44165144981027,"",335,42044,1,277,0.2976190476190476,0.654521395997259
20210705,S92000003,Female,"",60+,"",121,27119,1,"",3502,"",459.4914104496902,"",120,26949,1,170,0.8264462809917356,0.6268667723736125
20210705,S92000003,Female,"",65 to 74,"",41,7135,0,"",539,"",176.24516061525586,"",41,7106,0,29,0,0.4064470918009811
20210705,S92000003,Female,"",75 to 84,"",19,6276,1,"",1103,"",574.3894183200542,"",18,6234,1,42,5.2631578947368425,0.6692160611854685
20210705,S92000003,Female,"",85plus,"",13,6237,0,"",1731,"",2100.090991810737,"",13,6192,0,45,0,0.7215007215007215
20210705,S92000003,Female,"",Total,d,1722,159229,2,"",3727,"",133.06969324347293,"",1699,158339,23,890,1.335656213704994,0.5589434085499501
20210705,S92000003,Male,"",0 to 14,"",188,14791,0,"",1,"",0.22692151465572602,"",187,14757,1,34,0.5319148936170213,0.22986951524575755
20210705,S92000003,Male,"",0 to 59,"",1557,121119,0,"",291,"",14.415146306304521,"",1550,120665,7,454,0.449582530507386,0.3748379692698916
20210705,S92000003,Male,"",15 to 19,"",213,11785,0,"",1,"",0.6934476135000381,"",209,11716,4,69,1.8779342723004695,0.5854900296987696
20210705,S92000003,Male,"",20 to 24,"",258,17410,0,"",2,"",1.1540547714394527,"",257,17297,1,113,0.3875968992248062,0.6490522688110282
20210705,S92000003,Male,"",25 to 44,"",636,48049,0,"",39,"",5.505045586012102,"",636,47881,0,168,0,0.3496430726966222
20210705,S92000003,Male,"",45 to 64,"",324,36023,0,"",473,"",65.44176651263179,"",323,35927,1,96,0.30864197530864196,0.2664964050745357
20210705,S92000003,Male,"",60+,"",130,22798,3,"",3784,"",585.3036804217156,"",129,22690,1,108,0.7692307692307693,0.47372576541801914
20210705,S92000003,Male,"",65 to 74,"",42,7515,0,"",822,"",293.11187103077674,"",41,7477,1,38,2.380952380952381,0.5056553559547572
20210705,S92000003,Male,"",75 to 84,"",23,5294,3,"",1457,"",974.7384195456126,"",23,5270,0,24,0,0.45334340763128067
20210705,S92000003,Male,"",85plus,"",3,3050,0,"",1280,"",2789.521858518938,"",3,3030,0,20,0,0.6557377049180327
20210705,S92000003,Male,"",Total,d,1687,143930,3,"",4075,"",152.89590471602259,"",1679,143368,8,562,0.4742145820983995,0.39046758841103313
20210705,S92000003,Total,d,0 to 14,"",413,29675,0,"",3,"",0.34892241128647694,"",409,29612,4,63,0.9685230024213075,0.21229991575400167
20210705,S92000003,Total,d,0 to 59,"",3159,253311,1,"",516,"",12.717657407505538,"",3130,252137,29,1174,0.9180120291231403,0.46346191045789564
20210705,S92000003,Total,d,15 to 19,"",468,24634,0,"",1,"",0.3544590954203885,"",461,24499,7,135,1.4957264957264957,0.5480230575627182
20210705,S92000003,Total,d,20 to 24,"",527,34525,0,"",5,"",1.463036385714913,"",517,34285,10,240,1.8975332068311195,0.6951484431571325
20210705,S92000003,Total,d,25 to 44,"",1201,100531,0,"",68,"",4.75090913536947,"",1195,100088,6,443,0.4995836802664446,0.4406600948961017
20210705,S92000003,Total,d,45 to 64,"",660,78361,1,"",793,"",53.04525234957691,"",658,77988,2,373,0.30303030303030304,0.4760020928778346
20210705,S92000003,Total,d,60+,"",251,49933,4,"",7286,"",517.2331787407651,"",249,49655,2,278,0.796812749003984,0.5567460396931889
20210705,S92000003,Total,d,65 to 74,"",83,14652,0,"",1361,"",232.14837027068054,"",82,14585,1,67,1.2048192771084338,0.45727545727545726
20210705,S92000003,Total,d,75 to 84,"",42,11573,4,"",2560,"",749.6207972919949,"",41,11507,1,66,2.380952380952381,0.5702929231832714
20210705,S92000003,Total,d,85plus,"",16,9293,0,"",3011,"",2346.642142918378,"",16,9228,0,65,0,0.6994511998278274
20210705,S92000003,Total,d,Total,d,3410,303347,5,"",7802,"",142.73691913648008,"",3379,301895,31,1452,0.9090909090909091,0.4786597526924611
20210706,S92000003,Female,"",0 to 14,"",198,15077,0,"",2,"",0.4772028279039582,"",198,15048,0,29,0,0.1923459574185846
20210706,S92000003,Female,"",0 to 59,"",1468,133571,0,"",225,"",11.036764197325573,"",1458,132841,10,730,0.6811989100817438,0.5465258177298965
20210706,S92000003,Female,"",15 to 19,"",249,13093,0,"",0,"",0,"",249,13027,0,66,0,0.504086152906133
20210706,S92000003,Female,"",20 to 24,"",239,17336,0,"",3,"",1.7809121832202452,"",237,17207,2,129,0.8368200836820083,0.744116289801569
20210706,S92000003,Female,"",25 to 44,"",543,52976,0,"",29,"",4.011819650722681,"",536,52694,7,282,1.289134438305709,0.5323165206886137
20210706,S92000003,Female,"",45 to 64,"",283,42604,1,"",321,"",41.57115661059093,"",281,42325,2,279,0.7067137809187279,0.6548680875035208
20210706,S92000003,Female,"",60+,"",96,27215,5,"",3507,"",460.1474518695212,"",95,27044,1,171,1.0416666666666667,0.6283299650927797
20210706,S92000003,Female,"",65 to 74,"",22,7157,2,"",541,"",176.8991315266297,"",22,7128,0,29,0,0.4051977085370965
20210706,S92000003,Female,"",75 to 84,"",25,6301,0,"",1103,"",574.3894183200542,"",25,6259,0,42,0,0.666560863355023
20210706,S92000003,Female,"",85plus,"",5,6242,2,"",1733,"",2102.517440097058,"",5,6197,0,45,0,0.7209227811598846
20210706,S92000003,Female,"",Total,d,1565,160794,5,"",3732,"",133.24821443108152,"",1554,159893,11,901,0.7028753993610224,0.5603442914536612
20210706,S92000003,Male,"",0 to 14,"",171,14962,0,"",1,"",0.22692151465572602,"",170,14927,1,35,0.5847953216374269,0.2339259457291806
20210706,S92000003,Male,"",0 to 59,"",1429,122548,1,"",292,"",14.464682891549552,"",1424,122089,5,459,0.34989503149055284,0.37454711623200704
20210706,S92000003,Male,"",15 to 19,"",209,11994,0,"",1,"",0.6934476135000381,"",209,11925,0,69,0,0.575287643821911
20210706,S92000003,Male,"",20 to 24,"",233,17643,0,"",2,"",1.1540547714394527,"",232,17529,1,114,0.4291845493562232,0.6461486141812617
20210706,S92000003,Male,"",25 to 44,"",580,48629,1,"",40,"",5.646200601038053,"",579,48460,1,169,0.1724137931034483,0.34752925209237284
20210706,S92000003,Male,"",45 to 64,"",273,36296,0,"",473,"",65.44176651263179,"",271,36198,2,98,0.7326007326007326,0.2700022040996253
20210706,S92000003,Male,"",60+,"",108,22906,7,"",3791,"",586.3864303590708,"",108,22798,0,108,0,0.47149218545359295
20210706,S92000003,Male,"",65 to 74,"",37,7552,1,"",823,"",293.46845481548576,"",37,7514,0,38,0,0.503177966101695
20210706,S92000003,Male,"",75 to 84,"",30,5324,5,"",1462,"",978.083438143916,"",30,5300,0,24,0,0.4507888805409467
20210706,S92000003,Male,"",85plus,"",4,3054,1,"",1281,"",2791.7011724709064,"",4,3034,0,20,0,0.6548788474132285
20210706,S92000003,Male,"",Total,d,1537,145467,8,"",4083,"",153.19606845534238,"",1532,144900,5,567,0.32530904359141183,0.389779125162408
20210706,S92000003,Total,d,0 to 14,"",369,30044,0,"",3,"",0.34892241128647694,"",368,29980,1,64,0.27100271002710025,0.2130209026760751
20210706,S92000003,Total,d,0 to 59,"",2900,256211,1,"",517,"",12.742304030388299,"",2885,255022,15,1189,0.5172413793103449,0.46407062928601817
20210706,S92000003,Total,d,15 to 19,"",458,25092,0,"",1,"",0.3544590954203885,"",458,24957,0,135,0,0.5380200860832137
20210706,S92000003,Total,d,20 to 24,"",473,34998,0,"",5,"",1.463036385714913,"",470,34755,3,243,0.6342494714587738,0.694325390022287
20210706,S92000003,Total,d,25 to 44,"",1124,101655,1,"",69,"",4.820775446183727,"",1116,101204,8,451,0.7117437722419929,0.4436574688898726
20210706,S92000003,Total,d,45 to 64,"",558,78919,1,"",794,"",53.11214421887019,"",554,78542,4,377,0.7168458781362007,0.4777049886592582
20210706,S92000003,Total,d,60+,"",205,50138,12,"",7298,"",518.085058804571,"",204,49859,1,279,0.4878048780487805,0.556464158921377
20210706,S92000003,Total,d,65 to 74,"",59,14711,3,"",1364,"",232.6600860023573,"",59,14644,0,67,0,0.4554415063557882
20210706,S92000003,Total,d,75 to 84,"",55,11628,5,"",2565,"",751.0849004117058,"",55,11562,0,66,0,0.5675954592363261
20210706,S92000003,Total,d,85plus,"",9,9302,3,"",3014,"",2348.9802121408143,"",9,9237,0,65,0,0.6987744571059987
20210706,S92000003,Total,d,Total,d,3106,306453,13,"",7815,"",142.9747530186608,"",3090,304985,16,1468,0.51513200257566,0.4790294107089831
20210707,S92000003,Female,"",0 to 14,"",170,15247,0,"",2,"",0.4772028279039582,"",169,15217,1,30,0.5882352941176471,0.19676001836426837
20210707,S92000003,Female,"",0 to 59,"",1359,134930,0,"",225,"",11.036764197325573,"",1341,134182,18,748,1.3245033112582782,0.554361520788557
20210707,S92000003,Female,"",15 to 19,"",208,13301,0,"",0,"",0,"",205,13232,3,69,1.4423076923076923,0.5187579881211939
20210707,S92000003,Female,"",20 to 24,"",212,17548,0,"",3,"",1.7809121832202452,"",211,17418,1,130,0.4716981132075472,0.7408251652609984
20210707,S92000003,Female,"",25 to 44,"",530,53506,0,"",29,"",4.011819650722681,"",520,53214,10,292,1.8867924528301887,0.545733188801256
20210707,S92000003,Female,"",45 to 64,"",279,42883,0,"",321,"",41.57115661059093,"",275,42600,4,283,1.4336917562724014,0.6599351724459576
20210707,S92000003,Female,"",60+,"",102,27317,0,"",3507,"",460.1474518695212,"",101,27145,1,172,0.9803921568627451,0.6296445436907421
20210707,S92000003,Female,"",65 to 74,"",27,7184,0,"",541,"",176.8991315266297,"",27,7155,0,29,0,0.4036748329621381
20210707,S92000003,Female,"",75 to 84,"",20,6321,0,"",1103,"",574.3894183200542,"",20,6279,0,42,0,0.6644518272425249
20210707,S92000003,Female,"",85plus,"",15,6257,0,"",1733,"",2102.517440097058,"",15,6212,0,45,0,0.7191945021575835
20210707,S92000003,Female,"",Total,d,1461,162255,0,"",3732,"",133.24821443108152,"",1442,161335,19,920,1.3004791238877482,0.567008720840652
20210707,S92000003,Male,"",0 to 14,"",175,15137,0,"",1,"",0.22692151465572602,"",175,15102,0,35,0,0.23122151020677809
20210707,S92000003,Male,"",0 to 59,"",1349,123897,2,"",294,"",14.56375606203962,"",1344,123433,5,464,0.37064492216456635,0.37450462884492763
20210707,S92000003,Male,"",15 to 19,"",206,12200,0,"",1,"",0.6934476135000381,"",204,12129,2,71,0.970873786407767,0.5819672131147541
20210707,S92000003,Male,"",20 to 24,"",249,17892,0,"",2,"",1.1540547714394527,"",248,17777,1,115,0.40160642570281124,0.6427453610552202
20210707,S92000003,Male,"",25 to 44,"",503,49132,1,"",41,"",5.787355616064006,"",502,48962,1,170,0.1988071570576541,0.34600667589351136
20210707,S92000003,Male,"",45 to 64,"",250,36546,1,"",474,"",65.580121198705,"",249,36447,1,99,0.4,0.27089147923165324
20210707,S92000003,Male,"",60+,"",107,23013,3,"",3794,"",586.8504660465087,"",106,22904,1,109,0.9345794392523364,0.4736453308999261
20210707,S92000003,Male,"",65 to 74,"",43,7595,0,"",823,"",293.46845481548576,"",43,7557,0,38,0,0.500329163923634
20210707,S92000003,Male,"",75 to 84,"",23,5347,1,"",1463,"",978.7524418635767,"",23,5323,0,24,0,0.44884982233027865
20210707,S92000003,Male,"",85plus,"",7,3061,2,"",1283,"",2796.0598003748423,"",6,3040,1,21,14.285714285714286,0.6860503103560928
20210707,S92000003,Male,"",Total,d,1457,146924,5,"",4088,"",153.38367079241726,"",1451,146351,6,573,0.4118050789293068,0.3899975497536141
20210707,S92000003,Total,d,0 to 14,"",345,30389,0,"",3,"",0.34892241128647694,"",344,30324,1,65,0.2898550724637681,0.21389318503405838
20210707,S92000003,Total,d,0 to 59,"",2710,258921,2,"",519,"",12.791597276153825,"",2687,257709,23,1212,0.8487084870848709,0.46809644640643283
20210707,S92000003,Total,d,15 to 19,"",414,25506,0,"",1,"",0.3544590954203885,"",409,25366,5,140,1.2077294685990339,0.5488904571473379
20210707,S92000003,Total,d,20 to 24,"",461,35459,0,"",5,"",1.463036385714913,"",459,35214,2,245,0.43383947939262474,0.6909388307622888
20210707,S92000003,Total,d,25 to 44,"",1035,102690,1,"",70,"",4.890641756997985,"",1024,102228,11,462,1.0628019323671498,0.4498977505112474
20210707,S92000003,Total,d,45 to 64,"",529,79448,1,"",795,"",53.179036088163485,"",524,79066,5,382,0.945179584120983,0.4808176417279227
20210707,S92000003,Total,d,60+,"",210,50348,3,"",7301,"",518.2980288205224,"",208,50067,2,281,0.9523809523809523,0.5581155160085802
20210707,S92000003,Total,d,65 to 74,"",71,14782,0,"",1364,"",232.6600860023573,"",71,14715,0,67,0,0.4532539575158977
20210707,S92000003,Total,d,75 to 84,"",43,11671,1,"",2566,"",751.3777210356479,"",43,11605,0,66,0,0.5655042412818096
20210707,S92000003,Total,d,85plus,"",22,9324,2,"",3016,"",2350.5389249557716,"",21,9258,1,66,4.545454545454546,0.7078507078507078
20210707,S92000003,Total,d,Total,d,2921,309374,5,"",7820,"",143.06622758873033,"",2896,307881,25,1493,0.8558712769599452,0.4825874184643829
20210708,S92000003,Female,"",0 to 14,"",206,15453,0,"",2,"",0.4772028279039582,"",206,15423,0,30,0,0.19413706076490003
20210708,S92000003,Female,"",0 to 59,"",1275,136205,1,"",226,"",11.085816482647019,"",1264,135446,11,759,0.8627450980392157,0.5572482654821777
20210708,S92000003,Female,"",15 to 19,"",179,13480,0,"",0,"",0,"",178,13410,1,70,0.5586592178770949,0.5192878338278932
20210708,S92000003,Female,"",20 to 24,"",212,17760,0,"",3,"",1.7809121832202452,"",210,17628,2,132,0.9433962264150944,0.7432432432432432
20210708,S92000003,Female,"",25 to 44,"",456,53962,0,"",29,"",4.011819650722681,"",451,53665,5,297,1.0964912280701755,0.5503873095882288
20210708,S92000003,Female,"",45 to 64,"",267,43150,3,"",324,"",41.959672092932905,"",264,42864,3,286,1.1235955056179776,0.6628041714947857
20210708,S92000003,Female,"",60+,"",112,27429,7,"",3514,"",461.06590985728474,"",109,27254,3,175,2.6785714285714284,0.6380108644135769
20210708,S92000003,Female,"",65 to 74,"",34,7218,1,"",542,"",177.22611698231663,"",32,7187,2,31,5.882352941176471,0.429481850928235
20210708,S92000003,Female,"",75 to 84,"",26,6347,2,"",1105,"",575.4309222517315,"",26,6305,0,42,0,0.6617299511580275
20210708,S92000003,Female,"",85plus,"",7,6264,2,"",1735,"",2104.9438883833786,"",6,6218,1,46,14.285714285714286,0.7343550446998723
20210708,S92000003,Female,"",Total,d,1387,163642,8,"",3740,"",133.53384833125534,"",1373,162708,14,934,1.0093727469358327,0.5707581183314797
20210708,S92000003,Male,"",0 to 14,"",162,15299,0,"",1,"",0.22692151465572602,"",162,15264,0,35,0,0.22877312242630238
20210708,S92000003,Male,"",0 to 59,"",1237,125134,0,"",294,"",14.56375606203962,"",1233,124666,4,468,0.32336297493936944,0.3739990729937507
20210708,S92000003,Male,"",15 to 19,"",202,12402,0,"",1,"",0.6934476135000381,"",201,12330,1,72,0.49504950495049505,0.5805515239477503
20210708,S92000003,Male,"",20 to 24,"",196,18088,0,"",2,"",1.1540547714394527,"",196,17973,0,115,0,0.6357806280406899
20210708,S92000003,Male,"",25 to 44,"",485,49617,0,"",41,"",5.787355616064006,"",483,49445,2,172,0.41237113402061853,0.3466553802124272
20210708,S92000003,Male,"",45 to 64,"",234,36780,0,"",474,"",65.580121198705,"",233,36680,1,100,0.42735042735042733,0.27188689505165853
20210708,S92000003,Male,"",60+,"",121,23134,4,"",3798,"",587.469180296426,"",119,23023,2,111,1.6528925619834711,0.47981326186565226
20210708,S92000003,Male,"",65 to 74,"",41,7636,2,"",825,"",294.1816223849037,"",41,7598,0,38,0,0.49764274489261395
20210708,S92000003,Male,"",75 to 84,"",28,5375,1,"",1464,"",979.4214455832374,"",26,5349,2,26,7.142857142857143,0.48372093023255813
20210708,S92000003,Male,"",85plus,"",10,3071,1,"",1284,"",2798.2391143268096,"",10,3050,0,21,0,0.6838163464669489
20210708,S92000003,Male,"",Total,d,1358,148282,4,"",4092,"",153.53375266207718,"",1352,147703,6,579,0.4418262150220913,0.39047220835974694
20210708,S92000003,Total,d,0 to 14,"",369,30758,0,"",3,"",0.34892241128647694,"",369,30693,0,65,0,0.21132713440405748
20210708,S92000003,Total,d,0 to 59,"",2516,261437,1,"",520,"",12.81624389903659,"",2501,260210,15,1227,0.5961844197138315,0.46932913091872996
20210708,S92000003,Total,d,15 to 19,"",381,25887,0,"",1,"",0.3544590954203885,"",379,25745,2,142,0.5249343832020997,0.5485378761540541
20210708,S92000003,Total,d,20 to 24,"",410,35869,0,"",5,"",1.463036385714913,"",408,35622,2,247,0.4878048780487805,0.6886169115392121
20210708,S92000003,Total,d,25 to 44,"",942,103632,0,"",70,"",4.890641756997985,"",935,103163,7,469,0.7430997876857749,0.4525629149297514
20210708,S92000003,Total,d,45 to 64,"",501,79949,3,"",798,"",53.379711696043344,"",497,79563,4,386,0.7984031936127745,0.4828077899661034
20210708,S92000003,Total,d,60+,"",233,50581,11,"",7312,"",519.0789188790111,"",228,50295,5,286,2.1459227467811157,0.5654297068069037
20210708,S92000003,Total,d,65 to 74,"",75,14857,3,"",1367,"",233.17180173403406,"",73,14788,2,69,2.6666666666666665,0.4644275425725247
20210708,S92000003,Total,d,75 to 84,"",54,11725,3,"",2569,"",752.2561829074746,"",52,11657,2,68,3.7037037037037037,0.579957356076759
20210708,S92000003,Total,d,85plus,"",17,9341,3,"",3019,"",2352.876994178208,"",16,9274,1,67,5.882352941176471,0.7172679584626913
20210708,S92000003,Total,d,Total,d,2749,312123,12,"",7832,"",143.2857665568972,"",2729,310610,20,1513,0.7275372862859222,0.48474479612204163
20210709,S92000003,Female,"",0 to 14,"",123,15576,0,"",2,"",0.4772028279039582,"",123,15546,0,30,0,0.1926040061633282
20210709,S92000003,Female,"",0 to 59,"",1092,137297,0,"",226,"",11.085816482647019,"",1085,136531,7,766,0.6410256410256411,0.5579145939095538
20210709,S92000003,Female,"",15 to 19,"",158,13638,0,"",0,"",0,"",157,13567,1,71,0.6329113924050633,0.5206041941633671
20210709,S92000003,Female,"",20 to 24,"",165,17925,0,"",3,"",1.7809121832202452,"",164,17792,1,133,0.6060606060606061,0.7419804741980475
20210709,S92000003,Female,"",25 to 44,"",460,54422,0,"",29,"",4.011819650722681,"",457,54122,3,300,0.6521739130434783,0.5512476571974569
20210709,S92000003,Female,"",45 to 64,"",225,43375,0,"",324,"",41.959672092932905,"",222,43086,3,289,1.3333333333333333,0.6662824207492796
20210709,S92000003,Female,"",60+,"",98,27527,4,"",3518,"",461.59074299314966,"",95,27349,3,178,3.061224489795918,0.6466378464780034
20210709,S92000003,Female,"",65 to 74,"",31,7249,1,"",543,"",177.55310243800358,"",31,7218,0,31,0,0.4276451924403366
20210709,S92000003,Female,"",75 to 84,"",18,6365,1,"",1106,"",575.9516742175703,"",17,6322,1,43,5.555555555555555,0.6755695208169678
20210709,S92000003,Female,"",85plus,"",10,6274,2,"",1737,"",2107.3703366697,"",9,6227,1,47,10,0.7491233662735097
20210709,S92000003,Female,"",Total,d,1190,164832,4,"",3744,"",133.67666528134225,"",1180,163888,10,944,0.8403361344537815,0.5727043292564551
20210709,S92000003,Male,"",0 to 14,"",145,15444,0,"",1,"",0.22692151465572602,"",145,15409,0,35,0,0.22662522662522663
20210709,S92000003,Male,"",0 to 59,"",1104,126238,1,"",295,"",14.61329264728465,"",1099,125765,5,473,0.4528985507246377,0.37468907935803797
20210709,S92000003,Male,"",15 to 19,"",161,12563,0,"",1,"",0.6934476135000381,"",161,12491,0,72,0,0.5731115179495343
20210709,S92000003,Male,"",20 to 24,"",207,18295,0,"",2,"",1.1540547714394527,"",205,18178,2,117,0.966183574879227,0.639518994260727
20210709,S92000003,Male,"",25 to 44,"",431,50048,0,"",41,"",5.787355616064006,"",428,49873,3,175,0.6960556844547564,0.34966432225063937
20210709,S92000003,Male,"",45 to 64,"",192,36972,1,"",475,"",65.71847588477821,"",192,36872,0,100,0,0.2704749540192578
20210709,S92000003,Male,"",60+,"",103,23237,2,"",3800,"",587.7785374213846,"",102,23125,1,112,0.970873786407767,0.4819899298532513
20210709,S92000003,Male,"",65 to 74,"",36,7672,0,"",825,"",294.1816223849037,"",36,7634,0,38,0,0.49530761209593327
20210709,S92000003,Male,"",75 to 84,"",23,5398,2,"",1466,"",980.7594530225589,"",22,5371,1,27,4.3478260869565215,0.5001852537977028
20210709,S92000003,Male,"",85plus,"",12,3083,0,"",1284,"",2798.2391143268096,"",12,3062,0,21,0,0.6811547194291274
20210709,S92000003,Male,"",Total,d,1208,149490,3,"",4095,"",153.6463140643221,"",1202,148905,6,585,0.4966887417218543,0.3913305237808549
20210709,S92000003,Total,d,0 to 14,"",268,31026,0,"",3,"",0.34892241128647694,"",268,30961,0,65,0,0.209501708244698
20210709,S92000003,Total,d,0 to 59,"",2196,263633,1,"",521,"",12.840890521919352,"",2184,262394,12,1239,0.546448087431694,0.4699715134296541
20210709,S92000003,Total,d,15 to 19,"",319,26206,0,"",1,"",0.3544590954203885,"",318,26063,1,143,0.31347962382445144,0.5456765626192475
20210709,S92000003,Total,d,20 to 24,"",372,36241,0,"",5,"",1.463036385714913,"",369,35991,3,250,0.8064516129032258,0.6898264396677796
20210709,S92000003,Total,d,25 to 44,"",891,104523,0,"",70,"",4.890641756997985,"",885,104048,6,475,0.6734006734006734,0.4544454330625795
20210709,S92000003,Total,d,45 to 64,"",417,80366,1,"",799,"",53.44660356533664,"",414,79977,3,389,0.7194244604316546,0.4840355374163203
20210709,S92000003,Total,d,60+,"",201,50782,6,"",7318,"",519.5048589109139,"",197,50492,4,290,1.9900497512437811,0.5710684888346265
20210709,S92000003,Total,d,65 to 74,"",67,14924,1,"",1368,"",233.34237364459298,"",67,14855,0,69,0,0.4623425355132672
20210709,S92000003,Total,d,75 to 84,"",41,11766,3,"",2572,"",753.1346447793011,"",39,11696,2,70,4.878048780487805,0.5949345571987081
20210709,S92000003,Total,d,85plus,"",22,9363,2,"",3021,"",2354.435706993165,"",21,9295,1,68,4.545454545454546,0.7262629499092171
20210709,S92000003,Total,d,Total,d,2398,314521,7,"",7839,"",143.4138309549945,"",2382,312992,16,1529,0.6672226855713094,0.4861360608671599
20210710,S92000003,Female,"",0 to 14,"",131,15707,0,"",2,"",0.4772028279039582,"",131,15677,0,30,0,0.1909976443623862
20210710,S92000003,Female,"",0 to 59,"",818,138115,1,"",227,"",11.134868767968467,"",812,137343,6,772,0.7334963325183375,0.5589544944430366
20210710,S92000003,Female,"",15 to 19,"",111,13749,0,"",0,"",0,"",111,13678,0,71,0,0.5164011928140229
20210710,S92000003,Female,"",20 to 24,"",99,18024,0,"",3,"",1.7809121832202452,"",98,17890,1,134,1.0101010101010102,0.7434531735463826
20210710,S92000003,Female,"",25 to 44,"",334,54756,0,"",29,"",4.011819650722681,"",333,54455,1,301,0.2994011976047904,0.5497114471473445
20210710,S92000003,Female,"",45 to 64,"",168,43543,1,"",325,"",42.08917725371356,"",163,43249,5,294,2.9761904761904763,0.6751946351882048
20210710,S92000003,Female,"",60+,"",76,27603,2,"",3520,"",461.85315956108207,"",74,27423,2,180,2.6315789473684212,0.6521030322791
20210710,S92000003,Female,"",65 to 74,"",26,7275,0,"",543,"",177.55310243800358,"",26,7244,0,31,0,0.4261168384879725
20210710,S92000003,Female,"",75 to 84,"",17,6382,1,"",1107,"",576.4724261834089,"",17,6339,0,43,0,0.6737699780633031
20210710,S92000003,Female,"",85plus,"",8,6282,1,"",1738,"",2108.58356081286,"",7,6234,1,48,12.5,0.7640878701050621
20210710,S92000003,Female,"",Total,d,894,165726,3,"",3747,"",133.78377799390742,"",886,164774,8,952,0.8948545861297539,0.5744421515030834
20210710,S92000003,Male,"",0 to 14,"",116,15560,0,"",1,"",0.22692151465572602,"",116,15525,0,35,0,0.2249357326478149
20210710,S92000003,Male,"",0 to 59,"",848,127086,1,"",296,"",14.662829232529685,"",844,126609,4,477,0.4716981132075472,0.3753363863840234
20210710,S92000003,Male,"",15 to 19,"",106,12669,0,"",1,"",0.6934476135000381,"",105,12596,1,73,0.9433962264150944,0.5762096455916016
20210710,S92000003,Male,"",20 to 24,"",132,18427,0,"",2,"",1.1540547714394527,"",129,18307,3,120,2.272727272727273,0.6512183209420959
20210710,S92000003,Male,"",25 to 44,"",346,50394,0,"",41,"",5.787355616064006,"",346,50219,0,175,0,0.34726356312259393
20210710,S92000003,Male,"",45 to 64,"",172,37144,2,"",477,"",65.99518525692466,"",172,37044,0,100,0,0.2692224854619858
20210710,S92000003,Male,"",60+,"",79,23316,3,"",3803,"",588.2425731088226,"",79,23204,0,112,0,0.4803568365071196
20210710,S92000003,Male,"",65 to 74,"",27,7699,0,"",825,"",294.1816223849037,"",27,7661,0,38,0,0.4935705935835823
20210710,S92000003,Male,"",75 to 84,"",24,5422,2,"",1468,"",982.0974604618801,"",24,5395,0,27,0,0.4979712283290299
20210710,S92000003,Male,"",85plus,"",4,3087,0,"",1284,"",2798.2391143268096,"",4,3066,0,21,0,0.6802721088435374
20210710,S92000003,Male,"",Total,d,927,150417,4,"",4099,"",153.79639593398198,"",923,149828,4,589,0.43149946062567424,0.3915780796053638
20210710,S92000003,Total,d,0 to 14,"",248,31274,0,"",3,"",0.34892241128647694,"",248,31209,0,65,0,0.20784037858924345
20210710,S92000003,Total,d,0 to 59,"",1669,265302,2,"",523,"",12.890183767684876,"",1659,264053,10,1249,0.5991611743559018,0.47078423833970345
20210710,S92000003,Total,d,15 to 19,"",217,26423,0,"",1,"",0.3544590954203885,"",216,26279,1,144,0.4608294930875576,0.5449797524883624
20210710,S92000003,Total,d,20 to 24,"",232,36473,0,"",5,"",1.463036385714913,"",228,36219,4,254,1.7241379310344827,0.6964055602774655
20210710,S92000003,Total,d,25 to 44,"",681,105204,0,"",70,"",4.890641756997985,"",680,104728,1,476,0.14684287812041116,0.4524542793049694
20210710,S92000003,Total,d,45 to 64,"",340,80706,3,"",802,"",53.647279173216496,"",335,80312,5,394,1.4705882352941178,0.4881917081753525
20210710,S92000003,Total,d,60+,"",155,50937,5,"",7323,"",519.8598089374997,"",153,50645,2,292,1.2903225806451613,0.5732571608064865
20210710,S92000003,Total,d,65 to 74,"",53,14977,0,"",1368,"",233.34237364459298,"",53,14908,0,69,0,0.46070641650530814
