_id,Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
6228,20210415,S08000030,NHS Tayside,10,14541,"","","","","","",0,"",579,"",138.9989196975153,"",11,"",,:,,:,1,10,10,14503,0,38,0,0.2613300323223987,1684,954,730,"",,,
6229,20210415,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,131,99,32,"",,,
6230,20210415,S08000025,NHS Orkney,0,73,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,73,0,0,,0,18,16,2,"",,,
6231,20210415,S08000024,NHS Lothian,20,31129,"","","","","","",1,"",1116,"",122.30271016668677,"",25,"",,:,,:,1,24,19,31041,1,88,5,0.2826945934659,3102,1674,1428,"",12,,
6232,20210415,S08000032,NHS Lanarkshire,41,40710,"","","","","","",1,"",1327,"",200.46528491147504,"",48,"",,:,,:,7,41,41,40604,0,106,0,0.2603782854335544,2965,1425,1540,"",22,,
6233,20210415,S08000022,NHS Highland,6,4981,"","","","","","",0,"",169,"",52.67094683039332,"",10,"",,:,,:,3,7,6,4970,0,11,0,0.22083918891788798,1145,741,404,"",,,
6234,20210415,S08000031,NHS Greater Glasgow and Clyde,63,69307,"","","","","","",0,"",2229,"",188.06317707806014,"",78,"",,:,,:,16,62,62,69142,1,165,1.5873015873015872,0.23807119050023806,4918,2714,2204,"",31,,
6235,20210415,S08000020,NHS Grampian,24,14498,"","","","","","",0,"",459,"",78.38784049184527,"",29,"",,:,,:,4,25,24,14441,0,57,0,0.3931576769209546,2364,1145,1219,"",6,,
6236,20210415,S08000019,NHS Forth Valley,10,12512,"","","","","","",0,"",451,"",147.41934429444646,"",11,"",,:,,:,1,10,10,12466,0,46,0,0.36764705882352944,1109,696,413,"",9,,
6237,20210415,S08000029,NHS Fife,10,11235,"","","","","","",0,"",382,"",102.10354689546413,"",11,"",,:,,:,3,8,10,11208,0,27,0,0.24032042723631508,1487,874,613,"",7,,
6238,20210415,S08000017,NHS Dumfries and Galloway,0,4129,"","","","","","",0,"",143,"",96.43266572257065,"",0,"",,:,,:,,,0,4119,0,10,,0.2421893921046258,557,332,225,"",,,
6239,20210415,S08000016,NHS Borders,0,2765,"","","","","","",0,"",103,"",89.37868795557098,"",1,"",,:,,:,1,0,0,2762,0,3,,0.10849909584086799,282,242,40,"",,,
6240,20210415,S08000015,NHS Ayrshire and Arran,16,16807,"","","","","","",0,"",715,"",194.29875811842712,"",17,"",,:,,:,2,15,16,16750,0,57,0,0.33914440411733204,1007,759,248,"",10,,
6241,20210415,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6242,20210416,S92000003,Scotland,224,223440,"","","","","","",1,"",7694,"",140.7610684229784,"",249,"",10,"",1,"",30,219,222,222830,2,610,0.8928571428571429,0.2730039384174722,17623,9112,8511,"",105,16,6
6243,20210416,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,45,41,4,"",,,
6244,20210416,S08000030,NHS Tayside,15,14556,"","","","","","",1,"",580,"",139.2389869163366,"",16,"",,:,,:,2,14,15,14518,0,38,0,0.26106073097004673,1619,1000,619,"",,,
6245,20210416,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,58,44,14,"",,,
6246,20210416,S08000025,NHS Orkney,0,73,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,73,0,0,,0,35,32,3,"",,,
6247,20210416,S08000024,NHS Lothian,28,31157,"","","","","","",0,"",1116,"",122.30271016668677,"",29,"",,:,,:,5,24,27,31068,1,89,3.5714285714285716,0.28565009468177294,2737,1450,1287,"",10,,
6248,20210416,S08000032,NHS Lanarkshire,62,40772,"","","","","","",0,"",1327,"",200.46528491147504,"",63,"",,:,,:,3,60,62,40666,0,106,0,0.25998234082213284,2711,1076,1635,"",22,,
6249,20210416,S08000022,NHS Highland,2,4983,"","","","","","",0,"",169,"",52.67094683039332,"",0,"",,:,,:,,,2,4972,0,11,0,0.22075055187637968,717,352,365,"",,,
6250,20210416,S08000031,NHS Greater Glasgow and Clyde,59,69366,"","","","","","",0,"",2229,"",188.06317707806014,"",70,"",,:,,:,10,60,58,69200,1,166,1.694915254237288,0.23931032494305568,4038,2237,1801,"",32,5,
6251,20210416,S08000020,NHS Grampian,15,14513,"","","","","","",0,"",459,"",78.38784049184527,"",0,"",,:,,:,,,15,14456,0,57,0,0.39275132639702337,1951,733,1218,"",5,,
6252,20210416,S08000019,NHS Forth Valley,14,12526,"","","","","","",0,"",451,"",147.41934429444646,"",15,"",,:,,:,3,12,14,12480,0,46,0,0.36723614881047423,994,517,477,"",8,,
6253,20210416,S08000029,NHS Fife,12,11247,"","","","","","",0,"",382,"",102.10354689546413,"",14,"",,:,,:,4,10,12,11220,0,27,0,0.240064017071219,1064,571,493,"",7,,
6254,20210416,S08000017,NHS Dumfries and Galloway,1,4130,"","","","","","",0,"",143,"",96.43266572257065,"",1,"",,:,,:,1,0,1,4120,0,10,0,0.24213075060532688,465,245,220,"",,,
6255,20210416,S08000016,NHS Borders,0,2765,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2762,0,3,,0.10849909584086799,256,186,70,"",,,
6256,20210416,S08000015,NHS Ayrshire and Arran,16,16823,"","","","","","",0,"",715,"",194.29875811842712,"",16,"",,:,,:,2,14,16,16766,0,57,0,0.3388218510372704,862,619,243,"",10,,
6257,20210416,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6258,20210417,S92000003,Scotland,204,223644,"","","","","","",1,"",7695,"",140.77936333699233,"",228,"",8,"",2,"",27,201,202,223032,2,612,0.9803921568627451,0.2736491924665987,9548,4602,4946,"",104,14,6
6259,20210417,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,35,35,0,"",,,
6260,20210417,S08000030,NHS Tayside,21,14577,"","","","","","",0,"",580,"",139.2389869163366,"",22,"",,:,,:,3,19,21,14539,0,38,0,0.2606846401865953,661,285,376,"",,,
6261,20210417,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,20,19,1,"",,,
6262,20210417,S08000025,NHS Orkney,0,73,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,73,0,0,,0,10,10,0,"",,,
6263,20210417,S08000024,NHS Lothian,34,31191,"","","","","","",0,"",1116,"",122.30271016668677,"",35,"",,:,,:,1,34,34,31102,0,89,0,0.28533871950242057,1591,761,830,"",10,,
6264,20210417,S08000032,NHS Lanarkshire,44,40816,"","","","","","",0,"",1327,"",200.46528491147504,"",50,"",,:,,:,2,48,44,40710,0,106,0,0.25970207761662095,1394,490,904,"",22,,
6265,20210417,S08000022,NHS Highland,6,4989,"","","","","","",0,"",169,"",52.67094683039332,"",6,"",,:,,:,1,5,6,4978,0,11,0,0.220485067147725,399,165,234,"",,,
6266,20210417,S08000031,NHS Greater Glasgow and Clyde,49,69415,"","","","","","",0,"",2229,"",188.06317707806014,"",59,"",,:,,:,10,49,48,69248,1,167,2.0408163265306123,0.24058200677087085,2461,1243,1218,"",31,,
6267,20210417,S08000020,NHS Grampian,17,14530,"","","","","","",1,"",460,"",78.55862010075997,"",18,"",,:,,:,4,14,17,14473,0,57,0,0.3922918100481762,903,374,529,"",5,,
6268,20210417,S08000019,NHS Forth Valley,8,12534,"","","","","","",0,"",451,"",147.41934429444646,"",8,"",,:,,:,1,7,8,12488,0,46,0,0.3670017552257859,480,258,222,"",10,,
6269,20210417,S08000029,NHS Fife,12,11259,"","","","","","",0,"",382,"",102.10354689546413,"",14,"",,:,,:,1,13,12,11232,0,27,0,0.23980815347721823,678,332,346,"",7,,
6270,20210417,S08000017,NHS Dumfries and Galloway,1,4131,"","","","","","",0,"",143,"",96.43266572257065,"",2,"",,:,,:,1,1,1,4121,0,10,0,0.2420721374969741,274,174,100,"",,,
6271,20210417,S08000016,NHS Borders,1,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,1,2763,0,3,0,0.10845986984815618,79,56,23,"",,,
6272,20210417,S08000015,NHS Ayrshire and Arran,11,16834,"","","","","","",0,"",715,"",194.29875811842712,"",13,"",,:,,:,3,10,10,16776,1,58,9.090909090909092,0.34454081026494,540,400,140,"",10,,
6273,20210417,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6274,20210418,S92000003,Scotland,175,223819,"","","","","","",0,"",7695,"",140.77936333699233,"",207,"",9,"",0,"",24,183,175,223207,0,612,0,0.2734352311465961,10133,5960,4173,"",104,14,6
6275,20210418,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,31,30,1,"",,,
6276,20210418,S08000030,NHS Tayside,9,14586,"","","","","","",0,"",580,"",139.2389869163366,"",12,"",,:,,:,2,10,9,14548,0,38,0,0.26052378993555464,649,388,261,"",,,
6277,20210418,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,57,37,20,"",,,
6278,20210418,S08000025,NHS Orkney,0,73,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,73,0,0,,0,22,22,0,"",,,
6279,20210418,S08000024,NHS Lothian,27,31218,"","","","","","",0,"",1116,"",122.30271016668677,"",29,"",,:,,:,1,28,27,31129,0,89,0,0.28509193414055994,1621,838,783,"",6,,
6280,20210418,S08000032,NHS Lanarkshire,42,40858,"","","","","","",0,"",1327,"",200.46528491147504,"",48,"",,:,,:,5,43,42,40752,0,106,0,0.25943511674580255,1478,686,792,"",24,,
6281,20210418,S08000022,NHS Highland,0,4989,"","","","","","",0,"",169,"",52.67094683039332,"",0,"",,:,,:,,,0,4978,0,11,,0.220485067147725,411,269,142,"",,,
6282,20210418,S08000031,NHS Greater Glasgow and Clyde,45,69460,"","","","","","",0,"",2229,"",188.06317707806014,"",58,"",,:,,:,14,44,45,69293,0,167,0,0.24042614454362224,2539,1410,1129,"",36,,
6283,20210418,S08000020,NHS Grampian,19,14549,"","","","","","",0,"",460,"",78.55862010075997,"",0,"",,:,,:,,,19,14492,0,57,0,0.39177950374596193,927,543,384,"",6,,
6284,20210418,S08000019,NHS Forth Valley,11,12545,"","","","","","",0,"",451,"",147.41934429444646,"",0,"",,:,,:,,,11,12499,0,46,0,0.36667995217218013,672,475,197,"",11,,
6285,20210418,S08000029,NHS Fife,7,11266,"","","","","","",0,"",382,"",102.10354689546413,"",8,"",,:,,:,1,7,7,11239,0,27,0,0.23965915142907865,699,483,216,"",6,,
6286,20210418,S08000017,NHS Dumfries and Galloway,0,4131,"","","","","","",0,"",143,"",96.43266572257065,"",0,"",,:,,:,,,0,4121,0,10,,0.2420721374969741,311,265,46,"",,,
6287,20210418,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,108,93,15,"",,,
6288,20210418,S08000015,NHS Ayrshire and Arran,15,16849,"","","","","","",0,"",715,"",194.29875811842712,"",16,"",,:,,:,1,15,15,16791,0,58,0,0.3442340791738382,588,415,173,"",7,,
6289,20210418,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6290,20210419,S92000003,Scotland,268,224087,"","","","","","",1,"",7696,"",140.79765825100623,"",300,"",10,"",2,"",39,261,264,223471,4,616,1.492537313432836,0.2748932334316582,24474,18442,6032,"",106,13,7
6291,20210419,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",3,"",,:,,:,3,0,0,295,0,0,,0,120,120,0,"",,,
6292,20210419,S08000030,NHS Tayside,13,14599,"","","","","","",1,"",581,"",139.47905413515784,"",16,"",,:,,:,5,11,12,14560,1,39,7.6923076923076925,0.26714158504007124,1836,1401,435,"",,,
6293,20210419,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,179,156,23,"",,,
6294,20210419,S08000025,NHS Orkney,0,73,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,73,0,0,,0,94,92,2,"",,,
6295,20210419,S08000024,NHS Lothian,29,31247,"","","","","","",0,"",1116,"",122.30271016668677,"",31,"",,:,,:,8,23,29,31158,0,89,0,0.2848273434249688,3761,2764,997,"",8,,
6296,20210419,S08000032,NHS Lanarkshire,63,40921,"","","","","","",0,"",1327,"",200.46528491147504,"",66,"",,:,,:,5,61,63,40815,0,106,0,0.2590357029398109,3124,2333,791,"",23,,
6297,20210419,S08000022,NHS Highland,6,4995,"","","","","","",0,"",169,"",52.67094683039332,"",7,"",,:,,:,1,6,6,4984,0,11,0,0.22022022022022023,1506,1202,304,"",,,
6298,20210419,S08000031,NHS Greater Glasgow and Clyde,65,69525,"","","","","","",0,"",2229,"",188.06317707806014,"",74,"",,:,,:,11,63,63,69356,2,169,3.076923076923077,0.2430780294857965,5088,3739,1349,"",38,,
6299,20210419,S08000020,NHS Grampian,26,14575,"","","","","","",0,"",460,"",78.55862010075997,"",29,"",,:,,:,1,28,25,14517,1,58,3.8461538461538463,0.3979416809605489,3031,2278,753,"",6,,
6300,20210419,S08000019,NHS Forth Valley,15,12560,"","","","","","",0,"",451,"",147.41934429444646,"",16,"",,:,,:,2,14,15,12514,0,46,0,0.3662420382165605,1531,1182,349,"",9,,
6301,20210419,S08000029,NHS Fife,17,11283,"","","","","","",0,"",382,"",102.10354689546413,"",19,"",,:,,:,1,18,17,11256,0,27,0,0.23929805902685455,1694,1169,525,"",6,,
6302,20210419,S08000017,NHS Dumfries and Galloway,1,4132,"","","","","","",0,"",143,"",96.43266572257065,"",0,"",,:,,:,,,1,4122,0,10,0,0.2420135527589545,512,403,109,"",,,
6303,20210419,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,365,298,67,"",,,
6304,20210419,S08000015,NHS Ayrshire and Arran,33,16882,"","","","","","",0,"",715,"",194.29875811842712,"",38,"",,:,,:,2,36,33,16824,0,58,0,0.34356118943253167,1570,1290,280,"",7,,
6305,20210419,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6306,20210420,S92000003,Scotland,247,224334,"","","","","","",1,"",7697,"",140.81595316502012,"",261,"",9,"",0,"",35,226,242,223713,5,621,2.0242914979757085,0.276819385380727,24257,19084,5173,"",107,14,7
6307,20210420,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,129,129,0,"",,,
6308,20210420,S08000030,NHS Tayside,16,14615,"","","","","","",1,"",582,"",139.71912135397912,"",17,"",,:,,:,5,12,15,14575,1,40,6.25,0.2736914129319193,1889,1598,291,"",,,
6309,20210420,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,113,97,16,"",,,
6310,20210420,S08000025,NHS Orkney,1,74,"","","","","","",0,"",3,"",13.392857142857144,"",1,"",,:,,:,1,0,1,74,0,0,0,0,54,49,5,"",,,
6311,20210420,S08000024,NHS Lothian,40,31287,"","","","","","",0,"",1116,"",122.30271016668677,"",42,"",,:,,:,11,31,39,31197,1,90,2.5,0.2876594112570716,3501,2507,994,"",10,,
6312,20210420,S08000032,NHS Lanarkshire,41,40962,"","","","","","",0,"",1327,"",200.46528491147504,"",0,"",,:,,:,,,40,40855,1,107,2.4390243902439024,0.2612177139788096,2941,2239,702,"",24,,
6313,20210420,S08000022,NHS Highland,1,4996,"","","","","","",0,"",169,"",52.67094683039332,"",0,"",,:,,:,,,1,4985,0,11,0,0.2201761409127302,1336,1151,185,"",,,
6314,20210420,S08000031,NHS Greater Glasgow and Clyde,66,69591,"","","","","","",0,"",2229,"",188.06317707806014,"",73,"",,:,,:,8,65,64,69420,2,171,3.0303030303030303,0.24572142949519335,5243,3845,1398,"",36,,
6315,20210420,S08000020,NHS Grampian,17,14592,"","","","","","",0,"",460,"",78.55862010075997,"",18,"",,:,,:,2,16,17,14534,0,58,0,0.39747807017543857,2698,2152,546,"",6,,
6316,20210420,S08000019,NHS Forth Valley,17,12577,"","","","","","",0,"",451,"",147.41934429444646,"",19,"",,:,,:,3,16,17,12531,0,46,0,0.36574699848930586,1453,1144,309,"",9,,
6317,20210420,S08000029,NHS Fife,19,11302,"","","","","","",0,"",382,"",102.10354689546413,"",19,"",,:,,:,1,18,19,11275,0,27,0,0.23889577066006015,1733,1445,288,"",5,,
6318,20210420,S08000017,NHS Dumfries and Galloway,2,4134,"","","","","","",0,"",143,"",96.43266572257065,"",2,"",,:,,:,1,1,2,4124,0,10,0,0.24189646831156264,768,704,64,"",,,
6319,20210420,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,399,350,49,"",,,
6320,20210420,S08000015,NHS Ayrshire and Arran,27,16909,"","","","","","",0,"",715,"",194.29875811842712,"",27,"",,:,,:,3,24,27,16851,0,58,0,0.3430125968419185,1950,1650,300,"",7,,
6321,20210420,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6322,20210421,S92000003,Scotland,237,224571,"","","","","","",3,"",7700,"",140.87083790706183,"",265,"",8,"",1,"",38,227,237,223950,0,621,0,0.2765272452810024,19328,14135,5193,"",93,12,7
6323,20210421,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,118,117,1,"",,,
6324,20210421,S08000030,NHS Tayside,9,14624,"","","","","","",0,"",582,"",139.71912135397912,"",10,"",,:,,:,2,8,9,14584,0,40,0,0.2735229759299781,1720,1312,408,"",,,
6325,20210421,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,92,67,25,"",,,
6326,20210421,S08000025,NHS Orkney,0,74,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,74,0,0,,0,75,73,2,"",,,
6327,20210421,S08000024,NHS Lothian,28,31315,"","","","","","",0,"",1116,"",122.30271016668677,"",32,"",,:,,:,2,30,28,31225,0,90,0,0.2874022034168929,2789,1893,896,"",10,,
6328,20210421,S08000032,NHS Lanarkshire,58,41020,"","","","","","",1,"",1328,"",200.6163514411747,"",64,"",,:,,:,11,53,58,40913,0,107,0,0.26084836665041444,2286,1580,706,"",20,,
6329,20210421,S08000022,NHS Highland,5,5001,"","","","","","",0,"",169,"",52.67094683039332,"",6,"",,:,,:,1,5,5,4990,0,11,0,0.21995600879824034,1095,912,183,"",,,
6330,20210421,S08000031,NHS Greater Glasgow and Clyde,60,69651,"","","","","","",2,"",2231,"",188.2319192737336,"",66,"",,:,,:,8,58,60,69480,0,171,0,0.24550975578240083,4555,3247,1308,"",31,,
6331,20210421,S08000020,NHS Grampian,13,14605,"","","","","","",0,"",460,"",78.55862010075997,"",17,"",,:,,:,6,11,13,14547,0,58,0,0.39712427250941457,2156,1656,500,"",6,,
6332,20210421,S08000019,NHS Forth Valley,15,12592,"","","","","","",0,"",451,"",147.41934429444646,"",17,"",,:,,:,2,15,15,12546,0,46,0,0.3653113087674714,1139,817,322,"",9,,
6333,20210421,S08000029,NHS Fife,19,11321,"","","","","","",0,"",382,"",102.10354689546413,"",22,"",,:,,:,3,19,19,11294,0,27,0,0.23849483261196008,1155,790,365,"",,,
6334,20210421,S08000017,NHS Dumfries and Galloway,3,4137,"","","","","","",0,"",143,"",96.43266572257065,"",3,"",,:,,:,1,2,3,4127,0,10,0,0.24172105390379503,564,483,81,"",,,
6335,20210421,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,320,239,81,"",,,
6336,20210421,S08000015,NHS Ayrshire and Arran,27,16936,"","","","","","",0,"",715,"",194.29875811842712,"",28,"",,:,,:,2,26,27,16878,0,58,0,0.3424657534246575,1217,933,284,"",6,,
6337,20210421,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6338,20210422,S92000003,Scotland,236,224807,"","","","","","",0,"",7700,"",140.87083790706183,"",271,"",10,"",1,"",38,233,231,224181,5,626,2.1186440677966103,0.2784610799485781,21068,11558,9510,"",93,12,7
6339,20210422,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,83,80,3,"",,,
6340,20210422,S08000030,NHS Tayside,20,14644,"","","","","","",0,"",582,"",139.71912135397912,"",22,"",,:,,:,4,18,20,14604,0,40,0,0.27314941272876264,1693,859,834,"",,,
6341,20210422,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,67,42,25,"",,,
6342,20210422,S08000025,NHS Orkney,1,75,"","","","","","",0,"",3,"",13.392857142857144,"",1,"",,:,,:,1,0,1,75,0,0,0,0,23,20,3,"",,,
6343,20210422,S08000024,NHS Lothian,33,31348,"","","","","","",0,"",1116,"",122.30271016668677,"",35,"",,:,,:,5,30,31,31256,2,92,6.0606060606060606,0.2934796478244226,3489,1958,1531,"",9,,
6344,20210422,S08000032,NHS Lanarkshire,34,41054,"","","","","","",0,"",1328,"",200.6163514411747,"",36,"",,:,,:,3,33,34,40947,0,107,0,0.2606323378964291,2897,1319,1578,"",23,,
6345,20210422,S08000022,NHS Highland,1,5002,"","","","","","",0,"",169,"",52.67094683039332,"",0,"",,:,,:,,,1,4991,0,11,0,0.21991203518592564,1011,613,398,"",,,
6346,20210422,S08000031,NHS Greater Glasgow and Clyde,70,69721,"","","","","","",0,"",2231,"",188.2319192737336,"",85,"",,:,,:,12,73,67,69547,3,174,4.285714285714286,0.24956612785244045,4700,2561,2139,"",35,,
6347,20210422,S08000020,NHS Grampian,15,14620,"","","","","","",0,"",460,"",78.55862010075997,"",17,"",,:,,:,4,13,15,14562,0,58,0,0.3967168262653899,2507,1327,1180,"",5,,
6348,20210422,S08000019,NHS Forth Valley,9,12601,"","","","","","",0,"",451,"",147.41934429444646,"",10,"",,:,,:,2,8,9,12555,0,46,0,0.3650503928259662,1179,697,482,"",6,,
6349,20210422,S08000029,NHS Fife,29,11350,"","","","","","",0,"",382,"",102.10354689546413,"",30,"",,:,,:,2,28,29,11323,0,27,0,0.23788546255506607,1389,785,604,"",,,
6350,20210422,S08000017,NHS Dumfries and Galloway,6,4143,"","","","","","",0,"",143,"",96.43266572257065,"",6,"",,:,,:,3,3,6,4133,0,10,0,0.24137098720733768,545,300,245,"",,,
6351,20210422,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,278,235,43,"",,,
6352,20210422,S08000015,NHS Ayrshire and Arran,18,16954,"","","","","","",0,"",715,"",194.29875811842712,"",28,"",,:,,:,2,26,18,16896,0,58,0,0.3421021587825882,1141,754,387,"",5,,
6353,20210422,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6354,20210423,S92000003,Scotland,196,225003,"","","","","","",2,"",7702,"",140.90742773508964,"",214,"",13,"",1,"",27,187,188,224369,8,634,4.081632653061225,0.2817740207908339,18241,9525,8716,"",94,12,7
6355,20210423,S08000028,NHS Western Isles,0,295,"","","","","","",0,"",8,"",30.18867924528302,"",0,"",,:,,:,,,0,295,0,0,,0,50,48,2,"",,,
6356,20210423,S08000030,NHS Tayside,14,14658,"","","","","","",0,"",582,"",139.71912135397912,"",0,"",,:,,:,,,14,14618,0,40,0,0.27288852503752214,1766,1143,623,"",,,
6357,20210423,S08000026,NHS Shetland,0,234,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,234,0,0,,0,67,46,21,"",,,
6358,20210423,S08000025,NHS Orkney,0,75,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,75,0,0,,0,25,23,2,"",,,
6359,20210423,S08000024,NHS Lothian,27,31375,"","","","","","",0,"",1116,"",122.30271016668677,"",0,"",,:,,:,,,26,31282,1,93,3.7037037037037037,0.2964143426294821,2625,1364,1261,"",12,,
6360,20210423,S08000032,NHS Lanarkshire,34,41088,"","","","","","",1,"",1329,"",200.76741797087436,"",39,"",,:,,:,8,31,32,40979,2,109,5.882352941176471,0.2652842679127726,2845,1210,1635,"",22,,
6361,20210423,S08000022,NHS Highland,5,5007,"","","","","","",0,"",169,"",52.67094683039332,"",0,"",,:,,:,,,5,4996,0,11,0,0.21969243059716398,747,367,380,"",,,
6362,20210423,S08000031,NHS Greater Glasgow and Clyde,69,69790,"","","","","","",1,"",2232,"",188.31629037157032,"",78,"",,:,,:,12,66,66,69613,3,177,4.3478260869565215,0.25361799684768593,3963,2144,1819,"",34,,
6363,20210423,S08000020,NHS Grampian,10,14630,"","","","","","",0,"",460,"",78.55862010075997,"",10,"",,:,,:,1,9,9,14571,1,59,10,0.4032809295967191,2072,876,1196,"",5,,
6364,20210423,S08000019,NHS Forth Valley,4,12605,"","","","","","",0,"",451,"",147.41934429444646,"",5,"",,:,,:,2,3,4,12559,0,46,0,0.3649345497818326,1149,659,490,"",7,,
6365,20210423,S08000029,NHS Fife,8,11358,"","","","","","",0,"",382,"",102.10354689546413,"",9,"",,:,,:,1,8,8,11331,0,27,0,0.23771790808240886,1098,582,516,"",5,,
6366,20210423,S08000017,NHS Dumfries and Galloway,9,4152,"","","","","","",0,"",143,"",96.43266572257065,"",9,"",,:,,:,1,8,9,4142,0,10,0,0.24084778420038536,555,234,321,"",,,
6367,20210423,S08000016,NHS Borders,0,2766,"","","","","","",0,"",103,"",89.37868795557098,"",0,"",,:,,:,,,0,2763,0,3,,0.10845986984815618,260,209,51,"",,,
6368,20210423,S08000015,NHS Ayrshire and Arran,16,16970,"","","","","","",0,"",715,"",194.29875811842712,"",17,"",,:,,:,2,15,15,16911,1,59,6.25,0.34767236299351795,985,618,367,"",5,,
6369,20210423,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
6370,20210424,S92000003,Scotland,153,225156,"","","","","","",0,"",7702,"",140.90742773508964,"",173,"",6,"",2,"",23,150,150,224519,3,637,1.9607843137254901,0.28291495674110395,9772,4893,4879,"",89,12,8
