_id,Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
5040,20210130,S08000015,NHS Ayrshire and Arran,65,13514,"","","","","","",3,"",592,"",160.87393679176063,"",67,"",,:,,:,14,53,65,13488,0,26,0,0.19239307384934143,755,474,281,"",233,15,
5041,20210130,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5042,20210131,S92000003,Scotland,810,180755,"","","","","","",48,"",6540,"",119.64873765093304,"",966,"",77,"",12,"",240,726,808,180428,2,327,0.24691358024691357,0.1809078587037703,9806,5019,4787,"",1958,143,14
5043,20210131,S08000028,NHS Western Isles,4,197,"","","","","","",1,"",4,"",15.09433962264151,"",4,"",,:,,:,4,0,4,197,0,0,0,0,43,43,0,"",5,,
5044,20210131,S08000030,NHS Tayside,57,12156,"","","","","","",3,"",500,"",120.03360941063498,"",62,"",,:,,:,12,50,57,12136,0,20,0,0.16452780519907864,706,409,297,"",121,10,
5045,20210131,S08000026,NHS Shetland,0,210,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,210,0,0,,0,55,27,28,"",,,
5046,20210131,S08000025,NHS Orkney,0,63,"","","","","","",0,"",2,"",8.928571428571429,"",0,"",,:,,:,,,0,63,0,0,,0,17,11,6,"",,,
5047,20210131,S08000024,NHS Lothian,82,24513,"","","","","","",6,"",990,"",108.49433966399631,"",104,"",,:,,:,31,73,82,24466,0,47,0,0.19173499775629257,1411,803,608,"",243,15,
5048,20210131,S08000032,NHS Lanarkshire,144,33237,"","","","","","",8,"",1112,"",167.98598102604387,"",176,"",,:,,:,38,138,144,33180,0,57,0,0.17149562234858742,1182,439,743,"",354,22,
5049,20210131,S08000022,NHS Highland,21,3887,"","","","","","",1,"",132,"",41.13943776101727,"",24,"",,:,,:,6,18,21,3882,0,5,0,0.12863390789812196,390,237,153,"",33,6,
5050,20210131,S08000031,NHS Greater Glasgow and Clyde,248,56875,"","","","","","",10,"",1901,"",160.38945698761432,"",309,"",,:,,:,76,233,248,56792,0,83,0,0.14593406593406594,2573,1164,1409,"",542,40,
5051,20210131,S08000020,NHS Grampian,41,12249,"","","","","","",1,"",414,"",70.70275809068397,"",45,"",,:,,:,10,35,41,12214,0,35,0,0.2857376112335701,656,393,263,"",86,8,
5052,20210131,S08000019,NHS Forth Valley,73,8564,"","","","","","",6,"",321,"",104.92596345569248,"",80,"",,:,,:,15,65,71,8533,2,31,2.73972602739726,0.3619803829985988,985,535,450,"",136,10,
5053,20210131,S08000029,NHS Fife,36,8993,"","","","","","",3,"",342,"",91.41207601635794,"",41,"",,:,,:,11,30,36,8977,0,16,0,0.17791615701100857,536,248,288,"",97,,
5054,20210131,S08000017,NHS Dumfries and Galloway,16,3675,"","","","","","",1,"",124,"",83.61993391327803,"",19,"",,:,,:,6,13,16,3670,0,5,0,0.1360544217687075,261,148,113,"",64,11,
5055,20210131,S08000016,NHS Borders,14,2548,"","","","","","",1,"",90,"",78.09788267962513,"",17,"",,:,,:,3,14,14,2546,0,2,0,0.07849293563579278,199,80,119,"",31,,
5056,20210131,S08000015,NHS Ayrshire and Arran,74,13588,"","","","","","",7,"",599,"",162.77616239571728,"",81,"",,:,,:,28,53,74,13562,0,26,0,0.19134530468060054,768,480,288,"",243,15,
5057,20210131,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5058,20210201,S92000003,Scotland,1104,181859,"","","","","","",43,"",6583,"",120.43541895353093,"",1302,"",99,"",9,"",325,977,1095,181523,9,336,0.8152173913043478,0.18475852171187568,24555,15672,8883,"",1934,140,15
5059,20210201,S08000028,NHS Western Isles,7,204,"","","","","","",0,"",4,"",15.09433962264151,"",7,"",,:,,:,7,0,7,204,0,0,0,0,164,164,0,"",7,,
5060,20210201,S08000030,NHS Tayside,74,12230,"","","","","","",8,"",508,"",121.95414716120514,"",92,"",,:,,:,26,66,73,12209,1,21,1.3513513513513513,0.17170891251022077,1575,1038,537,"",114,10,
5061,20210201,S08000026,NHS Shetland,0,210,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,210,0,0,,0,202,174,28,"",,,
5062,20210201,S08000025,NHS Orkney,0,63,"","","","","","",0,"",2,"",8.928571428571429,"",0,"",,:,,:,,,0,63,0,0,,0,82,81,1,"",,,
5063,20210201,S08000024,NHS Lothian,95,24608,"","","","","","",5,"",995,"",109.04229087442054,"",113,"",,:,,:,25,88,95,24561,0,47,0,0.19099479843953185,3739,2385,1354,"",238,12,
5064,20210201,S08000032,NHS Lanarkshire,186,33423,"","","","","","",6,"",1118,"",168.89238020424193,"",234,"",,:,,:,59,175,185,33365,1,58,0.5376344086021505,0.17353319570355744,3105,1775,1330,"",348,22,
5065,20210201,S08000022,NHS Highland,47,3934,"","","","","","",1,"",133,"",41.4511001682977,"",53,"",,:,,:,14,39,47,3929,0,5,0,0.12709710218607015,1221,567,654,"",33,8,
5066,20210201,S08000031,NHS Greater Glasgow and Clyde,369,57244,"","","","","","",13,"",1914,"",161.48628125949173,"",430,"",,:,,:,83,347,365,57157,4,87,1.084010840108401,0.15198099364125497,5820,3738,2082,"",538,42,
5067,20210201,S08000020,NHS Grampian,71,12320,"","","","","","",1,"",415,"",70.87353769959867,"",79,"",,:,,:,31,48,70,12284,1,36,1.408450704225352,0.2922077922077922,2439,1803,636,"",89,10,
5068,20210201,S08000019,NHS Forth Valley,105,8669,"","","","","","",2,"",323,"",105.57970777628869,"",120,"",,:,,:,32,88,104,8637,1,32,0.9523809523809523,0.36913138770331066,1853,1187,666,"",142,9,
5069,20210201,S08000029,NHS Fife,43,9036,"","","","","","",0,"",342,"",91.41207601635794,"",44,"",,:,,:,6,38,43,9020,0,16,0,0.17706949977866313,1432,912,520,"",101,,
5070,20210201,S08000017,NHS Dumfries and Galloway,13,3688,"","","","","","",3,"",127,"",85.64299683053476,"",22,"",,:,,:,11,11,13,3683,0,5,0,0.13557483731019523,622,480,142,"",61,6,
5071,20210201,S08000016,NHS Borders,6,2554,"","","","","","",0,"",90,"",78.09788267962513,"",8,"",,:,,:,3,5,6,2552,0,2,0,0.07830853563038372,504,270,234,"",30,,
5072,20210201,S08000015,NHS Ayrshire and Arran,88,13676,"","","","","","",4,"",603,"",163.86314845512106,"",96,"",,:,,:,28,68,87,13649,1,27,1.1363636363636365,0.1974261479964902,1697,1090,607,"",230,15,
5073,20210201,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5074,20210202,S92000003,Scotland,1051,182910,"","","","","","",44,"",6627,"",121.2403951701427,"",1246,"",83,"",11,"",348,898,1049,182572,2,338,0.19029495718363462,0.1847903340440654,27108,17207,9901,"",1865,131,17
5075,20210202,S08000028,NHS Western Isles,2,206,"","","","","","",0,"",4,"",15.09433962264151,"",2,"",,:,,:,2,0,2,206,0,0,0,0,159,159,0,"",7,,
5076,20210202,S08000030,NHS Tayside,69,12299,"","","","","","",5,"",513,"",123.15448325531148,"",74,"",,:,,:,34,40,69,12278,0,21,0,0.1707455890722823,2288,1687,601,"",110,8,
5077,20210202,S08000026,NHS Shetland,0,210,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,210,0,0,,0,126,87,39,"",,,
5078,20210202,S08000025,NHS Orkney,0,63,"","","","","","",0,"",2,"",8.928571428571429,"",0,"",,:,,:,,,0,63,0,0,,0,81,81,0,"",,,
5079,20210202,S08000024,NHS Lothian,137,24745,"","","","","","",4,"",999,"",109.48065184275993,"",151,"",,:,,:,30,121,137,24698,0,47,0,0.18993736108304707,3961,2252,1709,"",232,15,
5080,20210202,S08000032,NHS Lanarkshire,164,33587,"","","","","","",8,"",1126,"",170.1009124418394,"",209,"",,:,,:,58,151,164,33529,0,58,0,0.1726858606008277,2968,1716,1252,"",334,21,
5081,20210202,S08000022,NHS Highland,52,3986,"","","","","","",2,"",135,"",42.07442498285857,"",60,"",,:,,:,26,34,52,3981,0,5,0,0.1254390366281987,1599,514,1085,"",37,8,
5082,20210202,S08000031,NHS Greater Glasgow and Clyde,278,57522,"","","","","","",12,"",1926,"",162.49873443353243,"",341,"",,:,,:,71,270,278,57435,0,87,0,0.15124647960780224,6029,3953,2076,"",516,38,
5083,20210202,S08000020,NHS Grampian,77,12397,"","","","","","",1,"",416,"",71.04431730851336,"",89,"",,:,,:,36,53,77,12361,0,36,0,0.2903928369766879,2906,2333,573,"",79,10,
5084,20210202,S08000019,NHS Forth Valley,119,8788,"","","","","","",4,"",327,"",106.88719641748112,"",136,"",,:,,:,32,104,119,8756,0,32,0,0.36413290851160673,1809,1155,654,"",142,8,
5085,20210202,S08000029,NHS Fife,51,9087,"","","","","","",2,"",344,"",91.94664956031326,"",57,"",,:,,:,11,46,51,9071,0,16,0,0.17607571255639926,1634,823,811,"",94,,
5086,20210202,S08000017,NHS Dumfries and Galloway,16,3704,"","","","","","",2,"",129,"",86.99170544203925,"",20,"",,:,,:,8,12,16,3699,0,5,0,0.13498920086393087,784,590,194,"",58,6,
5087,20210202,S08000016,NHS Borders,14,2568,"","","","","","",1,"",91,"",78.96563693162096,"",21,"",,:,,:,9,12,14,2566,0,2,0,0.0778816199376947,559,267,292,"",25,,
5088,20210202,S08000015,NHS Ayrshire and Arran,72,13748,"","","","","","",3,"",606,"",164.6783879996739,"",81,"",,:,,:,31,50,70,13719,2,29,2.7777777777777777,0.21093977305789932,2009,1481,528,"",229,14,
5089,20210202,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5090,20210203,S92000003,Scotland,939,183849,"","","","","","",48,"",6675,"",122.11855104281008,"",1107,"",74,"",5,"",281,826,930,183502,9,347,0.9584664536741214,0.18874184792955087,21782,13182,8600,"",1812,127,20
5091,20210203,S08000028,NHS Western Isles,5,211,"","","","","","",0,"",4,"",15.09433962264151,"",5,"",,:,,:,5,0,5,211,0,0,0,0,187,161,26,"",8,,
5092,20210203,S08000030,NHS Tayside,60,12359,"","","","","","",3,"",516,"",123.87468491177529,"",70,"",,:,,:,12,58,60,12338,0,21,0,0.16991665992394206,1406,845,561,"",103,9,
5093,20210203,S08000026,NHS Shetland,0,210,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,210,0,0,,0,85,73,12,"",,,
5094,20210203,S08000025,NHS Orkney,0,63,"","","","","","",1,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,63,0,0,,0,107,107,0,"",,,
5095,20210203,S08000024,NHS Lothian,129,24874,"","","","","","",1,"",1000,"",109.59024208484476,"",143,"",,:,,:,29,114,126,24824,3,50,2.3255813953488373,0.20101310605451475,3007,1670,1337,"",233,15,
5096,20210203,S08000032,NHS Lanarkshire,161,33748,"","","","","","",8,"",1134,"",171.30944467943684,"",202,"",,:,,:,52,150,157,33686,4,62,2.484472049689441,0.1837145904942515,2838,1548,1290,"",317,20,
5097,20210203,S08000022,NHS Highland,33,4019,"","","","","","",4,"",139,"",43.32107461198031,"",46,"",,:,,:,15,31,33,4014,0,5,0,0.12440905697934809,1268,462,806,"",34,7,
5098,20210203,S08000031,NHS Greater Glasgow and Clyde,300,57822,"","","","","","",12,"",1938,"",163.51118760757316,"",351,"",,:,,:,85,266,300,57735,0,87,0,0.1504617619591159,5461,3376,2085,"",500,35,6
5099,20210203,S08000020,NHS Grampian,47,12444,"","","","","","",4,"",420,"",71.72743574417214,"",54,"",,:,,:,9,45,46,12407,1,37,2.127659574468085,0.2973320475731276,1901,1358,543,"",72,8,
5100,20210203,S08000019,NHS Forth Valley,90,8878,"","","","","","",3,"",330,"",107.86781289837545,"",102,"",,:,,:,32,70,90,8846,0,32,0,0.3604415408875873,1688,1076,612,"",150,9,
5101,20210203,S08000029,NHS Fife,28,9115,"","","","","","",1,"",345,"",92.21393633229091,"",31,"",,:,,:,8,23,28,9099,0,16,0,0.1755348326933626,1192,699,493,"",98,,
5102,20210203,S08000017,NHS Dumfries and Galloway,11,3715,"","","","","","",2,"",131,"",88.340414053543725,"",14,"",,:,,:,3,11,11,3710,0,5,0,0.13458950201884254,655,524,131,"",54,6,
5103,20210203,S08000016,NHS Borders,8,2576,"","","","","","",1,"",92,"",79.8333911836168,"",12,"",,:,,:,8,4,8,2574,0,2,0,0.07763975155279502,370,189,181,"",22,,
5104,20210203,S08000015,NHS Ayrshire and Arran,67,13815,"","","","","","",8,"",614,"",166.85236011848147,"",71,"",,:,,:,23,48,66,13785,1,30,1.492537313432836,0.21715526601520088,1440,1014,426,"",221,14,
5105,20210203,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5106,20210204,S92000003,Scotland,901,184750,"","","","","","",32,"",6707,"",122.70398829125503,"",1073,"",85,"",7,"",273,800,899,184401,2,349,0.22197558268590456,0.1889039242219215,20883,11210,9673,"",1794,123,20
5107,20210204,S08000028,NHS Western Isles,7,218,"","","","","","",0,"",4,"",15.09433962264151,"",7,"",,:,,:,7,0,7,218,0,0,0,0,138,138,0,"",8,,
5108,20210204,S08000030,NHS Tayside,59,12418,"","","","","","",2,"",518,"",124.35481934941782,"",65,"",,:,,:,17,48,59,12397,0,21,0,0.16910935738444194,1732,1158,574,"",98,9,
5109,20210204,S08000026,NHS Shetland,1,211,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,1,211,0,0,0,0,91,56,35,"",,,
5110,20210204,S08000025,NHS Orkney,0,63,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,63,0,0,,0,10,10,0,"",,,
5111,20210204,S08000024,NHS Lothian,122,24996,"","","","","","",1,"",1001,"",109.69983232692962,"",146,"",,:,,:,27,119,122,24946,0,50,0,0.20003200512081934,3319,1537,1782,"",235,15,
5112,20210204,S08000032,NHS Lanarkshire,139,33887,"","","","","","",9,"",1143,"",172.66904344673395,"",166,"",,:,,:,38,128,139,33825,0,62,0,0.18296101749933602,2421,1122,1299,"",327,21,
5113,20210204,S08000022,NHS Highland,34,4053,"","","","","","",0,"",139,"",43.32107461198031,"",44,"",,:,,:,19,25,34,4048,0,5,0,0.1233654083395016,1008,385,623,"",33,7,
5114,20210204,S08000031,NHS Greater Glasgow and Clyde,266,58088,"","","","","","",7,"",1945,"",164.1017852924302,"",323,"",,:,,:,78,245,265,58000,1,88,0.37593984962406013,0.15149428453381078,5402,2740,2662,"",504,33,6
5115,20210204,S08000020,NHS Grampian,39,12483,"","","","","","",2,"",422,"",72.06899496200154,"",43,"",,:,,:,15,28,39,12446,0,37,0,0.29640310822718896,1751,1144,607,"",70,6,
5116,20210204,S08000019,NHS Forth Valley,103,8981,"","","","","","",3,"",333,"",108.84842937926976,"",112,"",,:,,:,35,77,103,8949,0,32,0,0.35630776082841553,1607,909,698,"",147,7,
5117,20210204,S08000029,NHS Fife,31,9146,"","","","","","",3,"",348,"",93.01579664822388,"",37,"",,:,,:,5,32,31,9130,0,16,0,0.17493986442160508,1094,616,478,"",91,,
5118,20210204,S08000017,NHS Dumfries and Galloway,26,3741,"","","","","","",0,"",131,"",88.340414053543725,"",30,"",,:,,:,10,20,26,3736,0,5,0,0.13365410318096765,524,316,208,"",51,7,
5119,20210204,S08000016,NHS Borders,11,2587,"","","","","","",1,"",93,"",80.70114543561263,"",20,"",,:,,:,6,14,11,2585,0,2,0,0.07730962504831851,372,240,132,"",19,,
5120,20210204,S08000015,NHS Ayrshire and Arran,63,13878,"","","","","","",4,"",618,"",167.93934617788528,"",72,"",,:,,:,16,56,62,13847,1,31,1.5873015873015872,0.2233751260988615,1363,837,526,"",209,14,5
5121,20210204,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5122,20210205,S92000003,Scotland,940,185690,"","","","","","",44,"",6751,"",123.50896450786682,"",1081,"",82,"",14,"",291,790,935,185336,5,354,0.5319148936170213,0.19064031450266572,17945,9919,8026,"",1729,117,23
5123,20210205,S08000028,NHS Western Isles,5,223,"","","","","","",0,"",4,"",15.09433962264151,"",5,"",,:,,:,5,0,5,223,0,0,0,0,64,63,1,"",9,,
5124,20210205,S08000030,NHS Tayside,71,12489,"","","","","","",4,"",522,"",125.3150882247029,"",82,"",,:,,:,28,54,71,12468,0,21,0,0.16814797021378813,1633,1105,528,"",91,8,
5125,20210205,S08000026,NHS Shetland,0,211,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,211,0,0,,0,51,50,1,"",,,
5126,20210205,S08000025,NHS Orkney,1,64,"","","","","","",0,"",3,"",13.392857142857144,"",1,"",,:,,:,1,0,1,64,0,0,0,0,26,25,1,"",,,
5127,20210205,S08000024,NHS Lothian,108,25104,"","","","","","",9,"",1010,"",110.6861445056932,"",126,"",,:,,:,25,101,107,25053,1,51,0.9259259259259259,0.2031548757170172,2862,1524,1338,"",228,15,
5128,20210205,S08000032,NHS Lanarkshire,212,34099,"","","","","","",7,"",1150,"",173.72650915463169,"",237,"",,:,,:,67,170,211,34036,1,63,0.4716981132075472,0.18475615120678027,2382,1158,1224,"",301,20,
5129,20210205,S08000022,NHS Highland,36,4089,"","","","","","",2,"",141,"",43.944399426541175,"",38,"",,:,,:,12,26,36,4084,0,5,0,0.12227928588897041,646,333,313,"",32,8,
5130,20210205,S08000031,NHS Greater Glasgow and Clyde,222,58310,"","","","","","",6,"",1951,"",164.60801187945057,"",268,"",,:,,:,65,203,220,58220,2,90,0.9009009009009009,0.1543474532670211,4576,2494,2082,"",489,29,7
5131,20210205,S08000020,NHS Grampian,47,12530,"","","","","","",1,"",423,"",72.23977457091624,"",51,"",,:,,:,9,42,46,12492,1,38,2.127659574468085,0.3032721468475658,1319,740,579,"",71,6,
5132,20210205,S08000019,NHS Forth Valley,100,9081,"","","","","","",6,"",339,"",110.8096623410584,"",117,"",,:,,:,38,79,100,9049,0,32,0,0.3523840986675476,1383,725,658,"",156,7,
5133,20210205,S08000029,NHS Fife,30,9176,"","","","","","",1,"",349,"",93.28308342020154,"",33,"",,:,,:,3,30,30,9160,0,16,0,0.17436791630340018,783,369,414,"",90,,
5134,20210205,S08000017,NHS Dumfries and Galloway,19,3760,"","","","","","",2,"",133,"",89.68912266504822,"",22,"",,:,,:,10,12,19,3755,0,5,0,0.13297872340425532,402,263,139,"",44,8,
5135,20210205,S08000016,NHS Borders,6,2593,"","","","","","",1,"",94,"",81.56889968760846,"",9,"",,:,,:,5,4,6,2591,0,2,0,0.07713073659853452,375,250,125,"",18,,
5136,20210205,S08000015,NHS Ayrshire and Arran,83,13961,"","","","","","",5,"",623,"",169.29807875214001,"",85,"",,:,,:,23,62,83,13930,0,31,0,0.22204713129431988,1319,773,546,"",197,12,5
5137,20210205,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5138,20210206,S92000003,Scotland,710,186400,"","","","","","",50,"",6801,"",124.42371020856201,"",814,"",68,"",7,"",154,660,706,186042,4,358,0.5633802816901409,0.19206008583690987,9914,4878,5036,"",1710,108,29
5139,20210206,S08000028,NHS Western Isles,4,227,"","","","","","",0,"",4,"",15.09433962264151,"",4,"",,:,,:,4,0,4,227,0,0,0,0,46,45,1,"",10,,
5140,20210206,S08000030,NHS Tayside,34,12523,"","","","","","",6,"",528,"",126.75549153763053,"",46,"",,:,,:,13,33,34,12502,0,21,0,0.16769144773616546,580,276,304,"",92,7,
5141,20210206,S08000026,NHS Shetland,0,211,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,211,0,0,,0,12,12,0,"",,,
5142,20210206,S08000025,NHS Orkney,0,64,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,64,0,0,,0,14,14,0,"",,,
5143,20210206,S08000024,NHS Lothian,105,25209,"","","","","","",8,"",1018,"",111.56286644237196,"",116,"",,:,,:,17,99,104,25157,1,52,0.9523809523809523,0.2062755365147368,1618,776,842,"",219,12,
5144,20210206,S08000032,NHS Lanarkshire,128,34227,"","","","","","",11,"",1161,"",175.38824098132818,"",145,"",,:,,:,20,125,127,34163,1,64,0.78125,0.18698688170158062,1287,558,729,"",290,19,
5145,20210206,S08000022,NHS Highland,26,4115,"","","","","","",0,"",141,"",43.944399426541175,"",26,"",,:,,:,2,24,26,4110,0,5,0,0.12150668286755771,356,164,192,"",31,7,
5146,20210206,S08000031,NHS Greater Glasgow and Clyde,222,58532,"","","","","","",12,"",1963,"",165.62046505349127,"",253,"",,:,,:,34,219,220,58440,2,92,0.9009009009009009,0.15717897902002323,2588,1141,1447,"",487,30,9
5147,20210206,S08000020,NHS Grampian,35,12565,"","","","","","",3,"",426,"",72.75211339766032,"",41,"",,:,,:,4,37,35,12527,0,38,0,0.3024273776362913,922,470,452,"",66,6,
5148,20210206,S08000019,NHS Forth Valley,48,9129,"","","","","","",5,"",344,"",112.44402314254894,"",53,"",,:,,:,11,42,48,9097,0,32,0,0.3505312739620988,744,386,358,"",159,5,
5149,20210206,S08000029,NHS Fife,22,9198,"","","","","","",3,"",352,"",94.08494373613449,"",25,"",,:,,:,12,13,22,9182,0,16,0,0.17395085888236572,528,301,227,"",90,,
5150,20210206,S08000017,NHS Dumfries and Galloway,24,3784,"","","","","","",0,"",133,"",89.68912266504822,"",27,"",,:,,:,11,16,24,3779,0,5,0,0.1321353065539112,279,175,104,"",44,6,
5151,20210206,S08000016,NHS Borders,3,2596,"","","","","","",0,"",94,"",81.56889968760846,"",5,"",,:,,:,3,2,3,2594,0,2,0,0.07704160246533127,110,66,44,"",17,,
5152,20210206,S08000015,NHS Ayrshire and Arran,59,14020,"","","","","","",2,"",625,"",169.8415717818419,"",72,"",,:,,:,23,49,59,13989,0,31,0,0.2211126961483595,778,464,314,"",202,10,6
5153,20210206,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5154,20210207,S92000003,Scotland,656,187056,"","","","","","",42,"",6843,"",125.19209659714599,"",780,"",72,"",10,"",208,572,654,186696,2,360,0.3048780487804878,0.1924557351809084,9200,4908,4292,"",1672,108,31
5155,20210207,S08000028,NHS Western Isles,0,227,"","","","","","",0,"",4,"",15.09433962264151,"",0,"",,:,,:,,,0,227,0,0,,0,35,35,0,"",10,,
5156,20210207,S08000030,NHS Tayside,30,12553,"","","","","","",3,"",531,"",127.47569319409435,"",34,"",,:,,:,8,26,30,12532,0,21,0,0.16729068748506334,582,346,236,"",94,7,
5157,20210207,S08000026,NHS Shetland,1,212,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,1,212,0,0,0,0,46,26,20,"",,,
5158,20210207,S08000025,NHS Orkney,0,64,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,64,0,0,,0,33,33,0,"",,,
5159,20210207,S08000024,NHS Lothian,80,25289,"","","","","","",4,"",1022,"",112.00122741071134,"",101,"",,:,,:,26,75,80,25237,0,52,0,0.20562299814148444,1335,610,725,"",211,10,
5160,20210207,S08000032,NHS Lanarkshire,118,34345,"","","","","","",6,"",1167,"",176.29464015952624,"",144,"",,:,,:,35,109,118,34281,0,64,0,0.18634444606201775,1261,523,738,"",279,20,
5161,20210207,S08000022,NHS Highland,25,4140,"","","","","","",3,"",144,"",44.87938664838247,"",29,"",,:,,:,6,23,25,4135,0,5,0,0.12077294685990338,349,184,165,"",31,9,
5162,20210207,S08000031,NHS Greater Glasgow and Clyde,201,58733,"","","","","","",13,"",1976,"",166.71728932536868,"",233,"",,:,,:,49,184,200,58640,1,93,0.4975124378109453,0.15834369094035722,2472,1215,1257,"",476,29,9
5163,20210207,S08000020,NHS Grampian,36,12601,"","","","","","",1,"",427,"",72.92289300657502,"",41,"",,:,,:,6,35,36,12563,0,38,0,0.3015633679866677,661,417,244,"",66,6,
5164,20210207,S08000019,NHS Forth Valley,63,9192,"","","","","","",4,"",348,"",113.75151178374138,"",72,"",,:,,:,27,45,63,9160,0,32,0,0.34812880765883375,844,547,297,"",155,,
5165,20210207,S08000029,NHS Fife,23,9221,"","","","","","",3,"",355,"",94.88680405206746,"",29,"",,:,,:,8,21,23,9205,0,16,0,0.17351697212883635,476,268,208,"",90,,
5166,20210207,S08000017,NHS Dumfries and Galloway,12,3796,"","","","","","",0,"",133,"",89.68912266504822,"",15,"",,:,,:,7,8,12,3791,0,5,0,0.13171759747102213,239,152,87,"",42,6,
5167,20210207,S08000016,NHS Borders,7,2603,"","","","","","",1,"",95,"",82.4366539396043,"",11,"",,:,,:,6,5,7,2601,0,2,0,0.0768344218209758,148,88,60,"",17,,
5168,20210207,S08000015,NHS Ayrshire and Arran,60,14080,"","","","","","",4,"",629,"",170.9285578412457,"",70,"",,:,,:,30,40,59,14048,1,32,1.6666666666666667,0.22727272727272727,698,458,240,"",200,11,6
5169,20210207,"",Golden Jubilee National Hospital,,,"","","","","","",,"",,"",,"",,"",,"",,"",,,,,,,,,,,,"",,,
5170,20210208,S92000003,Scotland,992,188048,"","","","","","",40,"",6883,"",125.92389315770217,"",1155,"",56,"",15,"",315,840,991,187687,1,361,0.10080645161290322,0.19197226240108908,23517,15663,7854,"",1618,112,31
5171,20210208,S08000028,NHS Western Isles,4,231,"","","","","","",0,"",4,"",15.09433962264151,"",4,"",,:,,:,4,0,4,231,0,0,0,0,144,144,0,"",10,,
5172,20210208,S08000030,NHS Tayside,39,12592,"","","","","","",2,"",533,"",127.95582763173688,"",47,"",,:,,:,13,34,39,12571,0,21,0,0.1667725540025413,1319,899,420,"",88,7,
5173,20210208,S08000026,NHS Shetland,0,212,"","","","","","",0,"",9,"",39.35286401399213,"",0,"",,:,,:,,,0,212,0,0,,0,196,149,47,"",,,
5174,20210208,S08000025,NHS Orkney,0,64,"","","","","","",0,"",3,"",13.392857142857144,"",0,"",,:,,:,,,0,64,0,0,,0,81,80,1,"",,,
5175,20210208,S08000024,NHS Lothian,125,25414,"","","","","","",4,"",1026,"",112.43958837905073,"",137,"",,:,,:,25,112,125,25362,0,52,0,0.20461163138427638,3660,2297,1363,"",221,12,
5176,20210208,S08000032,NHS Lanarkshire,167,34512,"","","","","","",11,"",1178,"",177.95637198622273,"",212,"",,:,,:,52,160,167,34448,0,64,0,0.1854427445526194,3042,1797,1245,"",260,21,
5177,20210208,S08000022,NHS Highland,39,4179,"","","","","","",1,"",145,"",45.1910490556629,"",46,"",,:,,:,8,38,39,4174,0,5,0,0.11964584828906437,1303,579,724,"",32,10,
5178,20210208,S08000031,NHS Greater Glasgow and Clyde,284,59017,"","","","","","",14,"",1990,"",167.89848469508286,"",339,"",,:,,:,92,247,284,58924,0,93,0,0.15758171374349764,5708,4036,1672,"",453,26,10
5179,20210208,S08000020,NHS Grampian,60,12661,"","","","","","",3,"",430,"",73.43523183331911,"",62,"",,:,,:,9,53,59,12622,1,39,1.6666666666666667,0.3080325408735487,2014,1470,544,"",66,7,
